,Unnamed: 0,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
50,51,15.132,BLOOD,6,0,0,1,1,1,1,1,1,0,0,0,Protein & Cell
51,52,6.4910000000000005,CANCER LETT,6,1,1,2,2,0,0,0,0,0,0,0,Protein & Cell
52,53,8.0,CELL DEATH DIFFER,6,0,0,1,1,0,0,2,2,0,0,0,Protein & Cell
53,54,5.638,CELL DEATH DIS,6,0,0,1,0,0,0,2,3,0,0,0,Protein & Cell
54,55,20.565,CELL METAB,6,2,2,2,0,0,0,0,0,0,0,0,Protein & Cell
55,56,23.29,CELL STEM CELL,6,1,0,3,1,0,1,0,0,0,0,0,Protein & Cell
56,57,6.032,EMERG MICROBES INFEC,6,0,3,1,0,1,0,0,1,0,0,0,Protein & Cell
57,58,1.41,EXP THER MED,6,1,1,1,1,0,0,1,1,0,0,0,Protein & Cell
58,59,2.9989999999999997,FEBS LETT,6,1,1,0,4,0,0,0,0,0,0,0,Protein & Cell
59,60,3.247,INT J BIOCHEM CELL B,6,0,1,1,3,1,0,0,0,0,0,0,Protein & Cell
60,61,4.401,J CELL SCI,6,0,3,0,1,0,1,1,0,0,0,0,Protein & Cell
61,62,13.251,J CLIN INVEST,6,0,0,2,1,1,1,1,0,0,0,0,Protein & Cell
62,63,2.028,MEDICINE,6,0,2,1,1,2,0,0,0,0,0,0,Protein & Cell
63,64,2.41,PROTEIN SCI,6,0,0,2,0,1,0,2,1,0,0,0,Protein & Cell
64,65,41.058,SCIENCE,6,1,1,4,0,0,0,0,0,0,0,0,Protein & Cell
65,66,11.020999999999999,TRENDS MOL MED,6,0,4,1,0,1,0,0,0,0,0,0,Protein & Cell
66,67,3.761,VIRUSES-BASEL,6,0,0,1,2,0,0,0,3,0,0,0,Protein & Cell
67,68,4.592,ACS CHEM BIOL,5,0,0,2,1,1,1,0,0,0,0,0,Protein & Cell
68,69,13.66,ADV DRUG DELIVER REV,5,0,0,2,1,0,2,0,0,0,0,0,Protein & Cell
69,70,6.53,ANTIOXID REDOX SIGN,5,0,1,2,2,0,0,0,0,0,0,0,Protein & Cell
70,71,2.16,ARCH VIROL,5,0,0,3,0,2,0,0,0,0,0,0,Protein & Cell
71,72,8.806000000000001,BIOMATERIALS,5,0,0,2,1,0,1,1,0,0,0,0,Protein & Cell
72,73,9.13,CANCER RES,5,0,0,0,2,0,0,2,1,0,0,0,Protein & Cell
73,74,3.469,CURR MED CHEM,5,0,1,1,1,0,0,1,1,0,0,0,Protein & Cell
74,75,5.412999999999999,DEVELOPMENT,5,0,0,1,1,0,2,1,0,0,0,0,Protein & Cell
75,76,4.53,FEBS J,5,0,1,0,0,1,0,1,2,0,0,0,Protein & Cell
76,77,3.2889999999999997,FOOD FUNCT,5,0,0,1,2,1,0,1,0,0,0,0,Protein & Cell
77,78,2.349,FRONT BIOSCI-LANDMRK,5,0,0,1,0,1,2,1,0,0,0,0,Protein & Cell
78,79,3.877,FRONT NEUROSCI-SWITZ,5,1,0,1,0,2,0,0,1,0,0,0,Protein & Cell
79,80,3.333,INT J ONCOL,5,0,2,0,2,0,0,1,0,0,0,0,Protein & Cell
80,81,3.47,J FUNCT FOODS,5,0,0,0,1,4,0,0,0,0,0,0,Protein & Cell
81,82,6.252999999999999,J MED CHEM,5,0,1,1,0,0,1,2,0,0,0,0,Protein & Cell
82,83,3.549,MEDIAT INFLAMM,5,0,1,1,0,2,0,0,1,0,0,0,Protein & Cell
83,84,1.984,METHOD ENZYMOL,5,0,1,2,0,0,1,0,1,0,0,0,Protein & Cell
84,85,,METHOD MOL BIOL,5,0,0,0,0,1,3,0,1,0,0,0,Protein & Cell
85,86,3.563,MOL CELL ENDOCRINOL,5,0,0,0,0,4,1,0,0,0,0,0,Protein & Cell
86,87,6.1579999999999995,PLOS PATHOG,5,0,0,1,0,2,0,1,1,0,0,0,Protein & Cell
87,88,3.0860000000000003,REPRODUCTION,5,0,2,0,1,2,0,0,0,0,0,0,Protein & Cell
88,89,3.989,STEM CELLS INT,5,0,0,1,1,2,1,0,0,0,0,0,Protein & Cell
89,90,4.907,STRUCTURE,5,1,0,2,0,0,0,1,1,0,0,0,Protein & Cell
90,91,2.415,VIROL SIN,5,1,2,1,0,0,1,0,0,0,0,0,Protein & Cell
91,92,2.224,ACTA BIOCH BIOPH SIN,4,0,0,2,1,0,0,1,0,0,0,0,Protein & Cell
92,93,4.069,AM J PATHOL,4,0,0,0,2,0,2,0,0,0,0,0,Protein & Cell
93,94,3.633,APPL ENVIRON MICROB,4,0,0,1,0,2,1,0,0,0,0,0,Protein & Cell
94,95,3.34,APPL MICROBIOL BIOT,4,0,0,1,0,0,0,1,2,0,0,0,Protein & Cell
95,96,3.1180000000000003,ARCH BIOCHEM BIOPHYS,4,0,1,1,1,0,0,1,0,0,0,0,Protein & Cell
96,97,11.1,AUTOPHAGY,4,0,0,0,1,1,1,1,0,0,0,0,Protein & Cell
97,98,3.679,BBA-GEN SUBJECTS,4,0,1,1,0,1,0,1,0,0,0,0,Protein & Cell
98,99,5.1080000000000005,BBA-MOL BASIS DIS,4,0,1,0,1,0,0,2,0,0,0,0,Protein & Cell
99,100,3.495,BIOPHYS J,4,0,0,2,0,0,0,0,2,0,0,0,Protein & Cell
0,1,,ALL Journals,10194,1371,5127,3679,1,1,0,0,0,0,0,15,Science Advances
1,2,,ALL OTHERS (1051),1051,99,477,472,0,0,0,0,0,0,0,3,Science Advances
2,3,4.122,SCI REP-UK,332,30,176,126,0,0,0,0,0,0,0,0,Science Advances
3,4,3.813,PHYS REV B,293,59,127,107,0,0,0,0,0,0,0,0,Science Advances
4,5,12.353,NAT COMMUN,223,35,116,71,0,1,0,0,0,0,0,0,Science Advances
5,6,8.097000000000001,ACS APPL MATER INTER,179,29,96,54,0,0,0,0,0,0,0,0,Science Advances
6,7,11.511,SCI ADV,168,32,86,49,0,0,0,0,0,0,0,1,Science Advances
7,8,21.95,ADV MATER,166,13,104,48,0,0,0,0,0,0,0,1,Science Advances
8,9,9.504,P NATL ACAD SCI USA,138,22,57,59,0,0,0,0,0,0,0,0,Science Advances
9,10,9.931000000000001,J MATER CHEM A,135,7,101,27,0,0,0,0,0,0,0,0,Science Advances
10,11,13.709000000000001,ACS NANO,120,24,66,30,0,0,0,0,0,0,0,0,Science Advances
11,12,2.766,PLOS ONE,112,20,44,48,0,0,0,0,0,0,0,0,Science Advances
12,13,8.839,PHYS REV LETT,107,22,58,27,0,0,0,0,0,0,0,0,Science Advances
13,14,3.495,APPL PHYS LETT,98,18,60,20,0,0,0,0,0,0,0,0,Science Advances
14,15,13.12,NANO ENERGY,94,8,68,18,0,0,0,0,0,0,0,0,Science Advances
15,16,12.102,ANGEW CHEM INT EDIT,91,21,37,33,0,0,0,0,0,0,0,0,Science Advances
16,17,14.357000000000001,J AM CHEM SOC,86,9,38,38,0,0,0,0,0,0,0,1,Science Advances
17,18,2.909,PHYS REV A,86,13,39,34,0,0,0,0,0,0,0,0,Science Advances
18,19,7.233,NANOSCALE,84,16,43,25,0,0,0,0,0,0,0,0,Science Advances
19,20,4.484,J PHYS CHEM C,74,6,46,22,0,0,0,0,0,0,0,0,Science Advances
20,21,12.08,NANO LETT,70,22,34,14,0,0,0,0,0,0,0,0,Science Advances
21,22,41.058,SCIENCE,68,8,34,26,0,0,0,0,0,0,0,0,Science Advances
22,23,2.9360000000000004,RSC ADV,67,8,42,17,0,0,0,0,0,0,0,0,Science Advances
23,24,4.3389999999999995,GEOPHYS RES LETT,64,16,25,23,0,0,0,0,0,0,0,0,Science Advances
24,25,21.875,ADV ENERGY MATER,63,2,51,10,0,0,0,0,0,0,0,0,Science Advances
25,26,8.709,J PHYS CHEM LETT,63,13,34,16,0,0,0,0,0,0,0,0,Science Advances
26,27,3.3560000000000003,OPT EXPRESS,63,16,35,12,0,0,0,0,0,0,0,0,Science Advances
27,28,41.577,NATURE,62,12,34,16,0,0,0,0,0,0,0,0,Science Advances
28,29,13.325,ADV FUNCT MATER,54,3,38,13,0,0,0,0,0,0,0,0,Science Advances
29,30,9.597999999999999,SMALL,54,6,23,25,0,0,0,0,0,0,0,0,Science Advances
30,31,6.29,CHEM COMMUN,46,8,26,12,0,0,0,0,0,0,0,0,Science Advances
31,32,4.581,EARTH PLANET SC LETT,46,10,19,16,0,0,0,0,0,0,0,1,Science Advances
32,33,5.976,J MATER CHEM C,42,8,27,7,0,0,0,0,0,0,0,0,Science Advances
33,34,3.906,PHYS CHEM CHEM PHYS,42,6,29,7,0,0,0,0,0,0,0,0,Science Advances
34,35,12.277000000000001,ACS ENERGY LETT,39,7,25,7,0,0,0,0,0,0,0,0,Science Advances
35,36,3.4819999999999998,J GEOPHYS RES-SOL EA,38,8,16,14,0,0,0,0,0,0,0,0,Science Advances
36,37,,PROC SPIE,37,4,17,16,0,0,0,0,0,0,0,0,Science Advances
37,38,7.082000000000001,CARBON,34,1,19,14,0,0,0,0,0,0,0,0,Science Advances
38,39,9.89,CHEM MATER,34,5,17,12,0,0,0,0,0,0,0,0,Science Advances
39,40,52.613,CHEM REV,34,7,16,11,0,0,0,0,0,0,0,0,Science Advances
40,41,2.617,J PHYS-CONDENS MAT,33,5,14,14,0,0,0,0,0,0,0,0,Science Advances
41,42,3.7089999999999996,SOFT MATTER,32,2,23,7,0,0,0,0,0,0,0,0,Science Advances
42,43,12.440999999999999,ADV SCI,31,1,20,10,0,0,0,0,0,0,0,0,Science Advances
43,44,4.8469999999999995,P ROY SOC B-BIOL SCI,31,7,11,13,0,0,0,0,0,0,0,0,Science Advances
44,45,5.16,CHEM-EUR J,30,4,22,4,0,0,0,0,0,0,0,0,Science Advances
45,46,3.5789999999999997,NEW J PHYS,30,5,17,8,0,0,0,0,0,0,0,0,Science Advances
46,47,2.2840000000000003,PHYS REV E,30,6,11,13,0,0,0,0,0,0,0,0,Science Advances
47,48,5.1160000000000005,ELECTROCHIM ACTA,29,0,16,12,0,0,0,0,0,0,0,1,Science Advances
48,49,7.43,ADV OPT MATER,28,0,21,7,0,0,0,0,0,0,0,0,Science Advances
49,50,5.551,ASTROPHYS J,28,3,14,11,0,0,0,0,0,0,0,0,Science Advances
50,51,4.6610000000000005,J CLIMATE,28,5,9,14,0,0,0,0,0,0,0,0,Science Advances
51,52,7.6160000000000005,ELIFE,26,6,11,8,0,0,0,0,0,0,0,1,Science Advances
52,53,6.88,ACS PHOTONICS,25,3,12,10,0,0,0,0,0,0,0,0,Science Advances
53,54,2.34,ECOL EVOL,25,2,9,14,0,0,0,0,0,0,0,0,Science Advances
54,55,2.843,J CHEM PHYS,25,5,12,8,0,0,0,0,0,0,0,0,Science Advances
55,56,39.235,NAT MATER,25,5,12,8,0,0,0,0,0,0,0,0,Science Advances
56,57,,ONCOTARGET,25,0,15,10,0,0,0,0,0,0,0,0,Science Advances
57,58,4.782,PHYS REV APPL,25,5,13,7,0,0,0,0,0,0,0,0,Science Advances
58,59,7.042000000000001,2D MATER,24,5,13,6,0,0,0,0,0,0,0,0,Science Advances
59,60,40.181999999999995,CHEM SOC REV,24,2,12,10,0,0,0,0,0,0,0,0,Science Advances
60,61,9.251,CURR BIOL,24,5,13,6,0,0,0,0,0,0,0,0,Science Advances
61,62,6.945,J POWER SOURCES,24,1,15,8,0,0,0,0,0,0,0,0,Science Advances
62,63,30.066999999999997,ENERG ENVIRON SCI,23,2,18,3,0,0,0,0,0,0,0,0,Science Advances
63,64,5.609,ADV HEALTHC MATER,22,0,12,10,0,0,0,0,0,0,0,0,Science Advances
64,65,4.834,ADV MATER INTERFACES,22,3,15,4,0,0,0,0,0,0,0,0,Science Advances
65,66,4.6610000000000005,BIOL CONSERV,22,1,6,15,0,0,0,0,0,0,0,0,Science Advances
66,67,7.4110000000000005,CHEMSUSCHEM,22,5,12,5,0,0,0,0,0,0,0,0,Science Advances
67,68,2.373,J PHYS D APPL PHYS,22,6,13,3,0,0,0,0,0,0,0,0,Science Advances
68,69,6.14,ACS SUSTAIN CHEM ENG,21,2,10,9,0,0,0,0,0,0,0,0,Science Advances
69,70,4.439,APPL SURF SCI,21,0,10,11,0,0,0,0,0,0,0,0,Science Advances
70,71,5.194,MON NOT R ASTRON SOC,21,1,11,9,0,0,0,0,0,0,0,0,Science Advances
71,72,3.589,OPT LETT,21,5,10,6,0,0,0,0,0,0,0,0,Science Advances
72,73,2.748,PHILOS T R SOC A,21,1,13,7,0,0,0,0,0,0,0,0,Science Advances
73,74,4.136,SCI BULL,21,7,8,6,0,0,0,0,0,0,0,0,Science Advances
74,75,9.062999999999999,CHEM SCI,20,2,10,8,0,0,0,0,0,0,0,0,Science Advances
75,76,4.099,DALTON T,20,1,10,9,0,0,0,0,0,0,0,0,Science Advances
76,77,8.997,GLOBAL CHANGE BIOL,20,6,5,9,0,0,0,0,0,0,0,0,Science Advances
77,78,3.7889999999999997,LANGMUIR,20,2,12,6,0,0,0,0,0,0,0,0,Science Advances
78,79,14.385,PHYS REV X,20,2,14,4,0,0,0,0,0,0,0,0,Science Advances
79,80,3.174,CLIM PAST,19,0,4,15,0,0,0,0,0,0,0,0,Science Advances
80,81,6.653,ENVIRON SCI TECHNOL,19,4,8,7,0,0,0,0,0,0,0,0,Science Advances
81,82,4.69,GEOCHIM COSMOCHIM AC,19,5,9,5,0,0,0,0,0,0,0,0,Science Advances
82,83,2.949,METEORIT PLANET SCI,19,4,10,5,0,0,0,0,0,0,0,0,Science Advances
83,84,,NAT ECOL EVOL,19,3,8,8,0,0,0,0,0,0,0,0,Science Advances
84,85,9.206,NPJ QUANTUM INFORM,19,2,5,12,0,0,0,0,0,0,0,0,Science Advances
85,86,0.669,ACTA PHYS SIN-CH ED,18,1,11,6,0,0,0,0,0,0,0,0,Science Advances
86,87,4.622,ADV MATER TECHNOL-US,18,3,10,5,0,0,0,0,0,0,0,0,Science Advances
87,88,2.176,J APPL PHYS,18,4,13,1,0,0,0,0,0,0,0,0,Science Advances
88,89,51.941,NAT REV MATER,18,2,9,7,0,0,0,0,0,0,0,0,Science Advances
89,90,7.5360000000000005,OPTICA,18,4,11,3,0,0,0,0,0,0,0,0,Science Advances
90,91,2.069,WATER-SUI,18,4,8,6,0,0,0,0,0,0,0,0,Science Advances
91,92,11.384,ACS CATAL,17,2,7,8,0,0,0,0,0,0,0,0,Science Advances
92,93,5.5089999999999995,ATMOS CHEM PHYS,17,3,8,6,0,0,0,0,0,0,0,0,Science Advances
93,94,2.213,CHAOS SOLITON FRACT,17,16,0,1,0,0,0,0,0,0,0,0,Science Advances
94,95,4.019,FRONT MICROBIOL,17,1,7,9,0,0,0,0,0,0,0,0,Science Advances
95,96,4.011,J BIOL CHEM,17,0,11,6,0,0,0,0,0,0,0,0,Science Advances
96,97,5.995,LAB CHIP,17,3,9,5,0,0,0,0,0,0,0,0,Science Advances
97,98,5.914,MACROMOLECULES,17,0,17,0,0,0,0,0,0,0,0,0,Science Advances
98,99,4.412,MOL PHYLOGENET EVOL,17,0,8,9,0,0,0,0,0,0,0,0,Science Advances
99,100,4.814,MRS BULL,17,5,6,6,0,0,0,0,0,0,0,0,Science Advances
0,1,,ALL Journals,10316,221,849,1109,1243,1782,1064,1015,1274,1242,379,138,Science Signaling
1,2,,ALL OTHERS (704),704,7,49,70,74,97,73,63,96,112,45,18,Science Signaling
2,3,4.122,SCI REP-UK,436,5,20,54,60,96,34,36,56,45,24,6,Science Signaling
3,4,,ONCOTARGET,415,26,30,32,48,131,25,34,38,42,8,1,Science Signaling
4,5,12.353,NAT COMMUN,209,1,14,16,28,57,28,25,19,14,6,1,Science Signaling
5,6,2.766,PLOS ONE,201,3,18,22,18,39,17,17,29,26,10,2,Science Signaling
6,7,4.011,J BIOL CHEM,164,2,9,14,16,22,25,21,27,15,12,1,Science Signaling
7,8,9.504,P NATL ACAD SCI USA,132,0,9,24,17,13,16,18,12,18,5,0,Science Signaling
8,9,5.511,FRONT IMMUNOL,125,7,12,11,16,11,11,16,23,13,5,0,Science Signaling
9,10,6.854,ONCOGENE,123,1,0,7,17,60,11,7,8,10,2,0,Science Signaling
10,11,7.6160000000000005,ELIFE,118,1,7,15,19,16,6,15,10,12,4,13,Science Signaling
11,12,3.687,INT J MOL SCI,116,7,6,14,6,16,18,12,16,13,7,1,Science Signaling
12,13,6.377999999999999,SCI SIGNAL,110,16,19,9,16,12,11,5,11,7,3,1,Science Signaling
13,14,8.032,CELL REP,107,0,2,13,21,24,11,12,11,11,2,0,Science Signaling
14,15,2.559,BIOCHEM BIOPH RES CO,80,2,3,7,11,14,6,9,16,9,3,0,Science Signaling
15,16,9.13,CANCER RES,65,1,5,9,7,31,3,3,2,3,1,0,Science Signaling
16,17,4.539,J IMMUNOL,62,0,10,6,5,7,7,5,14,6,2,0,Science Signaling
17,18,6.4910000000000005,CANCER LETT,51,0,4,4,10,11,1,7,10,4,0,0,Science Signaling
18,19,10.199,CLIN CANCER RES,49,0,7,3,3,24,4,2,1,5,0,0,Science Signaling
19,20,6.721,CELL MOL LIFE SCI,46,0,4,6,10,7,3,2,10,3,1,0,Science Signaling
20,21,3.677,FRONT PLANT SCI,46,0,7,2,5,7,5,4,5,11,0,0,Science Signaling
21,22,5.236000000000001,MOL CELL PROTEOMICS,46,0,5,6,4,10,2,8,6,4,1,0,Science Signaling
22,23,3.487,CELL SIGNAL,45,0,5,4,3,8,5,6,7,5,1,1,Science Signaling
23,24,,METHOD MOL BIOL,45,0,1,5,7,8,6,13,3,2,0,0,Science Signaling
24,25,31.398000000000003,CELL,44,0,11,6,4,4,2,6,8,3,0,0,Science Signaling
25,26,14.248,MOL CELL,44,1,1,6,9,8,4,6,6,3,0,0,Science Signaling
26,27,6.53,ANTIOXID REDOX SIGN,43,0,0,5,4,0,4,7,5,17,0,1,Science Signaling
27,28,3.718,CELL CALCIUM,43,0,6,9,2,10,2,4,4,6,0,0,Science Signaling
28,29,13.251,J CLIN INVEST,43,1,1,11,4,6,5,7,1,6,1,0,Science Signaling
29,30,11.561,NUCLEIC ACIDS RES,43,0,2,4,5,14,3,4,6,5,0,0,Science Signaling
30,31,4.54,J PHYSIOL-LONDON,42,1,2,6,9,3,6,3,5,4,2,1,Science Signaling
31,32,4.401,J CELL SCI,41,0,5,1,8,4,5,7,4,4,3,0,Science Signaling
32,33,4.894,J MOL BIOL,40,3,1,3,5,3,5,6,7,6,1,0,Science Signaling
33,34,3.955,PLOS COMPUT BIOL,38,0,3,1,5,7,7,3,8,4,0,0,Science Signaling
34,35,4.651,BBA-MOL CELL RES,36,1,4,6,5,6,5,2,2,3,2,0,Science Signaling
35,36,5.412999999999999,DEVELOPMENT,35,0,0,4,2,6,4,5,10,2,1,1,Science Signaling
36,37,6.02,FREE RADICAL BIO MED,34,0,2,3,1,3,4,4,6,8,3,0,Science Signaling
37,38,8.783999999999999,J CELL BIOL,34,0,2,5,3,8,5,5,3,1,2,0,Science Signaling
38,39,3.95,J PROTEOME RES,34,0,1,3,1,8,3,5,7,3,2,1,Science Signaling
39,40,5.54,PLOS GENET,33,2,2,2,3,7,5,2,4,4,2,0,Science Signaling
40,41,10.557,EMBO J,32,0,3,6,4,6,3,2,5,2,1,0,Science Signaling
41,42,2.9989999999999997,FEBS LETT,32,2,2,2,4,4,6,4,5,2,1,0,Science Signaling
42,43,3.3939999999999997,FRONT PHYSIOL,32,2,2,5,5,0,2,1,4,11,0,0,Science Signaling
43,44,41.577,NATURE,32,0,0,10,0,11,4,1,4,2,0,0,Science Signaling
44,45,3.813,MOL CELL BIOL,31,0,1,4,6,3,5,2,7,3,0,0,Science Signaling
45,46,3.563,MOL CELL ENDOCRINOL,31,0,5,1,7,5,1,4,4,4,0,0,Science Signaling
46,47,4.416,FRONT ONCOL,30,1,2,6,5,5,8,0,0,2,1,0,Science Signaling
47,48,5.365,MOL CANCER THER,30,0,4,5,3,9,1,2,3,3,0,0,Science Signaling
48,49,9.616,DEV CELL,29,1,0,5,3,2,4,6,7,0,1,0,Science Signaling
49,50,4.3,FRONT CELL NEUROSCI,29,1,2,3,3,1,2,5,2,8,2,0,Science Signaling
50,51,3.512,MOL BIOL CELL,29,0,4,5,5,4,3,0,3,5,0,0,Science Signaling
51,52,21.809,NAT IMMUNOL,29,1,11,2,6,4,3,1,1,0,0,0,Science Signaling
52,53,8.982000000000001,CELL SYST,28,1,1,3,3,5,3,1,5,5,1,0,Science Signaling
53,54,15.210999999999999,CIRC RES,28,3,4,1,1,4,0,2,2,9,2,0,Science Signaling
54,55,2.997,BIOCHEMISTRY-US,27,1,4,3,2,5,0,0,4,3,3,2,Science Signaling
55,56,2.7569999999999997,CURR PHARM DESIGN,27,0,3,4,4,3,2,1,5,4,0,1,Science Signaling
56,57,1.6640000000000001,ONCOL LETT,27,1,2,2,6,2,2,1,4,6,1,0,Science Signaling
57,58,5.3260000000000005,CANCERS,26,3,5,1,8,2,0,3,0,2,2,0,Science Signaling
58,59,5.5,CELL PHYSIOL BIOCHEM,26,2,0,3,1,6,3,2,5,2,2,0,Science Signaling
59,60,3.8310000000000004,FRONT PHARMACOL,26,1,1,2,1,7,2,1,6,5,0,0,Science Signaling
60,61,3.978,MOL PHARMACOL,26,0,1,2,3,5,3,7,2,2,1,0,Science Signaling
61,62,2.9760000000000004,ONCOL REP,26,0,0,1,5,8,1,2,2,4,3,0,Science Signaling
62,63,3.532,PROTEOMICS,26,0,1,3,4,5,3,3,4,3,0,0,Science Signaling
63,64,6.138,SEMIN CELL DEV BIOL,26,2,3,2,5,0,1,6,3,4,0,0,Science Signaling
64,65,3.9019999999999997,FRONT MOL NEUROSCI,25,4,2,1,2,5,3,2,1,4,1,0,Science Signaling
65,66,5.354,J EXP BOT,25,0,3,6,2,2,3,4,3,2,0,0,Science Signaling
66,67,7.776,MOL CANCER,25,0,0,2,4,6,2,1,3,4,1,2,Science Signaling
67,68,5.0760000000000005,MOL NEUROBIOL,25,0,0,4,5,2,2,1,9,1,1,0,Science Signaling
68,69,15.132,BLOOD,24,0,3,2,3,3,5,3,2,2,1,0,Science Signaling
69,70,20.565,CELL METAB,24,0,6,1,4,3,3,1,3,3,0,0,Science Signaling
70,71,1.984,METHOD ENZYMOL,24,1,3,2,1,3,4,4,3,1,2,0,Science Signaling
71,72,5.1080000000000005,BBA-MOL BASIS DIS,23,0,2,2,1,5,3,0,3,5,2,0,Science Signaling
72,73,5.481,BIOINFORMATICS,23,0,1,1,3,8,0,4,4,1,1,0,Science Signaling
73,74,8.0,CELL DEATH DIFFER,23,0,0,2,3,4,4,2,7,1,0,0,Science Signaling
74,75,3.3089999999999997,EXP CELL RES,23,0,3,2,6,4,2,2,0,2,2,0,Science Signaling
75,76,5.595,FASEB J,23,1,0,0,4,4,5,1,2,3,2,1,Science Signaling
76,77,,TUMOR BIOL,23,0,0,1,4,4,2,5,2,4,1,0,Science Signaling
77,78,1.76,ADV EXP MED BIOL,22,0,0,2,3,2,2,4,3,6,0,0,Science Signaling
78,79,3.3939999999999997,BIOCHEM SOC T,22,0,2,3,2,3,3,0,7,2,0,0,Science Signaling
79,80,3.304,CELL CYCLE,22,0,5,0,1,3,3,3,3,3,1,0,Science Signaling
80,81,5.638,CELL DEATH DIS,22,0,3,1,5,3,3,1,2,3,1,0,Science Signaling
81,82,3.333,INT J ONCOL,22,0,1,0,6,5,3,3,1,2,1,0,Science Signaling
82,83,1.922,MOL MED REP,22,0,1,3,2,1,3,2,5,3,2,0,Science Signaling
83,84,6.1579999999999995,PLOS PATHOG,22,0,1,3,3,2,1,1,3,5,1,2,Science Signaling
84,85,14.187999999999999,TRENDS IMMUNOL,22,0,2,2,3,3,4,4,1,3,0,0,Science Signaling
85,86,8.749,EMBO REP,21,1,1,2,3,7,1,1,4,1,0,0,Science Signaling
86,87,4.019,FRONT MICROBIOL,21,4,1,1,1,1,1,1,6,4,1,0,Science Signaling
87,88,4.368,J VIROL,21,0,0,4,0,2,5,4,5,1,0,0,Science Signaling
88,89,10.376,PHARMACOL THERAPEUT,21,1,3,0,3,3,5,1,3,2,0,0,Science Signaling
89,90,7.126,REDOX BIOL,21,1,3,1,0,2,3,4,1,3,0,3,Science Signaling
90,91,3.8569999999999998,BIOCHEM J,20,0,2,1,1,0,5,4,4,2,1,0,Science Signaling
91,92,3.457,BIOMED PHARMACOTHER,20,0,1,3,4,2,3,3,2,0,2,0,Science Signaling
92,93,9.247,CSH PERSPECT BIOL,20,0,0,3,5,2,2,3,2,3,0,0,Science Signaling
93,94,9.251,CURR BIOL,20,0,6,3,2,2,2,2,1,2,0,0,Science Signaling
94,95,4.53,FEBS J,20,0,0,0,4,4,3,4,4,1,0,0,Science Signaling
95,96,3.2939999999999996,INTEGR BIOL-UK,20,0,3,5,0,2,2,2,2,2,2,0,Science Signaling
96,97,6.4479999999999995,J INVEST DERMATOL,20,0,2,2,1,7,2,1,3,2,0,0,Science Signaling
97,98,5.296,J MOL CELL CARDIOL,20,2,2,3,2,4,2,1,1,3,0,0,Science Signaling
98,99,14.319,NEURON,20,0,4,2,3,2,2,1,2,3,1,0,Science Signaling
99,100,5.949,PLANT PHYSIOL,20,0,1,0,3,6,0,8,0,1,0,1,Science Signaling
0,1,,ALL Journals,26692,784,3129,4708,4785,3856,4352,2983,1606,448,0,41,Science Translational Medicine
1,2,,ALL OTHERS (1182),1182,10,120,182,181,135,216,157,132,46,0,3,Science Translational Medicine
2,3,4.122,SCI REP-UK,913,17,117,151,154,147,142,112,55,17,0,1,Science Translational Medicine
3,4,,ONCOTARGET,550,18,51,69,82,89,102,86,49,4,0,0,Science Translational Medicine
4,5,5.511,FRONT IMMUNOL,471,31,64,96,73,85,43,46,25,8,0,0,Science Translational Medicine
5,6,2.766,PLOS ONE,448,4,45,95,77,62,66,46,40,12,0,1,Science Translational Medicine
6,7,12.353,NAT COMMUN,307,10,40,69,51,47,45,26,17,2,0,0,Science Translational Medicine
7,8,9.504,P NATL ACAD SCI USA,201,6,29,36,32,29,28,26,11,4,0,0,Science Translational Medicine
8,9,16.71,SCI TRANSL MED,199,31,19,48,30,29,13,20,7,1,0,1,Science Translational Medicine
9,10,10.199,CLIN CANCER RES,180,1,13,50,38,27,29,14,7,1,0,0,Science Translational Medicine
10,11,3.687,INT J MOL SCI,167,7,13,30,40,16,27,22,12,0,0,0,Science Translational Medicine
11,12,15.132,BLOOD,152,7,34,37,24,17,16,10,6,1,0,0,Science Translational Medicine
12,13,4.539,J IMMUNOL,148,1,11,39,35,24,10,16,9,3,0,0,Science Translational Medicine
13,14,7.007999999999999,MOL THER,136,5,14,31,33,23,11,15,2,2,0,0,Science Translational Medicine
14,15,9.13,CANCER RES,130,2,9,39,22,19,17,17,5,0,0,0,Science Translational Medicine
15,16,13.66,ADV DRUG DELIVER REV,126,5,17,19,22,27,25,9,1,1,0,0,Science Translational Medicine
16,17,,JCI INSIGHT,126,1,11,25,24,25,9,20,9,2,0,0,Science Translational Medicine
17,18,4.368,J VIROL,124,2,12,43,35,5,13,8,5,1,0,0,Science Translational Medicine
18,19,5.502999999999999,ONCOIMMUNOLOGY,122,7,31,19,14,25,15,7,3,1,0,0,Science Translational Medicine
19,20,4.019,FRONT MICROBIOL,110,5,12,18,22,13,23,6,1,10,0,0,Science Translational Medicine
20,21,8.806000000000001,BIOMATERIALS,100,1,11,16,22,11,21,14,3,1,0,0,Science Translational Medicine
21,22,13.251,J CLIN INVEST,99,1,15,29,19,14,9,5,5,0,0,2,Science Translational Medicine
22,23,,NAT BIOMED ENG,98,3,17,25,17,16,4,11,4,1,0,0,Science Translational Medicine
23,24,31.398000000000003,CELL,94,7,12,17,13,20,11,11,3,0,0,0,Science Translational Medicine
24,25,9.217,IMMUNOL REV,90,4,12,23,24,11,7,4,2,3,0,0,Science Translational Medicine
