,Unnamed: 0,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
91,92,3.730,BMC GENOMICS,38,0,1,7,7,4,4,1,3,5,4,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
92,93,3.304,CELL CYCLE,38,0,3,2,0,4,7,2,6,4,3,7,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
93,94,26.919,NAT METHODS,38,1,2,3,2,7,6,2,4,3,4,4,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
94,95,8.000,CELL DEATH DIFFER,37,2,0,4,2,3,9,0,1,3,3,10,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
95,96,2.824,HEARING RES,37,0,2,2,2,2,0,6,1,2,1,19,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
96,97,3.256,INFECT IMMUN,37,0,0,1,3,2,3,1,1,1,2,23,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
97,98,2.487,NEUROMUSCULAR DISORD,37,0,1,3,6,6,3,7,4,1,1,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
98,99,24.014,PHYSIOL REV,37,0,1,0,2,5,6,1,0,0,4,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
99,100,5.236,MOL CELL PROTEOMICS,36,1,0,2,1,7,4,1,10,4,0,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
0,1, ,ALL Journals,6017,19,179,525,590,515,427,392,384,285,231,2470,SLEEP MEDICINE REVIEWS
1,2, ,ALL OTHERS (882),882,0,18,76,110,80,58,44,51,36,35,374,SLEEP MEDICINE REVIEWS
2,3,5.135,SLEEP,358,0,7,27,27,16,17,18,18,24,12,192,SLEEP MEDICINE REVIEWS
3,4,3.395,SLEEP MED,199,1,5,25,20,26,19,25,13,16,5,44,SLEEP MEDICINE REVIEWS
4,5,10.602,SLEEP MED REV,181,14,17,14,15,12,16,10,25,7,6,45,SLEEP MEDICINE REVIEWS
5,6,3.433,J SLEEP RES,128,0,3,15,10,11,11,10,9,6,9,44,SLEEP MEDICINE REVIEWS
6,7,2.643,CHRONOBIOL INT,105,0,6,11,8,27,4,1,11,2,2,33,SLEEP MEDICINE REVIEWS
7,8,3.396,J CLIN SLEEP MED,103,0,5,11,15,17,8,12,9,11,8,7,SLEEP MEDICINE REVIEWS
8,9,5.515,PEDIATRICS,79,0,0,5,7,5,6,6,1,6,2,41,SLEEP MEDICINE REVIEWS
9,10,23.562,BMJ-BRIT MED J,68,0,1,3,2,3,1,2,3,11,0,42,SLEEP MEDICINE REVIEWS
10,11,2.766,PLOS ONE,68,0,0,9,19,15,12,8,3,2,0,0,SLEEP MEDICINE REVIEWS
11,12,2.030,SLEEP BREATH,65,0,4,10,6,14,8,5,2,2,3,11,SLEEP MEDICINE REVIEWS
12,13,5.971,J NEUROSCI,60,0,0,6,7,5,5,7,3,0,1,26,SLEEP MEDICINE REVIEWS
13,14,15.239,AM J RESP CRIT CARE,59,0,4,2,6,4,3,1,6,4,0,29,SLEEP MEDICINE REVIEWS
14,15,7.652,CHEST,53,0,6,0,3,5,2,3,5,0,1,28,SLEEP MEDICINE REVIEWS
15,16,8.324,MOVEMENT DISORD,52,0,0,4,2,5,11,3,7,4,7,9,SLEEP MEDICINE REVIEWS
16,17,9.504,P NATL ACAD SCI USA,49,0,3,4,3,7,3,0,2,10,2,15,SLEEP MEDICINE REVIEWS
17,18,8.055,NEUROLOGY,45,0,1,3,9,2,3,2,0,3,1,21,SLEEP MEDICINE REVIEWS
18,19,47.661,JAMA-J AM MED ASSOC,44,3,0,0,2,0,2,1,1,2,5,28,SLEEP MEDICINE REVIEWS
19,20,41.058,SCIENCE,36,0,0,2,0,4,0,0,0,3,1,26,SLEEP MEDICINE REVIEWS
20,21,3.786,J AFFECT DISORDERS,35,0,4,5,7,6,2,6,1,2,0,2,SLEEP MEDICINE REVIEWS
21,22,19.912,NAT NEUROSCI,35,0,2,6,5,5,3,3,1,2,0,8,SLEEP MEDICINE REVIEWS
22,23,53.254,LANCET,34,0,0,2,1,2,3,2,2,0,0,22,SLEEP MEDICINE REVIEWS
23,24,5.789,J CLIN ENDOCR METAB,33,0,0,5,0,1,3,0,0,2,0,22,SLEEP MEDICINE REVIEWS
24,25,79.260,NEW ENGL J MED,33,0,1,5,2,1,1,0,0,2,1,20,SLEEP MEDICINE REVIEWS
25,26,19.384,ANN INTERN MED,32,0,2,4,3,2,1,3,0,1,0,16,SLEEP MEDICINE REVIEWS
26,27,10.848,BRAIN,32,0,2,1,5,3,0,1,3,2,1,14,SLEEP MEDICINE REVIEWS
27,28,6.823,HYPERTENSION,32,0,0,1,2,0,1,0,3,1,2,22,SLEEP MEDICINE REVIEWS
28,29,2.871,BEHAV SLEEP MED,30,0,3,2,8,4,1,3,1,1,1,6,SLEEP MEDICINE REVIEWS
29,30,12.244,EUR RESPIR J,29,0,3,2,3,2,1,1,2,1,1,13,SLEEP MEDICINE REVIEWS
30,31,41.577,NATURE,29,0,0,1,0,0,1,2,1,2,0,22,SLEEP MEDICINE REVIEWS
31,32,0.655,SLEEP BIOL RHYTHMS,29,0,0,1,1,4,5,1,2,2,3,10,SLEEP MEDICINE REVIEWS
32,33,3.258,ARCH DIS CHILD,28,0,0,4,1,0,0,1,2,2,0,18,SLEEP MEDICINE REVIEWS
33,34, ,ARCH GEN PSYCHIAT,28,0,0,0,0,0,1,3,1,0,0,23,SLEEP MEDICINE REVIEWS
34,35,11.984,BIOL PSYCHIAT,28,0,2,0,0,2,2,1,3,0,2,16,SLEEP MEDICINE REVIEWS
35,36,18.881,CIRCULATION,28,0,0,3,2,0,3,1,1,2,0,16,SLEEP MEDICINE REVIEWS
36,37,2.947,J PSYCHOSOM RES,28,0,0,0,0,2,3,3,2,1,5,12,SLEEP MEDICINE REVIEWS
37,38,4.099,J HYPERTENS,27,0,0,1,5,1,2,0,1,2,0,15,SLEEP MEDICINE REVIEWS
38,39,10.250,ANN NEUROL,26,0,3,2,1,2,4,5,0,2,0,7,SLEEP MEDICINE REVIEWS
39,40,2.580,ACTA PAEDIATR,25,0,1,4,0,1,0,3,0,1,0,15,SLEEP MEDICINE REVIEWS
40,41,3.958,SCHIZOPHR RES,25,0,0,2,3,2,2,3,1,2,0,10,SLEEP MEDICINE REVIEWS
41,42,2.223,PSYCHIAT RES,24,0,0,1,0,2,1,1,1,2,0,16,SLEEP MEDICINE REVIEWS
42,43, ,ARCH PEDIAT ADOL MED,21,0,0,0,0,0,0,1,1,2,2,15,SLEEP MEDICINE REVIEWS
43,44,13.397,DIABETES CARE,21,0,0,1,0,5,1,4,4,1,1,4,SLEEP MEDICINE REVIEWS
44,45,14.319,NEURON,20,0,0,3,3,2,2,0,1,0,0,9,SLEEP MEDICINE REVIEWS
45,46, ,NEW ZEAL MED J,20,0,0,0,0,0,2,0,2,2,0,14,SLEEP MEDICINE REVIEWS
46,47,2.891,BIOL PSYCHOL,19,0,0,1,1,2,3,1,2,2,2,5,SLEEP MEDICINE REVIEWS
47,48,3.614,CLIN NEUROPHYSIOL,19,0,2,2,0,2,2,1,0,1,2,7,SLEEP MEDICINE REVIEWS
48,49,3.382,NEUROSCIENCE,19,0,1,0,0,1,0,1,0,0,1,15,SLEEP MEDICINE REVIEWS
49,50,3.046,AM J HYPERTENS,18,0,0,0,1,0,2,4,0,0,3,8,SLEEP MEDICINE REVIEWS
50,51,3.886,CEPHALALGIA,18,0,0,0,9,3,2,0,0,0,0,4,SLEEP MEDICINE REVIEWS
51,52,1.449,J PAEDIATR CHILD H,18,0,0,2,1,2,5,0,1,0,0,7,SLEEP MEDICINE REVIEWS
52,53,32.635,NAT REV NEUROSCI,18,0,0,0,0,0,1,0,9,0,2,6,SLEEP MEDICINE REVIEWS
53,54,5.426,NEUROIMAGE,18,0,2,3,5,3,0,1,0,0,0,4,SLEEP MEDICINE REVIEWS
54,55, ,SLEEP MED CLIN,18,0,0,5,2,5,1,1,1,1,0,2,SLEEP MEDICINE REVIEWS
55,56,13.396,AM J PSYCHIAT,17,0,0,0,0,2,0,0,2,0,2,11,SLEEP MEDICINE REVIEWS
56,57,4.490,BIPOLAR DISORD,17,0,0,2,2,0,5,0,1,1,4,2,SLEEP MEDICINE REVIEWS
57,58,9.251,CURR BIOL,17,0,1,1,0,2,1,5,2,0,0,5,SLEEP MEDICINE REVIEWS
58,59,2.025,EARLY HUM DEV,17,0,0,1,0,1,1,0,1,1,0,12,SLEEP MEDICINE REVIEWS
59,60,27.144,LANCET NEUROL,17,0,2,1,5,3,0,2,3,0,0,1,SLEEP MEDICINE REVIEWS
60,61,3.118,PSYCHOPHYSIOLOGY,17,0,0,4,2,1,0,0,0,0,0,10,SLEEP MEDICINE REVIEWS
61,62,3.667,J PEDIATR-US,16,0,0,0,0,0,2,0,0,3,2,9,SLEEP MEDICINE REVIEWS
62,63,3.810,PSYCHOSOM MED,16,0,1,1,0,0,0,2,1,0,2,9,SLEEP MEDICINE REVIEWS
63,64,3.082,AM J PHYSIOL-REG I,15,0,0,0,1,0,2,0,1,0,0,11,SLEEP MEDICINE REVIEWS
64,65,6.308,CEREB CORTEX,15,0,0,1,2,0,1,4,2,0,0,5,SLEEP MEDICINE REVIEWS
65,66, ,FRONT PSYCHOL,15,0,0,9,2,4,0,0,0,0,0,0,SLEEP MEDICINE REVIEWS
66,67,5.159,INT J OBESITY,15,0,0,2,3,2,0,1,1,0,2,4,SLEEP MEDICINE REVIEWS
67,68,13.250,PSYCHOL BULL,15,0,0,2,0,0,3,0,1,2,0,7,SLEEP MEDICINE REVIEWS
68,69,6.523,ANESTHESIOLOGY,14,0,0,0,2,1,0,0,0,3,8,0,SLEEP MEDICINE REVIEWS
69,70, ,ARCH INTERN MED,14,0,0,0,0,0,0,1,0,2,1,10,SLEEP MEDICINE REVIEWS
70,71, ,ELECTROEN CLIN NEURO,14,0,0,0,0,0,0,0,0,0,0,14,SLEEP MEDICINE REVIEWS
71,72,2.832,EUR J NEUROSCI,14,0,0,0,0,1,0,1,1,1,0,10,SLEEP MEDICINE REVIEWS
72,73,3.906,J BIOL RHYTHM,14,0,0,2,0,3,0,0,0,0,1,8,SLEEP MEDICINE REVIEWS
73,74,2.199,J DEV BEHAV PEDIATR,14,0,0,1,2,0,0,2,0,1,0,8,SLEEP MEDICINE REVIEWS
74,75,4.000,J PSYCHIATR RES,14,0,0,2,1,0,0,1,4,0,2,4,SLEEP MEDICINE REVIEWS
75,76,4.721,PARKINSONISM RELAT D,14,0,1,0,3,2,2,1,3,1,0,1,SLEEP MEDICINE REVIEWS
76,77,4.731,PSYCHONEUROENDOCRINO,14,0,2,0,1,1,3,1,0,1,0,5,SLEEP MEDICINE REVIEWS
77,78,4.322,AM J EPIDEMIOL,13,0,0,2,3,3,2,0,0,0,1,2,SLEEP MEDICINE REVIEWS
78,79,3.125,BRAIN RES,13,0,0,0,0,1,0,0,0,0,0,12,SLEEP MEDICINE REVIEWS
79,80, ,CONSCIOUS COGN,13,0,0,3,0,2,2,3,1,0,0,2,SLEEP MEDICINE REVIEWS
80,81,3.256,J APPL PHYSIOL,13,0,1,0,1,0,0,1,0,0,0,10,SLEEP MEDICINE REVIEWS
81,82,4.245,J CLIN EPIDEMIOL,13,0,0,1,0,2,0,0,0,0,0,10,SLEEP MEDICINE REVIEWS
82,83,2.285,NEUROL SCI,13,0,1,1,0,2,2,2,0,0,2,3,SLEEP MEDICINE REVIEWS
83,84,3.222,PSYCHOPHARMACOLOGY,13,0,0,0,0,0,0,0,1,0,0,12,SLEEP MEDICINE REVIEWS
84,85,15.071,BEHAV BRAIN SCI,12,0,0,1,0,1,0,0,1,0,0,9,SLEEP MEDICINE REVIEWS
85,86,1.806,EXP BRAIN RES,12,0,1,0,4,0,0,1,1,2,0,3,SLEEP MEDICINE REVIEWS
86,87,6.486,J CHILD PSYCHOL PSYC,12,0,2,1,2,0,1,1,0,0,1,4,SLEEP MEDICINE REVIEWS
87,88,7.144,J NEUROL NEUROSUR PS,12,0,1,0,1,0,1,0,0,0,2,7,SLEEP MEDICINE REVIEWS
88,89,5.280,MULT SCLER J,12,0,0,0,0,1,1,3,1,0,2,4,SLEEP MEDICINE REVIEWS
89,90,2.159,NEUROSCI LETT,12,0,1,0,0,0,0,1,1,0,0,9,SLEEP MEDICINE REVIEWS
90,91,3.174,PROG BRAIN RES,12,0,0,0,0,0,0,3,4,0,1,4,SLEEP MEDICINE REVIEWS
91,92,4.407,RESPIROLOGY,12,0,1,1,0,1,2,0,3,0,2,2,SLEEP MEDICINE REVIEWS
92,93,5.867,BRIT J PSYCHIAT,11,0,0,0,0,1,1,3,0,0,0,6,SLEEP MEDICINE REVIEWS
93,94,3.091,HEADACHE,11,0,0,0,4,3,0,0,0,0,0,4,SLEEP MEDICINE REVIEWS
94,95, ,J ABNORM PSYCHOL,11,0,0,0,0,0,1,0,0,0,0,10,SLEEP MEDICINE REVIEWS
95,96,16.834,J AM COLL CARDIOL,11,0,0,1,1,0,0,3,0,1,0,5,SLEEP MEDICINE REVIEWS
96,97,4.540,J PHYSIOL-LONDON,11,0,0,0,1,1,1,0,0,0,0,8,SLEEP MEDICINE REVIEWS
97,98,6.544,NEUROPSYCHOPHARMACOL,11,0,0,0,2,0,0,0,0,0,0,9,SLEEP MEDICINE REVIEWS
98,99, ,PERCEPT MOTOR SKILL,11,0,0,0,1,2,0,0,0,0,0,8,SLEEP MEDICINE REVIEWS
99,100,3.171,AM J CARDIOL,10,0,0,0,0,0,0,0,2,0,0,8,SLEEP MEDICINE REVIEWS
0,1, ,ALL Journals,13247,215,937,1147,1306,1244,1064,955,877,815,726,3961,Stem Cell Reports
1,2, ,ALL OTHERS (650),650,10,63,59,64,58,52,38,34,43,33,196,Stem Cell Reports
2,3,41.577,NATURE,783,13,38,53,67,55,60,83,62,71,47,234,Stem Cell Reports
3,4,23.290,CELL STEM CELL,627,14,46,64,94,85,92,53,63,44,61,11,Stem Cell Reports
4,5,31.398,CELL,528,6,12,32,32,42,39,32,28,31,56,218,Stem Cell Reports
5,6,9.504,P NATL ACAD SCI USA,498,2,15,19,22,46,45,40,39,42,20,208,Stem Cell Reports
6,7,5.413,DEVELOPMENT,363,11,12,35,29,30,12,28,16,22,19,149,Stem Cell Reports
7,8,41.058,SCIENCE,308,3,16,13,27,35,17,8,16,21,8,144,Stem Cell Reports
8,9,2.766,PLOS ONE,299,0,14,33,55,59,38,40,34,14,7,5,Stem Cell Reports
9,10,5.587,STEM CELLS,294,4,20,34,19,33,36,22,22,24,27,53,Stem Cell Reports
10,11,6.537,STEM CELL REP,258,36,66,71,65,20,0,0,0,0,0,0,Stem Cell Reports
11,12,35.724,NAT BIOTECHNOL,235,2,6,26,25,14,8,39,11,23,22,59,Stem Cell Reports
12,13,5.971,J NEUROSCI,218,0,7,10,13,11,17,18,17,19,15,91,Stem Cell Reports
13,14,4.011,J BIOL CHEM,203,1,4,8,12,13,8,13,14,17,5,108,Stem Cell Reports
14,15,15.132,BLOOD,196,0,6,13,4,10,16,15,15,14,13,90,Stem Cell Reports
15,16,9.462,GENE DEV,194,0,8,14,13,13,7,19,15,10,12,83,Stem Cell Reports
16,17,14.319,NEURON,150,3,16,4,16,23,2,13,4,3,10,56,Stem Cell Reports
17,18,3.262,DEV BIOL,139,1,7,7,7,7,5,9,9,3,8,76,Stem Cell Reports
18,19,12.353,NAT COMMUN,136,3,40,31,30,17,11,4,0,0,0,0,Stem Cell Reports
19,20,8.032,CELL REP,135,4,31,35,23,27,15,0,0,0,0,0,Stem Cell Reports
20,21,27.125,NAT GENET,123,2,3,3,2,5,5,3,6,6,9,79,Stem Cell Reports
21,22,19.912,NAT NEUROSCI,118,4,12,6,10,9,7,3,11,10,7,39,Stem Cell Reports
22,23,19.064,NAT CELL BIOL,117,3,4,14,12,21,10,13,6,2,8,24,Stem Cell Reports
23,24,9.616,DEV CELL,110,0,8,10,10,13,8,8,9,10,5,29,Stem Cell Reports
24,25,32.621,NAT MED,101,2,11,6,12,6,5,7,7,6,4,35,Stem Cell Reports
25,26,11.561,NUCLEIC ACIDS RES,101,2,15,16,4,16,8,3,3,6,3,25,Stem Cell Reports
26,27,26.919,NAT METHODS,97,3,2,9,12,13,14,26,7,1,0,10,Stem Cell Reports
27,28,15.211,CIRC RES,96,0,5,10,12,14,8,5,8,8,3,23,Stem Cell Reports
28,29,10.557,EMBO J,92,1,7,17,7,9,13,7,4,0,0,27,Stem Cell Reports
29,30,12.423,NAT PROTOC,92,0,1,5,6,19,14,10,6,13,4,14,Stem Cell Reports
30,31,3.813,MOL CELL BIOL,88,0,0,2,5,3,4,3,3,3,5,60,Stem Cell Reports
31,32,9.130,CANCER RES,86,0,7,1,4,6,3,7,11,6,5,36,Stem Cell Reports
32,33,3.315,STEM CELLS DEV,81,2,5,7,13,15,8,5,9,4,8,5,Stem Cell Reports
33,34,13.251,J CLIN INVEST,77,0,3,7,7,6,7,7,6,8,0,26,Stem Cell Reports
34,35,35.612,NAT REV MOL CELL BIO,77,2,9,3,16,8,4,6,4,5,7,13,Stem Cell Reports
35,36,4.902,HUM MOL GENET,76,5,3,7,10,5,10,9,5,2,4,16,Stem Cell Reports
36,37,6.854,ONCOGENE,72,1,7,1,6,2,7,3,3,2,5,35,Stem Cell Reports
37,38,4.122,SCI REP-UK,71,4,32,17,14,4,0,0,0,0,0,0,Stem Cell Reports
38,39,8.784,J CELL BIOL,67,2,2,3,0,2,6,4,5,1,2,40,Stem Cell Reports
39,40,10.790,J EXP MED,62,0,0,4,8,5,2,7,5,3,1,27,Stem Cell Reports
40,41,14.248,MOL CELL,60,0,8,3,7,5,7,5,5,0,2,18,Stem Cell Reports
41,42,15.393,CELL RES,59,0,5,5,4,10,6,9,6,9,1,4,Stem Cell Reports
42,43,32.635,NAT REV NEUROSCI,59,0,5,4,5,5,1,4,7,2,4,22,Stem Cell Reports
43,44,3.184,BIOL REPROD,58,0,2,6,3,4,7,5,5,0,2,24,Stem Cell Reports
44,45,5.540,PLOS GENET,58,0,6,9,12,8,6,6,5,3,2,1,Stem Cell Reports
45,46,3.902,STEM CELL RES,56,2,9,7,11,12,1,2,8,3,1,0,Stem Cell Reports
46,47,4.401,J CELL SCI,55,0,1,1,3,4,2,5,1,3,2,33,Stem Cell Reports
47,48,4.539,J IMMUNOL,52,0,1,2,0,2,3,1,5,4,5,29,Stem Cell Reports
48,49,79.260,NEW ENGL J MED,52,5,7,2,2,1,6,2,1,3,1,22,Stem Cell Reports
49,50,2.559,BIOCHEM BIOPH RES CO,50,1,1,3,2,3,5,2,5,6,3,19,Stem Cell Reports
50,51,19.734,IMMUNITY,47,0,6,3,2,4,4,1,1,3,1,22,Stem Cell Reports
51,52,8.806,BIOMATERIALS,46,0,4,6,8,8,5,8,3,0,1,3,Stem Cell Reports
52,53,5.481,BIOINFORMATICS,45,0,1,4,6,4,3,4,7,9,4,3,Stem Cell Reports
53,54,9.251,CURR BIOL,45,0,0,1,3,0,1,3,4,3,1,29,Stem Cell Reports
54,55,41.465,NAT REV GENET,45,1,1,2,12,2,4,5,2,1,3,12,Stem Cell Reports
55,56,13.214,GENOME BIOL,44,0,2,5,8,5,3,1,4,5,5,6,Stem Cell Reports
56,57,4.929,STEM CELL TRANSL MED,44,5,5,8,10,9,6,0,0,0,0,1,Stem Cell Reports
57,58,2.507,DEV DYNAM,43,0,1,2,2,2,0,3,2,3,3,25,Stem Cell Reports
58,59,4.483,EXP NEUROL,43,0,4,4,3,4,1,2,2,2,3,18,Stem Cell Reports
59,60,42.784,NAT REV CANCER,42,0,2,1,3,3,5,6,0,4,3,15,Stem Cell Reports
60,61,4.069,AM J PATHOL,41,0,0,3,3,6,3,0,2,4,3,17,Stem Cell Reports
61,62,3.388,INVEST OPHTH VIS SCI,39,0,3,1,2,3,2,1,0,2,0,25,Stem Cell Reports
62,63, ,METHOD MOL BIOL,37,2,2,2,2,4,4,5,7,1,3,5,Stem Cell Reports
63,64,5.846,GLIA,36,1,4,2,4,2,2,1,3,0,3,14,Stem Cell Reports
64,65,18.881,CIRCULATION,33,0,1,0,2,8,6,1,2,1,2,10,Stem Cell Reports
65,66,20.773,GASTROENTEROLOGY,33,0,1,0,1,4,2,2,3,8,5,7,Stem Cell Reports
66,67,4.609,J NEUROCHEM,33,0,3,0,3,1,1,1,2,2,4,16,Stem Cell Reports
67,68,7.273,DIABETES,32,0,2,0,4,4,5,0,1,0,3,13,Stem Cell Reports
68,69,7.616,ELIFE,32,0,11,8,11,2,0,0,0,0,0,0,Stem Cell Reports
69,70,5.595,FASEB J,32,0,1,1,4,1,0,4,5,1,3,12,Stem Cell Reports
70,71,14.079,HEPATOLOGY,31,0,3,1,4,1,3,2,7,0,1,9,Stem Cell Reports
71,72,13.333,NAT STRUCT MOL BIOL,31,1,0,1,0,11,3,0,4,2,4,5,Stem Cell Reports
72,73,2.662,J NEUROSCI RES,30,2,0,0,1,0,2,0,0,2,4,19,Stem Cell Reports
73,74,3.961,ENDOCRINOLOGY,29,0,1,2,0,1,6,1,0,2,1,15,Stem Cell Reports
74,75,3.400,J COMP NEUROL,29,0,0,1,3,0,1,2,1,0,2,19,Stem Cell Reports
75,76,16.710,SCI TRANSL MED,29,2,1,5,9,2,7,1,2,0,0,0,Stem Cell Reports
76,77,3.923,J CELL PHYSIOL,28,0,1,1,0,1,3,3,1,2,1,15,Stem Cell Reports
77,78,53.254,LANCET,28,0,5,4,1,1,4,1,2,3,0,7,Stem Cell Reports
78,79,10.848,BRAIN,27,0,2,1,5,1,2,2,2,2,2,8,Stem Cell Reports
79,80,7.008,MOL THER,26,4,2,4,1,2,4,2,1,1,2,3,Stem Cell Reports
80,81,18.564,TRENDS CELL BIOL,26,0,2,6,2,4,3,4,0,3,0,2,Stem Cell Reports
81,82,9.032,ANNU REV CELL DEV BI,25,0,0,0,7,4,1,1,3,2,1,6,Stem Cell Reports
82,83,20.565,CELL METAB,25,0,5,2,1,5,1,4,2,0,4,1,Stem Cell Reports
83,84,3.309,EXP CELL RES,25,0,2,0,1,0,2,1,1,1,1,16,Stem Cell Reports
84,85,2.436,EXP HEMATOL,25,0,1,3,2,1,1,0,1,0,5,11,Stem Cell Reports
85,86,10.101,GENOME RES,25,1,0,2,5,4,6,0,2,2,2,1,Stem Cell Reports
86,87,9.247,CSH PERSPECT BIOL,24,0,1,9,0,2,7,2,2,1,0,0,Stem Cell Reports
87,88,3.512,MOL BIOL CELL,24,0,2,0,0,0,1,3,1,2,2,13,Stem Cell Reports
88,89,41.982,NAT REV IMMUNOL,24,0,0,2,1,2,2,1,1,0,3,12,Stem Cell Reports
89,90,3.508,TISSUE ENG,24,0,1,1,5,3,2,1,5,3,1,2,Stem Cell Reports
90,91,8.000,CELL DEATH DIFFER,23,0,0,2,2,3,3,2,0,1,3,7,Stem Cell Reports
91,92,4.995,CURR OPIN GENET DEV,23,0,2,2,5,3,2,1,1,0,0,7,Stem Cell Reports
92,93,4.990,HUM REPROD,23,0,0,3,5,1,1,1,1,2,0,9,Stem Cell Reports
93,94,5.227,NEUROBIOL DIS,23,0,0,6,2,0,2,2,1,1,0,9,Stem Cell Reports
94,95,3.382,NEUROSCIENCE,23,0,2,1,0,2,1,2,2,3,0,10,Stem Cell Reports
95,96,3.960,TRANSPLANTATION,23,1,1,0,1,1,1,1,0,2,1,14,Stem Cell Reports
96,97,10.250,ANN NEUROL,22,0,0,1,0,1,1,0,2,0,1,16,Stem Cell Reports
97,98,6.086,ARTERIOSCL THROM VAS,22,0,2,0,1,2,4,0,2,2,0,9,Stem Cell Reports
98,99,6.448,J INVEST DERMATOL,22,0,0,1,1,4,1,3,1,1,2,8,Stem Cell Reports
99,100,21.809,NAT IMMUNOL,22,0,0,0,5,1,0,1,1,2,2,10,Stem Cell Reports
0,1, ,ALL Journals,16862,684,1646,1905,1497,1354,1142,1002,871,853,658,5250,STROKE
1,2, ,ALL OTHERS (1186),1186,32,110,113,85,77,74,77,60,41,56,461,STROKE
2,3,6.239,STROKE,3401,234,266,328,292,255,183,214,174,201,115,1139,STROKE
3,4,79.260,NEW ENGL J MED,710,3,64,289,22,61,18,20,12,28,28,165,STROKE
4,5,8.055,NEUROLOGY,638,14,61,41,43,54,59,36,34,36,23,237,STROKE
5,6,53.254,LANCET,428,12,76,23,57,8,31,18,30,16,3,154,STROKE
6,7,18.881,CIRCULATION,373,18,34,53,36,19,15,20,21,21,14,122,STROKE
7,8,27.144,LANCET NEUROL,352,8,40,15,23,33,48,24,34,55,25,47,STROKE
8,9,47.661,JAMA-J AM MED ASSOC,269,8,37,22,33,7,18,15,5,7,5,112,STROKE
9,10,2.931,CEREBROVASC DIS,251,7,7,14,20,26,18,16,18,25,29,71,STROKE
10,11,6.045,J CEREBR BLOOD F MET,241,15,35,21,18,21,17,13,22,10,10,59,STROKE
11,12,3.859,INT J STROKE,227,15,36,60,44,19,16,14,10,6,2,5,STROKE
12,13,10.250,ANN NEUROL,213,2,17,27,9,23,12,21,9,7,10,76,STROKE
13,14,3.653,AM J NEURORADIOL,212,9,8,25,22,25,11,11,13,8,15,65,STROKE
14,15,2.766,PLOS ONE,185,3,31,29,36,41,21,16,4,2,1,1,STROKE
15,16,1.598,J STROKE CEREBROVASC,180,5,29,34,25,32,8,10,5,4,11,17,STROKE
16,17,4.319,J NEUROSURG,172,8,11,7,9,11,10,10,4,5,4,93,STROKE
17,18,7.144,J NEUROL NEUROSUR PS,148,9,5,16,11,8,6,8,6,8,13,58,STROKE
18,19,23.562,BMJ-BRIT MED J,147,1,15,15,4,10,11,12,9,20,4,46,STROKE
19,20,16.834,J AM COLL CARDIOL,142,5,9,13,17,17,11,16,4,4,8,38,STROKE
20,21,4.475,NEUROSURGERY,136,0,8,11,6,17,11,5,7,8,11,52,STROKE
21,22,3.526,J NEUROINTERV SURG,119,31,30,14,19,12,3,0,5,0,0,5,STROKE
22,23,7.469,RADIOLOGY,102,1,10,5,5,17,1,3,4,7,6,43,STROKE
23,24, ,ARCH NEUROL-CHICAGO,93,0,0,0,0,0,4,9,8,11,7,54,STROKE
24,25,10.848,BRAIN,93,1,10,12,3,8,8,5,3,10,2,31,STROKE
25,26,4.450,J AM HEART ASSOC,90,5,43,16,14,9,3,0,0,0,0,0,STROKE
26,27,23.425,EUR HEART J,89,7,22,8,5,8,7,4,3,2,3,20,STROKE
27,28,5.971,J NEUROSCI,80,3,2,8,4,4,8,7,1,5,2,36,STROKE
28,29,3.077,ARCH PHYS MED REHAB,77,0,1,3,1,2,6,3,6,2,5,48,STROKE
29,30,6.754,COCHRANE DB SYST REV,71,9,6,5,10,10,9,1,5,7,4,5,STROKE
30,31,2.448,J NEUROL SCI,70,3,6,10,10,6,6,2,3,1,3,20,STROKE
31,32,11.460,JAMA NEUROL,70,16,20,15,11,8,0,0,0,0,0,0,STROKE
32,33,3.783,J NEUROL,68,0,13,5,4,6,3,4,4,5,6,18,STROKE
33,34,5.426,NEUROIMAGE,65,1,3,3,3,5,17,1,4,4,1,23,STROKE
34,35,3.163,NEUROCRIT CARE,64,2,9,7,4,4,10,9,5,6,4,4,STROKE
35,36,4.621,EUR J NEUROL,61,8,7,7,7,9,10,4,2,1,1,5,STROKE
36,37,4.952,THROMB HAEMOSTASIS,61,2,9,8,13,5,6,0,2,2,2,12,STROKE
37,38,4.711,NEUROREHAB NEURAL RE,59,4,3,10,5,6,5,2,2,4,8,10,STROKE
38,39,41.577,NATURE,58,0,8,1,7,2,6,1,7,1,0,25,STROKE
39,40, ,ARCH INTERN MED,53,0,0,0,0,0,4,2,1,4,6,36,STROKE
40,41,4.171,AM HEART J,52,3,3,5,3,0,8,5,6,5,0,14,STROKE
