,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
13,2004,"1,939",3.4019999999999997,3.1519999999999997,Not Available,0.41,61,7.0,6.4,Not Available,Not Available,91.8,Not Available,82.804,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
14,2003,"1,824",3.022,2.9210000000000003,Not Available,0.7440000000000001,39,6.9,6.2,Not Available,Not Available,74.36,Not Available,80.373,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
15,2002,"1,831",2.95,2.88,Not Available,0.341,44,7.0,6.5,Not Available,Not Available,88.64,Not Available,79.909,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
16,2001,"1,691",2.963,2.8689999999999998,Not Available,0.2,45,6.5,5.2,Not Available,Not Available,93.33,Not Available,81.906,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
17,2000,"1,731",2.523,2.405,Not Available,0.309,55,6.3,5.9,Not Available,Not Available,90.91,Not Available,76.504,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
18,1999,"1,658",2.575,2.336,Not Available,0.231,52,6.1,5.4,Not Available,Not Available,90.38,Not Available,77.719,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
19,1998,"1,576",1.591,1.5119999999999998,Not Available,0.18600000000000003,59,5.8,5.0,Not Available,Not Available,98.31,Not Available,63.052,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
20,1997,"1,565",2.121,1.9880000000000002,Not Available,0.29600000000000004,54,5.6,5.6,Not Available,Not Available,98.15,Not Available,73.501,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
0,2017,"24,537",6.544,6.278,6.782,2.191,235,7.3,7.8,0.043,2.270,88.51,5.00400,93.555,NEUROPSYCHOPHARMACOLOGY
1,2016,"23,920",6.403,6.0729999999999995,6.991,1.965,284,6.9,7.6,0.04668,2.462,89.44,5.34799,92.782,NEUROPSYCHOPHARMACOLOGY
2,2015,"22,869",6.399,6.082000000000001,7.825,1.794,291,6.7,7.8,0.04998,2.648,94.16,5.69717,93.259,NEUROPSYCHOPHARMACOLOGY
3,2014,"22,005",7.047999999999999,6.709,8.168,1.5819999999999999,292,6.4,7.3,0.05006,2.643,94.86,5.60720,93.68,NEUROPSYCHOPHARMACOLOGY
4,2013,"21,567",7.832999999999999,7.483,8.518,1.765,255,6.0,7.2,0.05741,2.820,92.55,6.32806,95.003,NEUROPSYCHOPHARMACOLOGY
5,2012,"19,882",8.677999999999999,8.236,7.796,1.8019999999999998,248,6.0,7.3,0.05716,2.674,93.95,Not Available,95.634,NEUROPSYCHOPHARMACOLOGY
6,2011,"18,318",7.9910000000000005,7.617000000000001,7.223,1.5430000000000001,232,5.8,7.3,0.05345,2.309,91.81,Not Available,95.25,NEUROPSYCHOPHARMACOLOGY
7,2010,"16,460",6.685,6.3660000000000005,6.460,1.95,221,5.7,7.2,0.05276,2.136,88.69,Not Available,94.187,NEUROPSYCHOPHARMACOLOGY
8,2009,"15,516",6.992999999999999,6.646,6.813,1.65,237,5.2,7.0,0.05908,2.232,87.76,Not Available,94.572,NEUROPSYCHOPHARMACOLOGY
9,2008,"14,491",6.835,6.444,6.716,2.106,284,4.8,7.2,0.0597,2.164,92.61,Not Available,94.58,NEUROPSYCHOPHARMACOLOGY
10,2007,"12,404",6.157,5.83,6.347,1.536,250,4.7,7.4,0.05543,2.026,94.8,Not Available,93.612,NEUROPSYCHOPHARMACOLOGY
11,2006,"10,037",5.888999999999999,5.507999999999999,Not Available,1.13,270,4.4,7.5,Not Available,Not Available,94.44,Not Available,93.395,NEUROPSYCHOPHARMACOLOGY
12,2005,"8,971",5.369,5.034,Not Available,1.181,232,4.3,7.1,Not Available,Not Available,93.53,Not Available,92.989,NEUROPSYCHOPHARMACOLOGY
13,2004,"7,448",4.941,4.603,Not Available,0.8390000000000001,236,4.5,6.9,Not Available,Not Available,95.34,Not Available,91.773,NEUROPSYCHOPHARMACOLOGY
14,2003,"6,405",5.2010000000000005,4.849,Not Available,0.763,257,4.2,7.2,Not Available,Not Available,96.11,Not Available,92.056,NEUROPSYCHOPHARMACOLOGY
15,2002,"4,857",4.497,4.209,Not Available,0.8240000000000001,182,4.1,6.9,Not Available,Not Available,97.8,Not Available,90.564,NEUROPSYCHOPHARMACOLOGY
16,2001,"4,240",4.715,4.375,Not Available,0.544,171,4.2,6.9,Not Available,Not Available,96.49,Not Available,91.225,NEUROPSYCHOPHARMACOLOGY
17,2000,"3,685",4.579,4.206,Not Available,0.655,139,4.3,6.5,Not Available,Not Available,95.68,Not Available,91.421,NEUROPSYCHOPHARMACOLOGY
18,1999,"3,239",4.8580000000000005,4.352,Not Available,0.616,159,3.9,7.0,Not Available,Not Available,93.71,Not Available,91.67,NEUROPSYCHOPHARMACOLOGY
19,1998,"2,588",4.3180000000000005,4.3180000000000005,Not Available,0.8170000000000001,93,Not Available,7.3,Not Available,Not Available,91.4,Not Available,91.07,NEUROPSYCHOPHARMACOLOGY
20,1997,"2,325",4.105,3.8310000000000004,Not Available,0.48200000000000004,83,4.1,7.1,Not Available,Not Available,92.77,Not Available,90.605,NEUROPSYCHOPHARMACOLOGY
0,2017,"24,279",8.037,7.746,10.016,1.8880000000000001,322,6.4,8.4,0.048,3.280,18.01,5.65800,94.388,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
1,2016,"20,452",8.299,8.009,10.156,1.195,287,6.3,7.7,0.04714,3.536,9.41,5.41174,94.364,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
2,2015,"18,522",8.58,8.298,10.504,1.4980000000000002,233,6.2,8.3,0.04521,3.615,2.15,5.15276,94.522,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
3,2014,"16,868",8.802,8.522,10.528,1.6569999999999998,198,6.4,8.0,0.04123,3.596,2.53,4.61774,94.672,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
4,2013,"15,111",10.284,9.878,11.075,1.401,207,6.7,7.4,0.03829,3.731,2.42,4.22021,95.366,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
5,2012,"12,968",9.44,9.2,9.924,2.129,147,6.8,8.1,0.03349,3.487,0.68,Not Available,95.167,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
6,2011,"11,422",8.65,8.327,9.673,2.408,142,6.6,8.3,0.02965,3.369,0.0,Not Available,94.425,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
7,2010,"10,008",9.015,8.818999999999999,10.240,1.7519999999999998,133,6.4,7.4,0.03053,3.593,0.0,Not Available,94.781,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
8,2009,"9,045",7.791,7.615,10.141,1.774,93,6.4,7.8,0.0297,3.472,23.66,Not Available,94.527,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
9,2008,"7,960",7.803999999999999,7.64,9.563,1.426,101,6.7,7.6,0.02488,3.128,15.84,Not Available,94.06,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
10,2007,"6,703",8.147,7.901,8.899,0.975,81,6.7,8.1,0.02494,3.193,28.4,Not Available,94.023,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
11,2006,"6,056",8.293,8.14,Not Available,1.222,72,6.3,8.3,Not Available,Not Available,12.5,Not Available,94.149,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
12,2005,"5,381",7.443,7.165,Not Available,1.055,91,6.4,7.9,Not Available,Not Available,48.35,Not Available,94.811,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
13,2004,"4,707",6.346,6.233,Not Available,0.7879999999999999,66,6.4,7.8,Not Available,Not Available,22.73,Not Available,94.693,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
14,2003,"4,056",5.482,5.385,Not Available,0.36700000000000005,49,6.1,7.6,Not Available,Not Available,61.22,Not Available,93.601,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
15,2002,"3,596",5.504,5.336,Not Available,0.491,53,6.0,8.5,Not Available,Not Available,28.3,Not Available,93.549,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
16,2001,"3,258",5.212000000000001,5.07,Not Available,0.579,38,5.9,6.8,Not Available,Not Available,13.16,Not Available,92.222,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
17,2000,"3,048",3.3819999999999997,3.263,Not Available,1.063,63,6.4,9.1,Not Available,Not Available,34.92,Not Available,86.864,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
18,1999,"2,942",3.595,3.446,Not Available,0.28,50,7.0,8.2,Not Available,Not Available,28.0,Not Available,90.059,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
19,1998,"2,607",3.3160000000000003,3.21,Not Available,0.441,102,6.8,8.5,Not Available,Not Available,25.49,Not Available,89.362,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
20,1997,"2,309",2.786,2.7239999999999998,Not Available,0.303,66,7.0,7.6,Not Available,Not Available,19.7,Not Available,84.278,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
0,2017,"4,738",7.461,7.438,7.873,1.87,46,7.4,7.6,0.009,2.768,32.61,1.02000,93.221,NEUROSCIENTIST
1,2016,"4,325",7.391,7.347,7.899,1.844,45,7.3,8.0,0.00986,3.007,24.44,1.13290,93.915,NEUROSCIENTIST
2,2015,"4,096",7.295,7.231,7.609,1.9769999999999999,44,6.9,7.4,0.01008,2.899,22.73,1.14927,93.667,NEUROSCIENTIST
3,2014,"3,821",6.837000000000001,6.771,6.675,1.7080000000000002,48,7.1,7.1,0.00882,2.404,37.5,0.98766,93.198,NEUROSCIENTIST
4,2013,"3,594",7.617999999999999,7.5729999999999995,6.491,1.702,47,6.6,7.4,0.00915,2.367,61.7,1.00848,94.139,NEUROSCIENTIST
5,2012,"3,259",5.632999999999999,5.6,6.417,1.3559999999999999,45,6.1,6.9,0.0099,2.363,44.44,Not Available,89.795,NEUROSCIENTIST
6,2011,"2,935",4.5680000000000005,4.515,6.234,1.341,44,5.7,7.1,0.01051,2.397,38.64,Not Available,83.587,NEUROSCIENTIST
7,2010,"2,641",4.577,4.525,6.362,0.522,46,5.3,7.1,0.01231,2.611,43.48,Not Available,82.604,NEUROSCIENTIST
8,2009,"2,497",6.079,6.0,6.803,0.5710000000000001,49,4.7,6.0,0.01351,2.660,40.82,Not Available,92.801,NEUROSCIENTIST
9,2008,"2,200",5.896,5.832999999999999,6.455,0.667,48,4.3,6.7,0.01391,2.594,45.83,Not Available,92.185,NEUROSCIENTIST
10,2007,"1,782",5.796,5.6979999999999995,5.711,0.66,53,3.8,6.7,0.01317,2.303,35.85,Not Available,92.916,NEUROSCIENTIST
11,2006,"1,429",5.71,5.65,Not Available,0.465,43,3.6,6.5,Not Available,Not Available,20.93,Not Available,93.594,NEUROSCIENTIST
12,2005,"1,028",4.458,4.333,Not Available,0.5,50,3.3,5.5,Not Available,Not Available,28.0,Not Available,88.152,NEUROSCIENTIST
13,2004,834,3.175,3.116,Not Available,0.44,50,3.3,5.5,Not Available,Not Available,26.0,Not Available,78.516,NEUROSCIENTIST
14,2003,615,2.822,2.813,Not Available,0.37,46,2.9,5.6,Not Available,Not Available,34.78,Not Available,74.503,NEUROSCIENTIST
15,2002,465,1.594,1.5719999999999998,Not Available,0.24600000000000002,57,4.1,5.7,Not Available,Not Available,33.33,Not Available,48.837,NEUROSCIENTIST
16,2001,486,1.42,1.409,Not Available,0.22,50,4.1,4.9,Not Available,Not Available,38.0,Not Available,49.166,NEUROSCIENTIST
17,2000,441,1.9180000000000001,1.847,Not Available,0.217,46,3.5,5.3,Not Available,Not Available,56.52,Not Available,61.332,NEUROSCIENTIST
18,1999,408,2.233,2.197,Not Available,0.47600000000000003,42,2.9,5.1,Not Available,Not Available,73.81,Not Available,68.897,NEUROSCIENTIST
19,1998,327,2.174,2.081,Not Available,0.419,43,2.5,5.2,Not Available,Not Available,41.86,Not Available,72.597,NEUROSCIENTIST
0,2017,"3,973",5.718999999999999,5.568,6.026,1.311,90,5.5,7.0,0.009000000000000001,1.872,30.0,1.04800,90.315,Neurotherapeutics
1,2016,"3,451",5.166,5.117,5.326,1.493,73,5.3,7.0,0.00821,1.679,32.88,0.94226,88.476,Neurotherapeutics
2,2015,"2,820",4.676,4.647,5.615,1.3840000000000001,73,5.0,6.2,0.00868,1.810,30.14,0.98927,85.555,Neurotherapeutics
3,2014,"2,584",5.053999999999999,4.853,5.821,1.319,72,4.5,6.3,0.00909,1.829,18.06,1.01822,88.884,Neurotherapeutics
4,2013,"2,214",3.883,3.859,5.709,1.358,67,4.0,6.0,0.008759999999999999,1.701,16.42,0.96535,78.287,Neurotherapeutics
5,2012,"1,923",5.904,5.86,5.720,0.905,63,3.6,7.0,0.01022,1.817,50.79,Not Available,92.388,Neurotherapeutics
6,2011,"1,524",6.007999999999999,5.915,Not Available,0.615,65,3.0,7.6,0.00838,Not Available,29.23,Not Available,92.668,Neurotherapeutics
7,2010,"1,287",6.084,6.0,Not Available,0.88,50,2.6,7.0,0.00761,Not Available,24.0,Not Available,92.78,Neurotherapeutics
8,2009,826,5.381,5.3020000000000005,Not Available,1.1179999999999999,68,1.9,6.3,0.0053,Not Available,42.65,Not Available,89.484,Neurotherapeutics
0,2017,"66,411",6.854,6.625,6.933,2.105,608,9.9,7.2,0.076,1.996,94.08,8.87000,87.991,ONCOGENE
1,2016,"65,039",7.519,7.306,7.272,1.788,593,9.3,7.3,0.07999,2.128,91.23,9.17437,90.1,ONCOGENE
2,2015,"64,269",7.932,7.74,7.401,1.92,575,8.9,7.4,0.09417,2.362,90.26,10.73400,91.258,ONCOGENE
3,2014,"64,071",8.459,8.216000000000001,7.632,1.963,572,8.4,7.0,0.10362,2.627,89.69,11.60537,91.393,ONCOGENE
4,2013,"62,603",8.559,8.312000000000001,7.719,2.207,565,8.0,6.9,0.12643,2.858,92.04,13.93537,91.225,ONCOGENE
5,2012,"60,526",7.357,7.15,7.180,2.218,458,7.7,6.5,0.14406,2.759,94.76,Not Available,88.785,ONCOGENE
6,2011,"58,176",6.372999999999999,6.183,6.889,1.777,444,7.2,6.4,0.17168,2.820,92.34,Not Available,87.414,ONCOGENE
7,2010,"59,299",7.414,7.1610000000000005,7.109,1.335,597,6.6,5.9,0.19817,2.870,90.12,Not Available,88.805,ONCOGENE
8,2009,"57,366",7.135,6.937,6.730,1.0859999999999999,420,6.1,5.7,0.24014,2.786,95.95,Not Available,89.511,ONCOGENE
9,2008,"56,007",7.216,6.9239999999999995,6.729,1.419,721,5.6,5.5,0.25947,2.675,86.82,Not Available,89.195,ONCOGENE
10,2007,"52,737",6.44,6.117999999999999,6.371,1.444,793,5.3,5.6,0.26873,2.546,84.99,Not Available,87.806,ONCOGENE
11,2006,"51,032",6.582000000000001,6.231,Not Available,1.1909999999999998,773,4.9,5.4,Not Available,Not Available,84.22,Not Available,86.823,ONCOGENE
12,2005,"49,577",6.872000000000001,6.46,Not Available,1.1740000000000002,837,4.7,5.4,Not Available,Not Available,91.64,Not Available,88.861,ONCOGENE
13,2004,"45,546",6.318,5.8020000000000005,Not Available,1.183,"1,003",4.6,5.2,Not Available,Not Available,90.33,Not Available,87.78,ONCOGENE
14,2003,"42,088",6.495,5.869,Not Available,0.695,970,4.4,4.8,Not Available,Not Available,90.82,Not Available,88.712,ONCOGENE
15,2002,"37,379",5.979,5.3839999999999995,Not Available,0.853,957,4.2,4.8,Not Available,Not Available,92.48,Not Available,87.42,ONCOGENE
16,2001,"35,686",6.737,6.005,Not Available,0.617,896,4.0,4.5,Not Available,Not Available,90.74,Not Available,89.783,ONCOGENE
17,2000,"32,228",6.49,5.821000000000001,Not Available,0.7090000000000001,760,4.0,4.4,Not Available,Not Available,94.74,Not Available,90.448,ONCOGENE
18,1999,"29,362",6.517,5.707999999999999,Not Available,0.924,912,3.9,4.4,Not Available,Not Available,94.63,Not Available,90.995,ONCOGENE
19,1998,"24,924",6.192,5.439,Not Available,0.665,772,3.8,4.2,Not Available,Not Available,95.6,Not Available,91.064,ONCOGENE
20,1997,"21,928",6.772,5.865,Not Available,0.773,686,3.5,4.2,Not Available,Not Available,98.98,Not Available,91.266,ONCOGENE
0,2017,"4,430",6.115,5.8229999999999995,4.833,1.119,42,7.4,6.2,0.008,1.585,85.71,0.91500,85.595,Pigment Cell & Melanoma Research
1,2016,"3,903",5.17,4.823,4.707,0.8420000000000001,57,6.5,6.6,0.00798,1.476,80.7,0.91577,83.462,Pigment Cell & Melanoma Research
2,2015,"4,059",4.163,3.842,4.739,1.339,56,6.6,6.6,0.00987,1.704,78.57,1.12504,77.347,Pigment Cell & Melanoma Research
3,2014,"3,873",4.619,4.135,5.055,0.736,91,6.4,6.8,0.00891,1.6119999999999999,87.91,0.99747,82.699,Pigment Cell & Melanoma Research
4,2013,"3,649",5.641,5.063,5.479,0.92,87,6.2,6.0,0.0104,1.994,88.51,1.14632,87.171,Pigment Cell & Melanoma Research
5,2012,"3,385",5.8389999999999995,5.167000000000001,5.434,1.3969999999999998,68,6.2,5.6,0.00995,1.992,89.71,Not Available,87.732,Pigment Cell & Melanoma Research
6,2011,"2,854",5.059,4.168,5.106,1.135,74,6.0,6.0,0.0089,1.839,78.38,Not Available,84.481,Pigment Cell & Melanoma Research
7,2010,"2,492",4.75,3.9160000000000004,4.644,1.27,63,6.0,6.2,0.00797,1.6230000000000002,80.95,Not Available,83.608,Pigment Cell & Melanoma Research
8,2009,"2,362",4.343999999999999,3.688,4.106,0.6729999999999999,55,6.1,5.9,0.00773,1.361,69.09,Not Available,81.809,Pigment Cell & Melanoma Research
9,2008,"2,114",4.6339999999999995,4.032,4.066,0.904,52,5.4,5.7,0.00905,1.3559999999999999,76.92,Not Available,85.039,Pigment Cell & Melanoma Research
0,2017,"48,393",8.228,7.84,9.378,1.7530000000000001,182,10.2,7.8,0.064,3.476,96.7,7.51000,92.144,PLANT CELL
1,2016,"49,690",8.726,8.384,9.996,1.695,177,9.6,7.8,0.07476,3.573,97.18,8.55564,93.182,PLANT CELL
2,2015,"47,208",8.538,8.031,9.880,1.6469999999999998,215,9.0,7.4,0.07512,3.285,97.21,8.56247,92.951,PLANT CELL
3,2014,"46,901",9.338,8.61,10.529,1.7109999999999999,311,8.6,7.2,0.0808,3.474,97.11,9.05008,93.522,PLANT CELL
4,2013,"44,699",9.575,8.874,10.656,1.483,315,8.3,7.0,0.08765,3.815,97.46,9.66078,93.192,PLANT CELL
5,2012,"39,067",9.251,8.356,10.125,1.526,325,8.0,6.7,0.08843,3.795,96.31,Not Available,92.997,PLANT CELL
6,2011,"36,816",8.987,8.184,10.224,1.66,288,7.6,6.5,0.08938,3.752,95.83,Not Available,92.964,PLANT CELL
7,2010,"34,533",9.396,8.64,10.648,1.3459999999999999,272,7.1,6.5,0.10039,4.059,97.43,Not Available,92.67,PLANT CELL
8,2009,"31,626",9.293,8.573,10.679,1.485,264,6.7,6.0,0.1198,4.532,95.08,Not Available,93.559,PLANT CELL
9,2008,"28,874",9.296,8.619,10.458,1.5719999999999998,229,6.3,5.9,0.12157,4.350,99.56,Not Available,94.175,PLANT CELL
10,2007,"27,508",9.652999999999999,8.717,11.287,1.579,280,5.8,5.5,0.14598,5.138,99.64,Not Available,94.049,PLANT CELL
11,2006,"23,186",9.868,9.067,Not Available,1.7719999999999998,228,5.6,5.6,Not Available,Not Available,96.93,Not Available,93.595,PLANT CELL
12,2005,"23,294",11.088,10.154,Not Available,2.048,248,5.5,5.1,Not Available,Not Available,95.97,Not Available,95.769,PLANT CELL
13,2004,"21,024",11.295,10.099,Not Available,2.154,259,5.4,4.9,Not Available,Not Available,94.59,Not Available,95.239,PLANT CELL
14,2003,"18,947",10.679,9.802999999999999,Not Available,2.15,220,5.2,5.0,Not Available,Not Available,98.18,Not Available,95.631,PLANT CELL
15,2002,"17,373",10.751,9.538,Not Available,2.0709999999999997,241,5.2,4.7,Not Available,Not Available,93.78,Not Available,95.937,PLANT CELL
16,2001,"16,131",11.081,10.334000000000001,Not Available,2.237,186,5.0,5.2,Not Available,Not Available,100.0,Not Available,95.331,PLANT CELL
17,2000,"14,925",11.093,10.147,Not Available,1.656,180,4.7,5.0,Not Available,Not Available,98.33,Not Available,95.576,PLANT CELL
18,1999,"13,518",10.463,9.481,Not Available,2.432,176,4.4,5.0,Not Available,Not Available,93.18,Not Available,95.388,PLANT CELL
19,1998,"12,654",11.757,10.623,Not Available,1.815,157,4.0,4.9,Not Available,Not Available,96.82,Not Available,95.943,PLANT CELL
20,1997,"10,458",9.709,8.612,Not Available,2.467,169,3.8,4.5,Not Available,Not Available,94.08,Not Available,94.913,PLANT CELL
0,2017,"637,269",9.504,9.23,10.359,1.849,"3,261",9.3,7.8,1.108,4.531,99.97,129.41000,92.969,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
1,2016,"620,027",9.661,9.372,10.414,1.819,"3,187",9.0,7.5,1.23581,4.724,100.0,141.73132,94.531,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
2,2015,"593,284",9.423,9.13,10.285,1.984,"3,281",8.7,7.3,1.32197,4.682,99.97,150.67831,94.444,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
3,2014,"586,144",9.674,9.359,10.563,1.9669999999999999,"3,579",8.4,6.9,1.41641,4.733,99.94,158.63847,93.86,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
4,2013,"565,934",9.809,9.453,10.727,2.039,"3,901",8.2,6.9,1.49966,4.878,100.0,165.29218,93.636,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
5,2012,"534,951",9.737,9.399,10.583,1.893,"3,801",8.0,6.7,1.54624,4.879,99.97,Not Available,93.75,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
6,2011,"504,243",9.681000000000001,9.366,10.472,1.874,"3,614",7.8,6.5,1.60168,4.896,99.94,Not Available,95.536,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
7,2010,"482,699",9.771,9.44,10.591,1.874,"3,764",7.7,6.2,1.65917,4.951,99.87,Not Available,95.763,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
8,2009,"451,386",9.432,9.077,10.312,1.805,"3,765",7.6,6.2,1.6782,4.860,99.84,Not Available,95.0,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
9,2008,"416,018",9.38,9.025,10.228,1.635,"3,508",7.4,5.9,1.69817,4.847,99.74,Not Available,94.048,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
10,2007,"394,223",9.597999999999999,9.224,10.369,1.724,"3,494",7.3,5.8,1.74485,4.929,99.63,Not Available,95.0,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
11,2006,"371,057",9.642999999999999,9.269,Not Available,1.758,"3,306",7.1,5.7,Not Available,Not Available,99.52,Not Available,95.0,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
12,2005,"357,239",10.231,9.814,Not Available,1.746,"3,200",6.9,5.4,Not Available,Not Available,99.88,Not Available,94.792,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
13,2004,"345,309",10.452,10.029,Not Available,1.923,"3,084",6.7,5.3,Not Available,Not Available,99.77,Not Available,94.444,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
14,2003,"326,389",10.272,9.854,Not Available,1.935,"2,725",6.6,5.1,Not Available,Not Available,99.85,Not Available,94.565,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
15,2002,"315,820",10.7,10.257,Not Available,1.8459999999999999,"2,911",6.4,5.1,Not Available,Not Available,99.9,Not Available,94.792,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
16,2001,"309,646",10.895999999999999,10.433,Not Available,1.959,"2,579",6.3,4.9,Not Available,Not Available,99.84,Not Available,94.444,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
17,2000,"302,228",10.789000000000001,10.338,Not Available,1.875,"2,505",6.4,4.8,Not Available,Not Available,99.84,Not Available,94.898,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
18,1999,"297,889",10.26,9.805,Not Available,1.8219999999999998,"2,609",6.3,4.7,Not Available,Not Available,99.77,Not Available,95.192,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
19,1998,"290,121",9.821,9.363,Not Available,1.597,"2,716",6.3,4.7,Not Available,Not Available,99.82,Not Available,95.968,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
20,1997,"271,952",9.04,8.579,Not Available,1.484,"2,627",6.1,4.6,Not Available,Not Available,99.66,Not Available,95.536,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
0,2017,"13,065",14.163,13.775,13.530,3.179,78,9.6,9.0,0.016,4.211,17.95,1.81600,97.126,PROGRESS IN NEUROBIOLOGY
1,2016,"12,163",13.217,13.065999999999999,11.916,3.167,36,9.4,7.5,0.01798,3.907,0.0,2.06472,97.49,PROGRESS IN NEUROBIOLOGY
2,2015,"11,877",13.177,13.115,11.181,1.318,44,9.7,8.4,0.02031,3.730,0.0,2.31462,97.07,PROGRESS IN NEUROBIOLOGY
3,2014,"11,430",9.992,9.738,10.487,2.839,62,9.4,8.3,0.02014,3.553,0.0,2.25565,95.833,PROGRESS IN NEUROBIOLOGY
4,2013,"11,310",10.300999999999998,10.202,10.570,1.745,51,9.1,8.3,0.02116,3.480,0.0,2.33270,96.23,PROGRESS IN NEUROBIOLOGY
5,2012,"10,714",9.035,8.912,10.322,1.32,75,9.0,7.6,0.02041,3.387,0.0,Not Available,94.643,PROGRESS IN NEUROBIOLOGY
6,2011,"9,985",8.874,8.657,10.056,1.614,88,9.0,7.7,0.01938,3.498,0.0,Not Available,94.467,PROGRESS IN NEUROBIOLOGY
7,2010,"9,720",9.966000000000001,9.805,11.370,1.167,84,8.9,8.5,0.02114,4.112,17.86,Not Available,96.025,PROGRESS IN NEUROBIOLOGY
8,2009,"9,014",9.14,8.991,11.554,1.051,59,8.4,7.5,0.02274,4.353,0.0,Not Available,95.022,PROGRESS IN NEUROBIOLOGY
9,2008,"8,746",9.13,8.9,12.346,1.169,59,7.8,7.7,0.02492,4.745,0.0,Not Available,95.249,PROGRESS IN NEUROBIOLOGY
10,2007,"8,385",10.467,10.402000000000001,13.048,0.927,55,7.5,7.5,0.02554,4.840,9.09,Not Available,96.445,PROGRESS IN NEUROBIOLOGY
11,2006,"8,091",11.304,11.228,Not Available,2.095,42,7.0,7.9,Not Available,Not Available,0.0,Not Available,95.75,PROGRESS IN NEUROBIOLOGY
12,2005,"7,863",11.789000000000001,11.665999999999999,Not Available,0.574,47,6.6,7.1,Not Available,Not Available,2.13,Not Available,97.25,PROGRESS IN NEUROBIOLOGY
