Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
22121, ,NEURAL NETWORKS SYST,2,0,0,0,0,1,0,0,0,0,0,1
22122, ,NEURAL SYST REHAB,2,0,0,1,0,0,0,0,0,1,0,0
22123, ,NEURALNET,2,0,2,0,0,0,0,0,0,0,0,0
22124, ,NEURO-OPHTHALMOLOGY,2,0,1,0,0,0,0,0,0,1,0,0
22125, ,NEUROBEH TOXICOL TER,2,0,0,0,0,0,0,0,0,0,0,2
22126, ,NEUROBIOL CHEM CO,2,0,0,0,2,0,0,0,0,0,0,0
22127, ,NEUROECONOMICS DECIS,2,0,0,0,1,0,0,0,0,0,1,0
22128, ,NEUROFIBROMATOSIS TY,2,0,1,0,0,0,1,0,0,0,0,0
22129, ,NEUROHOSPITALIST,2,0,0,0,1,0,0,1,0,0,0,0
22130, ,NEUROIMAGE IN PRESS,2,0,1,0,0,0,0,0,0,1,0,0
22131, ,NEUROINFORMATICS NEU,2,0,0,0,0,0,0,0,0,0,0,2
22132, ,NEUROL GENETICS,2,0,0,2,0,0,0,0,0,0,0,0
22133, ,NEUROLOGICAL DISORDE,2,0,0,0,0,0,0,0,0,0,0,2
22134, ,NEURON BOOK,2,0,0,0,0,0,0,0,0,1,0,1
22135, ,NEURON CELL MOL BIOL,2,0,0,2,0,0,0,0,0,0,0,0
22136, ,NEURONS NEIGHBORHOOD,2,0,0,0,0,0,0,0,0,0,0,2
22137, ,NEUROONCOL PRACT,2,0,0,0,1,0,0,0,0,0,0,1
22138, ,NEUROPADIATRIE,2,0,0,0,0,0,0,0,0,0,0,2
22139, ,NEUROPATHOLOGICA,2,0,0,0,0,0,0,0,0,0,0,2
22140,0.368,NEUROPHYSIOLOGY+,2,0,0,0,0,0,0,1,0,0,0,1
22141, ,NEUROPSYCHOL TRENDS,2,0,1,1,0,0,0,0,0,0,0,0
22142, ,NEUROSCI J,2,0,2,0,0,0,0,0,0,0,0,0
22143, ,NEUROSCIENC IN PRESS,2,0,0,0,0,0,0,0,0,0,0,2
22144, ,NEUROSCIENCE BEHAV P,2,0,0,0,0,0,0,0,0,0,0,2
22145, ,NEUROSCIENCE NEUROEC,2,0,0,1,1,0,0,0,0,0,0,0
22146, ,NEUROSURG QUART,2,0,1,1,0,0,0,0,0,0,0,0
22147, ,NEW CASTLE OTTAWA SC,2,0,0,0,0,0,0,1,0,0,0,1
22148, ,NEW DEAL COMMUNITIES,2,0,0,0,0,0,0,0,2,0,0,0
22149, ,NEW DIRECTIONS STUDE,2,0,0,0,0,0,0,0,0,0,1,1
22150, ,NEW DIS REPORTS,2,0,0,1,0,1,0,0,0,0,0,0
22151, ,NEW FRONTIERS SOCIAL,2,0,0,0,1,0,0,0,0,0,0,1
22152,0.722,NEW GENERAT COMPUT,2,0,0,0,0,1,0,0,0,0,1,0
22153, ,NEW INT COMP GDP CON,2,0,0,0,0,2,0,0,0,0,0,0
22154, ,NEW INTRO MULTIPLE T,2,0,0,0,0,0,0,0,0,0,0,2
22155, ,NEW J TRADITIONAL CH,2,0,0,0,0,0,0,0,0,0,0,2
22156, ,NEW MED,2,0,0,0,0,0,1,0,1,0,0,0
22157, ,NEW MICR NEW INF,2,0,2,0,0,0,0,0,0,0,0,0
22158, ,NEW PERSPECTIVES OUR,2,0,0,0,0,0,0,0,0,0,0,2
22159, ,NEW PROD KNOWL,2,0,0,0,0,0,0,0,0,0,0,2
22160, ,NEW PSYCHOL LEAD ID,2,0,0,0,0,0,0,2,0,0,0,0
22161, ,NEW SCENARIOS ANAL E,2,0,0,0,0,0,0,0,0,0,1,1
22162, ,NEW SCI CITIES,2,0,0,0,0,2,0,0,0,0,0,0
22163, ,NEW SERIES,2,0,0,0,0,0,0,0,0,0,0,2
22164, ,NEW TOOLS ROBUSTNESS,2,0,0,0,0,0,0,0,0,0,0,2
22165, ,NEW USES NEW PHYLOGE,2,0,0,0,0,0,0,0,0,0,0,2
22166, ,NEW VIEW STAT,2,0,0,0,0,0,0,1,0,0,0,1
22167, ,NEW VIS NEUR,2,0,0,0,2,0,0,0,0,0,0,0
22168, ,NEW ZEAL GEOGR,2,0,2,0,0,0,0,0,0,0,0,0
22169, ,NEW ZEAL J ARCHAEOL,2,0,0,0,0,0,0,0,0,0,0,2
22170, ,NEWCASTLE DIS OTHER,2,0,0,0,0,0,0,0,0,0,0,2
22171, ,NEWCASTLE OTTAWA SCO,2,0,0,1,0,0,0,0,0,0,0,1
22172, ,NEWCASTLE SCALE ASSE,2,0,0,0,0,0,1,0,0,0,0,1
22173, ,NEWS AMS-AM MATH SOC,2,0,0,0,0,0,0,0,0,0,0,2
22174, ,NEWS LEPID SOC,2,0,0,0,0,0,1,0,0,0,0,1
22175, ,NHS ATL VAR HEALTHC,2,0,0,2,0,0,0,0,0,0,0,0
22176, ,NHS DENT STAT ENGL 2,2,1,1,0,0,0,0,0,0,0,0,0
22177, ,NICHE CONSTRUCTION N,2,0,0,0,0,0,0,0,0,0,0,2
22178, ,NICOMACHEAN ETHICS,2,0,0,0,0,0,0,0,0,0,0,2
22179, ,NIGER J PAEDIAT,2,0,0,0,0,1,0,0,0,0,0,1
22180, ,NIGHT NOIS GUID EUR,2,0,0,0,0,0,0,0,0,2,0,0
22181, ,NIH CONSENSUS STATE,2,0,0,0,0,0,0,0,0,0,0,2
22182, ,NIH OUTREACH TOOLKIT,2,0,2,0,0,0,0,0,0,0,0,0
22183, ,NIHEWAN RIFT EARLY M,2,0,0,0,0,0,0,2,0,0,0,0
22184, ,NIHON GEKA HOKAN,2,0,0,0,0,0,0,0,0,0,0,2
22185, ,NIHON HOTETSU SHIKA,2,0,0,0,0,0,0,0,0,0,0,2
22186, ,NIHON ISHINKIN GAKKA,2,0,0,0,0,0,0,0,0,0,0,2
22187, ,NIHON RINSHO MENEKI,2,0,1,0,0,0,0,1,0,0,0,0
22188, ,NIHON SEIRIGAKU ZASS,2,0,0,0,0,0,0,0,0,0,0,2
22189, ,NIHON U DENT J,2,0,0,0,0,0,0,0,0,0,0,2
22190, ,NIHONGO NO GOI TOKUS,2,0,0,0,0,0,0,0,0,0,0,2
22191, ,NINO NINA SO OSCILLA,2,0,0,0,0,0,0,0,0,0,0,2
22192, ,NIPPON SEIKEIGEKA GA,2,0,0,0,0,0,0,0,0,0,0,2
22193, ,NIST SPEC PUBLICA,2,0,0,0,0,1,0,0,0,0,0,1
22194, ,NITR MAR ENV 2 ED,2,0,0,0,0,0,0,0,0,0,2,0
22195, ,NJOG,2,0,0,0,2,0,0,0,0,0,0,0
22196, ,NMFSSEFSC627 NOAA,2,0,0,0,0,0,0,1,0,0,0,1
22197, ,NO HORTICULTURE,2,0,1,0,0,0,0,0,1,0,0,0
22198, ,NO TO SHINKEI,2,0,0,0,0,0,0,0,0,0,0,2
22199, ,NOAA TECH MEMO NMFS,2,0,0,0,0,0,0,0,0,1,0,1
22200, ,NOAA TECH REP,2,0,0,0,0,0,0,0,0,0,0,2
22201, ,NOISE INDUCED TRANSI,2,0,0,0,0,0,0,0,0,0,0,2
22202, ,NOMADIC PEOPLES,2,0,0,0,0,0,0,0,1,0,0,1
22203, ,NOMESCO CLASS SURG P,2,0,0,0,0,0,0,0,0,0,0,2
22204, ,NONCODING RNA,2,0,0,2,0,0,0,0,0,0,0,0
22205, ,NONEQUILIBRIUM STAT,2,0,0,0,0,1,0,0,0,0,0,1
22206,1.291,NONLINEAR ANAL-THEOR,2,0,0,0,0,0,0,0,0,0,1,1
22207, ,NONLINEAR BIOMED,2,0,0,0,0,0,0,0,1,0,0,1
22208, ,NONLINEAR MODELING,2,0,0,0,0,0,0,0,0,0,0,2
22209, ,NONLINEAR MODELS REP,2,0,0,0,0,0,0,0,0,0,0,2
22210, ,NONLINEAR MULTIOBJEC,2,0,0,0,0,0,0,0,0,0,0,2
22211, ,NONLINEAR PROGRAMMIN,2,0,0,0,0,0,0,0,0,0,0,2
22212, ,NONMEM USERS GUIDES,2,0,0,0,0,0,0,0,0,1,0,1
22213, ,NONPARAMETRIC STAT I,2,0,0,0,0,0,0,2,0,0,0,0
22214, ,NONTIMBER FOREST PRO,2,0,0,0,0,0,0,0,0,0,1,1
22215, ,NOR ARCHAEOL REV,2,0,0,0,0,1,0,0,0,0,0,1
22216, ,NORD VET MED,2,0,0,0,0,0,0,0,0,0,0,2
22217, ,NORDIC LICHEN FLORA,2,0,0,0,0,1,0,1,0,0,0,0
22218, ,NORRLINIA,2,0,0,0,0,0,0,0,0,1,0,1
22219, ,NORSK HVALFANGSTTIDE,2,0,0,0,0,0,0,0,0,0,0,2
22220, ,NORTH-HOLL PERS LIBR,2,0,0,0,0,0,0,0,0,0,0,2
22221, ,NORTHEAST BIOENGIN C,2,0,0,0,0,1,1,0,0,0,0,0
22222, ,NORW J ZOOL,2,0,0,0,0,0,0,0,0,0,0,2
22223, ,NORWEGIAN J EPIDEMIO,2,0,0,0,0,0,2,0,0,0,0,0
22224, ,NOT GENES ALONE CULT,2,0,0,0,0,0,0,0,0,0,1,1
22225, ,NOTAE PRAEHISTORICAE,2,0,0,0,0,0,0,0,0,0,1,1
22226, ,NOTES ROY BOT GARD,2,0,0,0,0,0,0,0,0,0,0,2
22227, ,NOVA ECON,2,0,0,0,1,0,1,0,0,0,0,0
22228, ,NOVICE EXPERT EXCELL,2,0,0,0,0,0,0,0,0,0,0,2
22229, ,NOVIT ZOOLOGICAE,2,0,0,0,0,0,0,0,0,0,0,2
22230, ,NOVOS CAD NAEA,2,0,0,0,0,0,0,0,0,0,0,2
22231, ,NOW THERES PROOF DOC,2,0,1,0,0,0,0,0,0,0,0,1
22232,4.128,NPJ BIOFILMS MICROBI,2,0,1,1,0,0,0,0,0,0,0,0
22233, ,NPJ BREAST CANC,2,1,1,0,0,0,0,0,0,0,0,0
22234,3.143,NPJ VACCINES,2,1,0,0,0,0,0,0,0,0,0,1
22235,1.962,NUCL DATA SHEETS,2,0,0,0,0,0,1,1,0,0,0,0
22236, ,NUCL GRAPHITE,2,0,0,0,0,0,0,0,0,0,0,2
22237, ,NUCL MED MOL IMAGING,2,0,0,1,0,0,1,0,0,0,0,0
22238, ,NUCL PHYS,2,0,0,0,0,0,0,1,0,0,0,1
22239,3.285,NUCL PHYS B,2,0,0,0,0,0,0,0,0,0,0,2
22240,0.820,NUCL SCI ENG,2,0,0,0,0,0,0,0,0,0,0,2
22241,1.085,NUCL SCI TECH,2,1,1,0,0,0,0,0,0,0,0,0
22242, ,NUCLEOLUS,2,0,0,0,0,0,0,0,0,0,0,2
22243,0.720,NUKLEONIKA,2,0,0,1,1,0,0,0,0,0,0,0
22244, ,NULL MODELS ECOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
22245, ,NUMB PRACT PRIM CAR,2,0,0,0,2,0,0,0,0,0,0,0
22246, ,NUMB REV MAT DEATHS,2,0,0,0,0,0,0,0,0,0,0,2
22247, ,NUMBER SENSE MIND CR,2,0,0,0,0,0,0,1,0,0,0,1
22248, ,NUMER INIT VA,2,0,0,0,0,0,0,0,0,0,0,2
22249,1.173,NURS CRIT CARE,2,0,0,1,0,0,1,0,0,0,0,0
22250,1.245,NURS EDUC,2,0,0,0,0,0,1,0,1,0,0,0
22251, ,NURS MANAGE,2,0,0,0,1,1,0,0,0,0,0,0
22252, ,NURS MIDWIFERY STUD,2,0,0,0,1,1,0,0,0,0,0,0
22253, ,NURSE RESEARCHER,2,0,0,0,0,0,0,2,0,0,0,0
22254, ,NURSING,2,0,0,0,1,0,0,0,0,0,0,1
22255, ,NURSING PRACTICE RES,2,0,0,1,0,0,0,1,0,0,0,0
22256, ,NURSING RES PRINCIPL,2,0,0,0,1,0,0,0,0,0,0,1
22257, ,NUTR CLIN CARE,2,0,0,0,0,0,0,0,0,0,0,2
22258, ,NUTR CLIN DIET HOSP,2,0,0,0,0,0,1,1,0,0,0,0
22259, ,NUTR CLIN PRACTICE O,2,0,0,2,0,0,0,0,0,0,0,0
22260, ,NUTR CYCLING LIMITAT,2,0,0,0,0,0,0,0,0,0,0,2
22261, ,NUTR ECOL INSECTS,2,0,0,0,0,0,0,0,0,0,0,2
22262, ,NUTR ELEMENTS GRASSL,2,0,0,0,0,0,0,0,0,0,0,2
22263, ,NUTR HEALTH SER,2,0,0,0,0,0,0,1,0,0,1,0
22264, ,NUTR REF VAL AUSTR N,2,0,0,0,0,0,0,0,0,0,0,2
22265, ,NVIDIA CUDA C PROGR,2,1,0,0,0,0,0,0,0,0,0,1
22266, ,NY TIMES BK REV,2,0,0,0,0,0,0,1,0,0,0,1
22267, ,NZ J FOR,2,0,0,0,1,0,0,0,0,0,0,1
22268, ,NZ J FORESTRY,2,0,0,1,0,0,0,0,0,0,0,1
22269, ,NZAVS TECH DOCU,2,0,0,2,0,0,0,0,0,0,0,0
22270, ,NZDEP2013 INDEX DEPR,2,0,0,0,2,0,0,0,0,0,0,0
22271, ,OAK FOREST ECOSYSTEM,2,0,0,0,0,0,0,0,0,0,0,2
22272, ,OATS CHEM TECHNOLOGY,2,0,0,0,0,0,0,2,0,0,0,0
22273, ,OB OV FACT SHEET,2,0,2,0,0,0,0,0,0,0,0,0
22274, ,OBESITY EPIDEMIOLOGY,2,0,0,0,0,0,0,0,0,0,2,0
22275, ,OBSERVATIONAL STUDIE,2,0,0,0,0,0,0,0,0,0,0,2
22276, ,OBSTET GYNECOL REPRO,2,0,0,0,0,1,0,0,0,0,1,0
22277, ,OBSTET GYNECOLOGICAL,2,0,0,0,0,0,0,0,0,0,0,2
22278, ,OCC EMPL STAT,2,0,0,0,2,0,0,0,0,0,0,0
22279, ,OCCUP MED-STATE ART,2,0,0,0,0,0,0,0,0,0,0,2
22280, ,OCEANIS,2,0,0,0,0,0,0,0,0,0,0,2
22281, ,OCEANOGR LIT REV,2,0,0,0,0,0,0,0,0,0,0,2
22282, ,OCEANOL LIMNOL SINIC,2,0,0,0,0,0,0,0,0,0,0,2
22283, ,OCEANUS,2,0,0,0,0,0,0,0,0,0,0,2
22284, ,OCL OILS FAT CROP LI,2,0,1,0,1,0,0,0,0,0,0,0
22285, ,OECD REV HLTH CAR QU,2,0,0,1,0,1,0,0,0,0,0,0
22286, ,OECOL BRAS,2,0,0,0,0,0,0,0,0,2,0,0
22287, ,OECOLOGIA BRAS,2,0,0,0,0,0,0,0,0,0,0,2
22288, ,OECOLOGIA BRASILIENS,2,0,0,0,0,0,0,0,0,0,2,0
22289, ,OFF J EUR UNION L,2,0,0,0,0,1,0,0,0,0,0,1
22290, ,OFFICE HLTH EC CONSU,2,0,0,1,1,0,0,0,0,0,0,0
22291, ,OFOGH E DANESH,2,0,0,0,0,0,0,0,0,1,0,1
22292, ,OHIO STATE J CRIMINA,2,0,0,0,0,0,0,0,0,0,2,0
22293,0.058,OIL GAS J,2,0,0,0,0,0,1,0,0,0,0,1
22294,1.399,OIL GAS SCI TECHNOL,2,0,0,0,0,0,0,0,0,2,0,0
22295, ,OISEAU REV FRANCAISE,2,0,0,0,0,0,0,0,0,0,0,2
22296, ,OJST,2,0,1,1,0,0,0,0,0,0,0,0
22297, ,OKAJIMAS FOLIA ANATO,2,0,0,0,0,0,0,0,0,0,0,2
22298, ,OLSEN INT S,2,0,0,0,0,0,0,0,0,0,0,2
22299, ,OMEGA,2,1,0,0,0,0,0,0,0,0,0,1
22300, ,OMEGA 6 3 FATTY ACID,2,0,0,0,0,2,0,0,0,0,0,0
22301, ,ONCOLYTIC VIROTHER,2,0,0,0,2,0,0,0,0,0,0,0
22302, ,ONCOTARGET IMPACT J,2,0,2,0,0,0,0,0,0,0,0,0
22303, ,ONCOTARGET IN PRESS,2,2,0,0,0,0,0,0,0,0,0,0
22304, ,ONE BIOSECURITY WORK,2,0,0,0,0,0,0,0,0,0,2,0
22305, ,ONE CENTURY DISCOVER,2,0,0,0,2,0,0,0,0,0,0,0
22306, ,ONIRA BOT LEAFLETS,2,0,0,0,0,0,0,0,0,1,0,1
22307, ,ONLINE METAB MOL,2,0,0,0,1,0,0,0,0,0,0,1
22308, ,ONTARIO HLTH TECHNOL,2,0,0,0,0,0,0,0,0,2,0,0
22309, ,OP RES MAL CONTR,2,0,0,0,0,0,0,0,0,0,0,2
22310, ,OPEN ACCESS J CLIN T,2,0,0,0,0,2,0,0,0,0,0,0
22311, ,OPEN ACCESS MACED J,2,0,1,1,0,0,0,0,0,0,0,0
22312, ,OPEN ANAT J,2,0,0,0,0,0,0,0,2,0,0,0
22313, ,OPEN BIOMED ENG J,2,0,0,1,0,0,1,0,0,0,0,0
22314, ,OPEN BONE J,2,0,0,0,1,0,1,0,0,0,0,0
22315, ,OPEN CLIN CHEM J,2,0,0,0,0,0,1,0,0,0,1,0
22316, ,OPEN ENV SCI,2,0,0,0,0,0,1,0,0,0,1,0
22317, ,OPEN EPIDEMIOL J,2,0,0,0,0,0,1,0,0,1,0,0
22318,0.696,OPEN GEOSCI,2,0,0,2,0,0,0,0,0,0,0,0
22319, ,OPEN J ANIM SCI,2,0,0,2,0,0,0,0,0,0,0,0
22320, ,OPEN J GENET,2,0,0,0,2,0,0,0,0,0,0,0
22321, ,OPEN J MAR SCI,2,0,0,2,0,0,0,0,0,0,0,0
22322, ,OPEN J OBSTET GYNECO,2,0,1,0,0,0,1,0,0,0,0,0
22323, ,OPEN J PREVENTIVE ME,2,0,0,0,1,1,0,0,0,0,0,0
22324, ,OPEN J SOCIAL SCI,2,0,0,0,2,0,0,0,0,0,0,0
22325, ,OPEN J STAT,2,0,0,0,1,0,1,0,0,0,0,0
22326,0.764,OPEN LIFE SCI,2,0,0,1,0,0,0,0,0,0,0,1
22327, ,OPEN MED J,2,0,0,1,1,0,0,0,0,0,0,0
22328, ,OPEN NEUROIMAGING J,2,0,1,0,0,0,1,0,0,0,0,0
22329, ,OPEN ORNITHOL J,2,0,0,0,1,0,0,0,1,0,0,0
22330, ,OPEN PARASITOL J,2,0,0,0,0,0,0,0,1,0,1,0
22331, ,OPEN PROTEOMICS J,2,0,0,0,0,0,0,1,0,0,1,0
22332, ,OPEN PSYCHOL J,2,0,0,1,0,0,0,0,1,0,0,0
22333, ,OPEN RHEUMATOL J,2,0,0,0,0,0,1,0,0,0,1,0
22334, ,OPEN SCI FRAMEWORK,2,1,1,0,0,0,0,0,0,0,0,0
22335, ,OPEN SPORTS SCI J S,2,0,0,0,0,0,2,0,0,0,0,0
22336, ,OPEN TROP MED J,2,0,0,0,0,0,0,0,0,0,2,0
22337, ,OPEN VIROL J,2,0,0,0,0,1,0,1,0,0,0,0
22338,1.816,OPER RES-GER,2,0,0,0,0,0,2,0,0,0,0,0
22339, ,OPER TECH ORTHOP,2,0,0,0,0,1,0,0,0,0,0,1
22340, ,OPHTHALMIC PAED GEN,2,0,0,0,0,0,0,0,0,0,0,2
22341, ,OPHTHALMOL EYE DIS,2,0,0,0,1,0,1,0,0,0,0,0
22342, ,OPHTHALMOL RES,2,0,1,0,1,0,0,0,0,0,0,0
22343, ,OPHTHALMOL RETINA,2,1,0,0,0,0,0,0,0,0,0,1
22344, ,OPT B COUNTR PMTCT R,2,0,2,0,0,0,0,0,0,0,0,0
22345, ,OPT COHERENCE TO,2,0,0,0,0,1,1,0,0,0,0,0
22346,2.503,OPT LASER TECHNOL,2,0,0,0,1,1,0,0,0,0,0,0
22347,2.566,OPT MATER EXPRESS,2,0,1,0,1,0,0,0,0,0,0,0
22348, ,OPT PHOTONICS NEWS,2,0,0,0,0,0,0,0,0,0,0,2
22349, ,OPT PROPERTIES M,2,0,0,0,0,1,0,0,0,1,0,0
22350,0.824,OPT SPECTROSC+,2,0,0,0,0,0,0,0,0,0,0,2
22351, ,OPT VIET NAMS HIV RE,2,0,0,0,2,0,0,0,0,0,0,0
22352,7.536,OPTICA,2,1,0,1,0,0,0,0,0,0,0,0
22353,1.352,OPTIM ENG,2,0,1,0,0,0,0,0,0,0,0,1
22354, ,OPTIMUM EXP DESIGNS,2,0,0,0,0,0,0,0,0,0,0,2
22355, ,OPUSC ZOOL-BUDAPEST,2,0,0,0,0,0,0,0,0,0,0,2
22356, ,ORAL HLTH DENT MANAG,2,0,0,0,1,1,0,0,0,0,0,0
22357, ,ORAL MAXILLOFAC SURG,2,0,0,0,1,0,0,0,1,0,0,0
22358, ,ORAL MED PATHOL,2,0,0,0,0,0,0,0,1,0,1,0
22359, ,ORBITOFRONTAL CORTEX,2,0,0,0,0,0,0,0,0,0,0,2
22360, ,ORC MACR NIG DEM HLT,2,0,0,0,0,1,0,0,0,0,0,1
22361, ,ORG CORE TECHNOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
22362,3.680,ORG ELECTRON,2,0,0,1,0,0,0,0,0,1,0,0
22363, ,ORG INSECT SOC GENOM,2,0,0,0,0,0,0,0,0,2,0,0
22364,3.584,ORG PROCESS RES DEV,2,0,0,0,1,0,0,0,0,0,0,1
22365, ,ORGANIZATION,2,0,0,0,1,0,0,1,0,0,0,0
22366, ,ORGANOHALOGEN COMPOU,2,0,0,0,0,0,0,0,0,0,0,2
22367, ,ORIENTATION MOBILITY,2,0,0,0,0,0,0,0,0,0,0,2
22368, ,ORIGEN HOMBRE MODERN,2,0,0,0,0,0,0,0,0,0,0,2
22369, ,ORIGIN EVOLUTION TRO,2,0,0,0,0,0,0,0,0,0,0,2
22370, ,ORIGIN WAR EVOLUTION,2,0,0,0,0,0,0,0,0,0,0,2
22371, ,ORIGINI,2,0,0,0,0,0,0,0,1,0,0,1
22372, ,ORIGINS SPREAD AGR P,2,0,0,0,0,0,0,0,0,0,0,2
22373, ,ORN NEOTR,2,0,0,0,0,0,0,0,0,0,0,2
22374, ,ORNIS HUNGARICA,2,0,0,1,0,0,0,0,0,0,0,1
22375, ,ORNITHOLOGICAL GAZET,2,0,0,0,0,0,0,0,0,0,0,2
22376, ,ORNITOLOGIA CONSERVA,2,0,0,0,0,0,0,0,1,0,0,1
22377, ,ORTHOD WAVES,2,0,0,0,0,2,0,0,0,0,0,0
22378, ,ORTHOP REV,2,0,1,0,1,0,0,0,0,0,0,0
22379, ,ORYCTOS,2,0,0,0,0,0,0,1,0,0,1,0
22380, ,OSA TECH DIGEST,2,0,1,0,0,0,0,0,0,1,0,0
22381, ,OST CAR MAN AD,2,0,0,0,2,0,0,0,0,0,0,0
22382, ,OSTEOGRAPHIE DESCRIP,2,0,0,0,0,0,0,0,0,0,0,2
22383, ,OSTERR BOT Z,2,0,0,0,0,0,0,0,0,0,0,2
22384, ,OSTERR ZOOL Z,2,0,0,0,0,0,0,0,0,0,0,2
22385, ,OTTAWA NATURALIST,2,0,0,0,0,0,0,0,0,0,0,2
22386, ,OUR NAT,2,0,0,0,0,0,0,0,0,0,0,2
22387, ,OUT SHAD SEX VIOL CH,2,0,0,0,0,0,0,2,0,0,0,0
22388, ,OUTSIDERS STUD SO,2,0,0,0,0,0,0,0,0,0,0,2
22389, ,OVERLAPPING CONFIDEN,2,0,0,0,0,0,0,0,0,0,1,1
22390, ,OVERVIEW CONSERVATIO,2,0,0,0,0,0,0,1,0,0,0,1
22391, ,OVERVIEW TUNA FISHER,2,0,1,0,0,0,1,0,0,0,0,0
22392, ,OX STRESS AQ EC,2,0,0,0,0,0,2,0,0,0,0,0
22393, ,OXBOW MONOGR,2,0,0,0,0,0,0,0,0,0,0,2
22394, ,OXFORD AVIAN BIOL,2,0,0,0,0,0,0,0,0,2,0,0
22395, ,OXFORD DEV STUD,2,0,0,0,1,0,1,0,0,0,0,0
22396, ,OXFORD ENGLISH DICT,2,0,0,0,0,0,0,0,0,0,0,2
22397, ,OXFORD HDB ANAL SOCI,2,0,0,0,0,0,0,0,0,2,0,0
22398, ,OXFORD HDB COGNITIVE,2,0,0,0,0,2,0,0,0,0,0,0
22399, ,OXFORD HDB COMPUTATI,2,0,0,1,0,0,0,0,0,0,0,1
22400, ,OXFORD HDB ENV CONSE,2,0,0,0,0,0,1,0,0,0,0,1
22401, ,OXFORD HDB EUROPEAN,2,0,0,0,0,2,0,0,0,0,0,0
22402, ,OXFORD HDB EVIDENCE,2,0,0,0,0,0,2,0,0,0,0,0
22403, ,OXFORD HDB EXTERNALI,2,0,1,1,0,0,0,0,0,0,0,0
22404, ,OXFORD HDB QUANTITAT,2,0,0,0,0,2,0,0,0,0,0,0
22405, ,OXFORD HDB SOCIAL CO,2,0,0,0,0,2,0,0,0,0,0,0
22406, ,OXID STRESS APPL BAS,2,0,0,1,0,0,1,0,0,0,0,0
22407, ,OXIDATIVE MED A,2,0,0,1,0,1,0,0,0,0,0,0
22408, ,OXIDATIVE STRESS HOR,2,0,0,0,2,0,0,0,0,0,0,0
22409,1.232,OZONE-SCI ENG,2,0,0,0,0,0,1,0,0,0,0,1
22410, ,P 10 INT AAAI C WEB,2,0,2,0,0,0,0,0,0,0,0,0
22411, ,P 10 INT C MACH LEAR,2,0,0,0,0,0,0,0,0,0,0,2
22412, ,P 10 INT C MULT INT,2,0,0,0,0,0,0,0,0,0,2,0
22413, ,P 10 INT S BIOL CONT,2,0,0,0,0,0,0,0,0,0,0,2
22414, ,P 10 USENIX C FIL ST,2,0,0,0,0,0,2,0,0,0,0,0
22415, ,P 107 ANN M AM ASS C,2,0,2,0,0,0,0,0,0,0,0,0
22416, ,P 11 C EUR CHAPT ASS,2,0,0,0,0,0,0,0,0,0,0,2
22417, ,P 11 C UNC ART INT,2,0,0,0,0,0,0,0,0,0,0,2
22418, ,P 11 IEEE COMP SEC F,2,0,0,0,0,0,0,0,0,0,0,2
22419, ,P 11 INT C INN MAN I,2,0,0,0,2,0,0,0,0,0,0,0
22420, ,P 11 INT C WORLD WID,2,0,0,0,0,0,0,0,0,0,0,2
22421, ,P 11 INT COR REEF S,2,0,0,0,0,0,0,0,0,0,2,0
22422, ,P 11 M INT HAMST WOR,2,0,0,0,0,0,0,0,0,0,0,2
22423, ,P 11 MIT SLOAN SPORT,2,2,0,0,0,0,0,0,0,0,0,0
22424, ,P 12 ACM IEEE CS JOI,2,0,0,0,0,0,2,0,0,0,0,0
22425, ,P 12 INT COR REEF S,2,0,0,0,0,0,2,0,0,0,0,0
22426, ,P 13 C SPAN PHYT SOC,2,0,0,0,0,0,0,0,0,0,0,2
22427, ,P 13 INT C ART INT S,2,0,0,0,0,0,0,0,2,0,0,0
22428, ,P 13 INT C HUM COMP,2,0,0,0,0,0,0,2,0,0,0,0
22429, ,P 13 INT C PATT REC,2,0,0,0,0,0,0,0,0,0,0,2
22430, ,P 14 C COMP NAT LANG,2,0,0,0,0,0,0,0,2,0,0,0
22431, ,P 14 INT C PHON SCI,2,0,0,0,0,0,0,0,0,0,0,2
22432, ,P 14 INT C WORLD WID,2,0,0,0,0,0,0,0,0,0,0,2
22433, ,P 14 INT MESH ROUNDT,2,0,0,0,0,0,0,0,0,0,0,2
22434, ,P 15 ANN M ISMRM BER,2,0,0,0,0,0,0,0,0,0,0,2
22435, ,P 15 INT AC MINDTREK,2,0,0,0,0,0,0,2,0,0,0,0
22436, ,P 15 INT C MACH LEAR,2,0,0,0,0,0,0,0,0,0,0,2
22437, ,P 15 INT MESH ROUNDT,2,0,0,0,0,0,0,0,0,0,0,2
22438, ,P 18 ACM INT C MULT,2,0,0,0,0,0,0,0,2,0,0,0
22439, ,P 18 ANN ACM SIAM S,2,0,0,0,0,0,0,0,0,0,0,2
22440, ,P 18 IFAC WORLD C MI,2,0,0,0,0,0,0,2,0,0,0,0
22441, ,P 18 INT C MACH LEAR,2,0,0,0,0,0,0,0,0,0,0,2
22442, ,P 18 INT C PHON SCI,2,0,0,1,0,0,0,0,0,0,0,1
22443, ,P 18 INT C WORLD WID,2,0,0,0,0,0,0,0,0,2,0,0
