Citing Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
998,19.819,NAT REV NEUROL,2,0,0,0,1,0,0,0,1,0,0,0
999,4.994,NEOPLASIA,2,0,0,0,0,0,0,0,0,0,0,2
1000,4.602,NEPHROL DIAL TRANSPL,2,0,0,0,0,0,2,0,0,0,0,0
1001, ,NEURAL NETWORKS PATT,2,0,0,0,0,0,0,0,0,0,0,2
1002,9.384,NEURO-ONCOLOGY,2,0,0,0,0,0,0,0,2,0,0,0
1003,2.285,NEUROL SCI,2,0,0,0,1,0,0,0,0,0,0,1
1004,2.045,NEUROPHYSIOL CLIN,2,0,0,0,0,0,0,0,0,0,0,2
1005,2.277,NEUROSCI RES,2,0,0,1,0,0,1,0,0,0,0,0
1006,3.382,NEUROSCIENCE,2,0,0,0,0,0,0,1,0,0,0,1
1007,4.475,NEUROSURGERY,2,0,0,0,1,0,0,0,1,0,0,0
1008,3.579,NEW J PHYS,2,0,0,0,2,0,0,0,0,0,0,0
1009,7.433,NEW PHYTOL,2,0,0,0,0,0,0,0,0,0,0,2
1010,1.495,NUCL MED COMMUN,2,0,0,1,0,0,0,0,0,0,0,1
1011,1.281,NUMER LINEAR ALGEBR,2,0,0,0,0,0,1,0,0,0,0,1
1012,0.993,OPT ENG,2,0,0,0,0,0,0,0,0,0,0,2
1013,3.388,OPT LASER ENG,2,0,0,0,1,0,1,0,0,0,0,0
1014,7.536,OPTICA,2,0,0,1,1,0,0,0,0,0,0,0
1015,1.499,OPTOMETRY VISION SCI,2,0,0,0,1,0,0,0,0,1,0,0
1016,1.511,OSLI RETINA,2,0,0,0,0,0,2,0,0,0,0,0
1017,5.454,OSTEOARTHR CARTILAGE,2,0,0,0,0,0,0,0,0,1,1,0
1018, ,P 10 INT C UB COMP,2,0,0,0,0,0,0,0,0,0,2,0
1019, ,P 14 INT JOINT C ART,2,0,0,0,0,0,0,0,0,0,0,2
1020, ,P 19 ANN M ISMRM,2,0,0,0,0,0,0,2,0,0,0,0
1021, ,P 22 ANN M ISMRM MIL,2,0,0,0,2,0,0,0,0,0,0,0
1022, ,P 27 INT C MACH LEAR,2,0,0,0,0,0,0,0,2,0,0,0
1023, ,P 28 ANN INT C IEEE,2,0,0,0,0,0,0,0,0,0,0,2
1024, ,P 5 INT C MED IM COM,2,0,0,0,0,0,0,0,0,0,0,2
1025, ,P 6 INT C GRAPH IM P,2,0,0,1,1,0,0,0,0,0,0,0
1026, ,P AS PAC SIGN INF PR,2,0,0,0,0,1,1,0,0,0,0,0
1027, ,P ASME DYN SYST CONT,2,0,0,1,0,0,0,1,0,0,0,0
1028, ,P ASME INT MECH ENG,2,0,0,0,0,0,0,0,0,0,1,1
1029, ,P BILDV MED,2,0,0,0,0,1,0,0,1,0,0,0
1030, ,P EAI C WIR MOB COMM,2,0,0,2,0,0,0,0,0,0,0,0
1031, ,P IEEE 39 INT C AC S,2,0,0,0,2,0,0,0,0,0,0,0
1032, ,P IEEE BIOM CIRC SYS,2,0,0,2,0,0,0,0,0,0,0,0
1033, ,P IEEE EMBS INT C BI,2,0,0,0,0,0,2,0,0,0,0,0
1034, ,P IEEE INT C ENG MED,2,0,0,1,0,0,0,0,0,0,0,1
1035, ,P IEEE INT C ROB AUT,2,0,0,0,0,0,0,0,0,1,0,1
1036, ,P IEEE INT S CIRC SY,2,0,0,0,0,1,0,0,0,0,0,1
1037, ,P IEEE INT S MULT,2,0,0,0,0,0,0,1,1,0,0,0
1038, ,P IEEE INT ULTR S,2,0,0,2,0,0,0,0,0,0,0,0
1039, ,P INT C ADV NEUR INF,2,0,0,1,0,0,1,0,0,0,0,0
1040, ,P INT C MED IM COMP,2,0,0,0,1,1,0,0,0,0,0,0
1041, ,P INT JOINT C ART IN,2,0,0,0,0,0,0,0,0,0,0,2
1042, ,P MEAS BEH,2,0,0,0,2,0,0,0,0,0,0,0
1043, ,P MED IM AN CLIN GRA,2,0,0,0,0,0,0,0,2,0,0,0
1044, ,P SPIE MED IMAG,2,0,0,0,1,1,0,0,0,0,0,0
1045, ,P WORLD C MED PHYS B,2,0,0,1,0,0,0,0,0,1,0,0
1046,1.540,PEDIATR CARDIOL,2,0,0,0,0,0,0,0,0,0,0,2
1047, ,PERCEPT PSYCHOPHYS,2,0,0,0,0,0,0,0,0,0,0,2
1048,1.924,PERS UBIQUIT COMPUT,2,0,0,0,0,0,1,1,0,0,0,0
1049, ,PHOTOACOUSTICS,2,0,0,0,1,1,0,0,0,0,0,0
1050,1.902,PHYS SCRIPTA,2,0,0,0,0,0,0,0,0,0,0,2
1051, ,PHYSIOL REP,2,0,0,1,1,0,0,0,0,0,0,0
1052,1.324,PHYSIOL RES,2,0,0,0,0,0,0,0,0,1,0,1
1053, ,PR INST ELECTR ELECT,2,0,0,0,0,0,0,0,0,0,0,2
1054, ,PR S BIOMED ENG,2,0,0,0,0,2,0,0,0,0,0,0
1055, ,PRACT GUIDE SPLI,2,0,0,0,0,0,0,0,0,0,0,2
1056, ,PROBABILITY STAT,2,0,0,0,0,0,1,0,0,1,0,0
1057, ,PROC 10 EUR CONF,2,0,0,0,0,0,0,0,0,0,2,0
1058, ,PROC EUR CONF ANTENN,2,0,0,0,0,2,0,0,0,0,0,0
1059,6.754,PROG CARDIOVASC DIS,2,0,0,0,0,0,0,0,0,0,0,2
1060,2.874,PROG ELECTROMAGN RES,2,0,0,0,0,1,0,0,1,0,0,0
1061,23.750,PROG MATER SCI,2,0,0,0,1,0,0,1,0,0,0,0
1062,11.653,PROG RETIN EYE RES,2,0,0,0,1,0,0,0,0,0,1,0
1063,5.475,PSYCHOL MED,2,0,0,0,0,1,0,0,0,0,0,1
1064, ,PSYCHOL METHODS,2,0,0,0,0,0,0,0,0,0,0,2
1065, ,PSYCHOL SCI,2,0,0,0,0,0,0,0,0,0,0,2
1066, ,PSYCHON B REV,2,0,0,0,0,0,0,0,0,0,1,1
1067,2.862,RADIAT ONCOL,2,0,1,1,0,0,0,0,0,0,0,0
1068,2.530,RADIAT RES,2,0,0,0,0,0,0,0,0,0,0,2
1069, ,RANDOM DATA ANAL MEA,2,0,0,0,0,0,0,1,0,0,0,1
1070, ,RES REP UROL,2,0,0,0,0,2,0,0,0,0,0,0
1071,2.073,RESP CARE,2,0,0,0,0,0,0,0,1,0,0,1
1072,36.367,REV MOD PHYS,2,0,0,0,0,0,0,0,0,0,0,2
1073,1.428,REV SCI INSTRUM,2,0,1,0,0,0,0,0,0,0,0,1
1074, ,RF COILS FOR MRI,2,0,0,0,0,0,2,0,0,0,0,0
1075,1.177,ROBOTICA,2,0,0,0,0,0,0,0,0,0,0,2
1076,6.944,SCHIZOPHRENIA BULL,2,0,0,0,1,1,0,0,0,0,0,0
1077,10.198,SEMIN CANCER BIOL,2,0,0,2,0,0,0,0,0,0,0,0
1078,4.558,SEMIN NUCL MED,2,0,0,0,0,1,0,0,0,0,0,1
1079, ,SENS TRANSDUCERS,2,0,0,0,2,0,0,0,0,0,0,0
1080, ,SENSORS,2,0,0,1,0,1,0,0,0,0,0,0
1081,1.528,SIAM J MATH ANAL,2,0,0,0,0,0,0,0,1,0,0,1
1082,2.183,SIAM J OPTIMIZ,2,0,0,1,0,0,0,0,0,0,0,1
1083,1.567,SKELETAL RADIOL,2,0,1,0,0,0,0,0,0,0,0,1
1084,2.030,SLEEP BREATH,2,0,0,1,1,0,0,0,0,0,0,0
1085,3.709,SOFT MATTER,2,0,1,0,0,0,1,0,0,0,0,0
1086, ,SPECTRAL ANAL PHYS A,2,0,0,0,0,0,0,0,0,0,0,2
1087, ,SPEECH ANAL SYNTHESI,2,0,0,0,0,1,0,0,0,0,0,1
1088,2.792,SPINE,2,0,0,0,0,0,0,0,0,0,0,2
1089, ,SPRINGER SER OPER RE,2,0,0,0,0,0,0,0,0,0,0,2
1090, ,SPRINGER SERIES STAT,2,0,0,0,0,0,0,0,0,1,0,1
1091, ,SPRINGER TRAC ADV RO,2,0,1,0,0,0,0,0,0,1,0,0
1092,3.989,STEM CELLS INT,2,0,1,0,1,0,0,0,0,0,0,0
1093,1.648,STEREOT FUNCT NEUROS,2,0,0,1,0,0,0,0,0,0,0,1
1094,2.459,STRAHLENTHER ONKOL,2,0,0,0,0,1,0,0,0,0,0,1
1095, ,STUD COMPUT INTELL,2,0,0,0,0,0,0,0,0,2,0,0
1096,1.549,SURG INNOV,2,0,1,0,0,0,0,0,0,0,0,1
1097,1.003,SURG RADIOL ANAT,2,0,0,0,0,0,1,0,0,0,0,1
1098,3.574,SURGERY,2,0,0,0,0,0,0,0,0,0,0,2
1099,2.656,SYST CONTROL LETT,2,0,0,0,0,0,0,1,0,0,0,1
1100,0.719,TECHNOL HEALTH CARE,2,0,0,0,0,0,0,0,0,1,0,1
1101, ,THEOR INFORM CODING,2,0,0,0,0,0,0,0,0,0,0,2
1102,2.038,THER HYPOTHERMIA TEM,2,0,2,0,0,0,0,0,0,0,0,0
1103,1.939,THIN SOLID FILMS,2,0,0,0,0,0,0,0,0,0,0,2
1104,9.655,THORAX,2,2,0,0,0,0,0,0,0,0,0,0
1105,0.806,TRANSPL P,2,0,0,0,0,0,1,0,0,0,0,1
1106, ,VISUALIZATION TOOLKI,2,0,0,0,0,0,0,0,0,0,0,2
1107, ,WAVES CALLED SOLITON,2,0,0,0,0,0,0,0,0,0,0,2
1108, ,WILEY ENCY CLIN TRIA,2,0,0,0,0,0,0,0,0,0,1,1
1109,4.376,WORLD J STEM CELLS,2,0,0,1,1,0,0,0,0,0,0,0
1110,1.160,Z GERONTOL GERIATR,2,0,0,0,0,1,1,0,0,0,0,0
1111,1.891,Z MED PHYS,2,0,1,0,0,0,0,0,1,0,0,0
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
