Cited Journal Data: J NEUROSCI,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
1001,3.755,J TRACE ELEM MED BIO,15,0,0,0,0,1,1,3,0,2,0,8
1002,1.087,MICROSC RES TECHNIQ,15,0,0,1,0,1,0,2,1,2,1,7
1003,0.977,MOL BIOL+,15,0,0,0,2,1,1,0,1,1,0,9
1004,5.236,MOL CELL PROTEOMICS,15,0,0,1,0,2,2,2,0,1,0,7
1005,9.384,NEURO-ONCOLOGY,15,0,0,1,0,3,1,1,1,1,2,5
1006,1.421,NEUROPSYCHOBIOLOGY,15,0,0,1,0,0,2,0,1,1,0,10
1007,4.475,NEUROSURGERY,15,1,1,0,0,0,1,2,1,1,0,8
1008,4.367,NITRIC OXIDE-BIOL CH,15,0,0,1,1,0,2,1,1,0,0,9
1009,3.607,ORPHANET J RARE DIS,15,0,2,1,1,0,1,3,1,0,1,5
1010,,PHILOS PSYCHOL,15,0,0,2,2,1,2,2,1,0,0,5
1011,1.039,PROTEIN PEPTIDE LETT,15,0,0,1,0,0,0,1,0,0,1,12
1012,2.406,PULM PHARMACOL THER,15,0,0,1,0,2,0,1,0,2,3,6
1013,,RHYTHM STIM PROCXB,15,0,0,1,2,4,2,3,0,1,1,1
1014,4.880,TRANSL RES,15,0,0,0,2,1,0,3,1,2,0,6
1015,4.045,ALLERGOL INT,14,0,0,0,0,2,1,0,0,2,3,6
1016,3.164,AM J PHYSIOL-RENAL,14,0,1,1,0,2,0,0,2,0,0,8
1017,1.852,ANN ANAT,14,0,0,0,1,0,0,2,1,0,0,10
1018,8.676,ANNU REV GENOM HUM G,14,0,1,1,1,0,0,1,1,1,1,7
1019,22.714,ANNU REV IMMUNOL,14,1,0,1,3,0,3,2,0,1,0,3
1020,2.435,APPL ERGON,14,0,0,0,0,2,2,0,0,2,0,8
1021,1.689,APPL SCI-BASEL,14,2,0,1,1,0,1,0,0,1,1,7
1022,1.590,ARCH CLIN NEUROPSYCH,14,0,1,0,0,0,1,4,0,2,1,5
1023,1.696,ARTHROPOD STRUCT DEV,14,0,1,1,1,1,0,0,1,1,0,8
1024,,BIOCHEM MOSC SUPPL S,14,0,0,1,0,1,0,0,1,1,0,10
1025,1.526,BIOL BULL-US,14,0,0,0,0,0,2,1,0,0,0,11
1026,2.346,BIOMARK MED,14,0,1,0,0,3,1,0,2,4,1,2
1027,1.284,BIOMED RES-TOKYO,14,0,0,0,0,2,1,0,0,1,0,10
1028,1.788,BMC ANESTHESIOL,14,0,0,1,0,2,0,0,2,0,2,7
1029,2.363,CELL J,14,0,0,0,1,0,0,0,0,0,0,13
1030,8.982,CELL SYST,14,0,1,0,2,1,1,0,1,0,1,7
1031,,CLIN PSYCHOL REV,14,0,0,0,1,2,2,3,0,0,0,6
1032,4.148,COMPUT STRUCT BIOTEC,14,0,1,0,0,3,1,0,0,0,0,9
1033,5.829,CURR TOP MICROBIOL,14,0,0,0,0,0,1,1,1,1,1,9
1034,3.289,DEV MED CHILD NEUROL,14,0,1,2,1,0,2,0,2,2,2,2
1035,2.935,DRUG DES DEV THER,14,0,0,0,1,0,1,1,1,1,0,9
1036,0.141,DRUG FUTURE,14,1,0,0,1,0,0,1,0,2,1,8
1037,,EM AFF HUM FACT HUXB,14,0,0,0,3,0,1,0,0,2,0,8
1038,3.974,EXPERT OPIN BIOL TH,14,0,0,0,1,0,0,0,3,0,0,10
1039,3.859,INT J STROKE,14,0,1,0,1,0,2,3,1,1,0,5
1040,5.789,J CLIN ENDOCR METAB,14,0,0,2,0,1,1,1,2,0,1,6
1041,3.134,J CLIN PSYCHOPHARM,14,0,0,1,1,1,0,0,1,1,0,9
1042,,J COGN PSYCHOL,14,0,0,1,1,5,2,1,0,0,1,3
1043,2.514,J GEN VIROL,14,0,0,0,1,1,1,3,1,1,1,5
1044,,J GERONTOL GERIATR,14,0,1,1,2,1,1,0,1,0,0,7
1045,2.942,J HUM GENET,14,0,1,2,0,1,0,1,1,1,2,5
1046,3.298,J IMMUNOL RES,14,0,1,2,0,1,0,0,0,1,2,7
1047,1.954,J MED FOOD,14,0,0,0,0,1,0,2,0,1,0,10
1048,3.633,J NEUROL PHYS THER,14,0,0,1,0,1,1,1,0,1,0,9
1049,1.566,J OPT SOC AM A,14,0,0,0,1,0,0,0,0,0,3,10
1050,6.253,J PATHOL,14,0,0,0,0,1,0,5,0,1,0,7
1051,1.900,MECH DEVELOP,14,0,0,3,0,1,0,0,2,2,0,6
1052,0.782,MIL MED,14,0,1,2,0,1,1,1,2,1,0,5
1053,,MOD OTOL NEUROTOL,14,0,0,0,1,0,0,0,0,2,0,11
1054,0.754,NEUROENDOCRINOL LETT,14,0,0,1,0,0,0,2,1,0,0,10
1055,1.938,NEUROLOGIA,14,0,0,1,0,2,0,3,1,0,0,7
1056,2.045,NEUROPHYSIOL CLIN,14,0,0,1,0,0,0,3,0,2,0,8
1057,4.339,NONLINEAR DYNAM,14,1,0,0,1,2,3,0,1,0,0,6
1058,,NUTR MOD PAIN AG PXB,14,0,0,1,0,0,0,0,0,1,1,11
1059,7.479,OPHTHALMOLOGY,14,0,0,0,2,0,2,1,0,0,2,7
1060,3.163,PARASITE VECTOR,14,0,1,1,0,0,0,1,0,1,0,10
1061,3.335,PHARM RES-DORDR,14,1,0,1,0,3,1,1,0,1,0,6
1062,3.610,PHYTOMEDICINE,14,0,0,0,1,0,1,1,1,0,0,10
1063,,PSYCHOL AGING,14,0,0,0,0,0,1,1,3,1,1,7
1064,2.548,REPROD SCI,14,0,0,0,1,1,0,0,1,1,1,9
1065,4.013,RETINA-J RET VIT DIS,14,0,0,1,0,1,0,1,0,1,0,10
1066,1.938,SCI CHINA TECHNOL SC,14,0,1,1,1,0,0,3,0,0,0,8
1067,5.311,SCI DATA,14,0,0,2,0,2,0,0,1,1,2,6
1068,,TIM NEUR BEHAV EVXB,14,0,0,0,0,2,0,0,1,1,0,10
1069,0.833,TRANSL NEUROSCI,14,0,0,0,0,1,1,0,1,2,0,9
1070,0.933,ACTA CIR BRAS,13,0,0,0,0,2,0,1,1,2,2,5
1071,3.127,ACTA DERM-VENEREOL,13,1,0,0,0,0,0,2,0,1,3,6
1072,3.126,ACTA NEUROL SCAND,13,0,0,0,1,0,2,1,1,0,1,7
1073,2.275,ACUPUNCT MED,13,0,0,0,0,0,2,1,1,1,0,8
1074,5.935,ADV IMMUNOL,13,0,1,1,1,3,0,2,2,0,2,1
1075,,AGING NEUROPSYCHOL C,13,0,0,0,2,3,0,1,1,1,1,4
1076,,AKTUEL NEUROL,13,0,1,0,0,1,3,0,0,0,1,7
1077,1.940,ALZ DIS ASSOC DIS,13,0,1,0,0,2,0,2,0,2,0,6
1078,15.952,ANNU REV PATHOL-MECH,13,0,0,1,1,1,1,1,2,3,0,3
1079,0.595,ARCH ITAL BIOL,13,0,0,0,0,0,1,1,0,0,0,11
1080,2.344,ARCH MED SCI,13,0,0,0,0,0,1,2,1,0,0,9
1081,8.220,BBA-REV CANCER,13,0,0,0,0,0,0,0,0,2,2,9
1082,3.226,BIOL CELL,13,0,0,2,0,3,1,0,0,1,0,6
1083,8.173,BIOSENS BIOELECTRON,13,0,0,0,1,0,1,1,0,0,0,10
1084,4.490,BIPOLAR DISORD,13,1,0,0,0,0,0,2,1,1,1,7
1085,3.288,BMC CANCER,13,0,0,1,0,0,2,0,1,3,1,5
1086,3.027,BMC EVOL BIOL,13,0,0,0,0,0,0,0,2,1,1,9
1087,6.290,CHEM COMMUN,13,0,0,0,0,0,1,1,0,0,0,11
1088,9.063,CHEM SCI,13,0,1,1,1,1,1,1,0,0,1,6
1089,,CHEMOSENSORS,13,0,2,2,0,1,1,1,0,0,1,5
1090,7.652,CHEST,13,0,0,0,1,0,1,1,1,2,0,7
1091,2.886,DEMENT GERIATR COGN,13,0,0,1,0,1,3,0,0,3,0,5
1092,4.690,DRUGS,13,0,0,0,0,0,0,2,1,1,1,8
1093,1.834,EPL-EUROPHYS LETT,13,0,1,0,0,1,0,1,0,2,2,6
1094,2.939,EUR J CELL BIOL,13,0,1,0,0,1,3,0,2,3,0,3
1095,2.349,FUND CLIN PHARMACOL,13,1,0,0,0,0,0,0,0,0,1,11
1096,,FUTUR NEUROL,13,0,0,1,1,3,2,1,2,2,0,1
1097,2.273,GAIT POSTURE,13,0,0,0,2,3,0,0,0,2,0,6
1098,2.806,HUM PSYCHOPHARM CLIN,13,0,0,1,0,0,1,2,0,1,1,7
1099,3.557,IEEE ACCESS,13,1,1,1,0,0,1,2,2,0,1,4
1100,,IEEE ROBOT AUTOM LET,13,0,0,0,0,0,0,0,0,1,0,12
1101,7.360,INT J CANCER,13,0,1,1,2,2,0,0,1,0,2,4
1102,3.165,INTERFACE FOCUS,13,0,1,0,1,3,1,0,0,0,0,7
1103,1.372,IRAN J PHARM RES,13,0,0,0,0,0,0,0,0,0,1,12
1104,2.901,J CHILD ADOL PSYCHOP,13,0,0,0,2,1,0,1,0,0,0,9
1105,,J CLIN DIAGN RES,13,0,1,0,0,0,0,0,0,0,1,11
1106,5.383,J DENT RES,13,0,0,2,0,0,1,1,1,0,2,6
1107,,J EXP CHILD PSYCHOL,13,0,2,0,0,0,3,2,3,1,1,1
1108,2.829,J MEM LANG,13,0,0,1,1,0,2,0,4,1,1,3
1109,3.438,J NEUROGASTROENTEROL,13,0,0,0,1,3,0,3,0,1,2,3
1110,4.398,J NUTR,13,0,0,3,2,2,0,0,0,0,0,6
1111,1.680,J OPHTHALMOL,13,0,0,0,1,0,1,0,0,0,2,9
1112,3.414,J ORTHOP RES,13,0,0,0,1,0,1,0,2,2,0,7
1113,3.165,J PHOTOCH PHOTOBIO B,13,0,0,0,1,0,2,0,2,0,0,8
1114,3.339,J SEX MED,13,0,1,0,1,0,1,0,1,1,2,6
1115,53.254,LANCET,13,0,1,1,1,0,1,2,0,4,0,3
1116,1.921,LIGHTING RES TECHNOL,13,0,0,0,0,0,3,0,1,2,0,7
1117,0.957,MOTOR CONTROL,13,0,0,0,0,0,0,0,1,0,1,11
1118,11.406,NAT PROD REP,13,0,1,2,2,0,0,2,1,0,0,5
1119,4.894,NEUROPSYCHOL REV,13,0,1,1,2,1,1,0,2,1,0,4
1120,2.587,PHYS THER,13,0,0,0,1,1,1,1,1,2,1,5
1121,2.530,RADIAT RES,13,0,0,0,0,2,0,0,2,1,0,8
1122,,RES DEV DISABIL,13,0,1,1,0,0,1,0,3,1,0,6
1123,14.188,TRENDS IMMUNOL,13,0,2,1,1,1,0,1,0,1,2,4
1124,3.761,VIRUSES-BASEL,13,1,0,3,0,1,1,0,0,0,2,5
1125,,ADV INTELL SYST,12,0,0,2,0,0,0,0,2,1,1,6
1126,21.950,ADV MATER,12,0,1,0,1,0,0,0,0,0,2,8
1127,9.589,ANNU REV GENET,12,0,0,1,1,1,1,1,1,2,1,3
1128,8.886,ANNU REV NUTR,12,0,1,3,1,1,1,1,0,1,0,3
1129,1.865,ANTICANCER RES,12,1,0,0,0,0,2,1,0,2,0,6
1130,1.254,ARCH IRAN MED,12,0,0,0,0,0,0,0,1,2,0,9
1131,2.449,BEHAV BRAIN FUNCT,12,0,0,0,2,0,0,0,1,2,0,7
1132,4.417,BEST PRACT RES CL EN,12,0,1,2,1,0,0,0,0,2,0,6
1133,3.188,BIOCHIMIE,12,0,1,1,0,1,1,0,1,0,3,4
1134,0.699,BIOL RHYTHM RES,12,0,0,1,0,1,0,0,0,0,0,10
1135,,BRAIN BEHAV COGNIT,12,0,0,0,0,1,0,1,1,1,1,7
1136,3.566,CELL ADHES MIGR,12,0,1,0,0,1,2,0,1,1,3,3
1137,40.182,CHEM SOC REV,12,0,0,0,1,0,0,0,0,0,2,9
1138,3.479,COGN COMPUT,12,0,0,0,1,0,1,0,1,0,0,9
1139,3.997,COLLOID SURFACE B,12,0,0,0,1,0,0,0,1,0,2,8
1140,2.128,COMPR PSYCHIAT,12,0,0,1,0,1,2,0,1,1,0,6
1141,,CURR OBES REP,12,0,0,2,0,0,2,2,3,0,0,3
1142,2.393,CURR ZOOL,12,0,0,0,1,0,1,1,1,0,2,6
1143,2.362,DOC OPHTHALMOL,12,0,0,1,1,0,0,0,0,0,0,10
1144,0.261,ELECTR COMMUN JPN,12,0,0,0,0,2,0,1,1,1,0,7
1145,3.179,ENDOCRINE,12,0,0,1,0,0,0,0,1,2,0,8
1146,4.423,EUR J NUTR,12,0,0,1,0,0,0,2,0,1,1,7
1147,,EXP PSYCHOL,12,0,0,0,3,1,2,1,0,0,1,4
1148,1.345,FOLIA NEUROPATHOL,12,0,0,0,1,0,2,0,0,0,1,8
1149,1.479,GEN PHYSIOL BIOPHYS,12,0,0,0,0,0,2,3,0,1,1,5
1150,1.840,HUM EXP TOXICOL,12,0,0,0,0,0,0,0,0,0,0,12
1151,,INT J ADV BIOTECHNOL,12,0,0,0,0,0,1,1,1,0,0,9
1152,4.370,INT J NANOMED,12,0,0,0,1,0,0,0,1,2,1,7
1153,1.771,J COMP PSYCHOL,12,0,0,0,2,0,1,0,0,0,1,8
1154,2.816,J HISTOCHEM CYTOCHEM,12,0,0,1,0,0,0,3,0,1,0,7
1155,4.092,J INHERIT METAB DIS,12,0,1,2,0,3,0,0,0,2,0,4
1156,6.448,J INVEST DERMATOL,12,0,0,0,1,0,0,2,0,0,1,8
1157,,J ORAL BIOSCI,12,0,0,0,0,0,0,0,0,1,2,9
1158,2.616,J STUD ALCOHOL DRUGS,12,0,1,0,1,0,0,0,3,0,0,7
1159,4.899,J THROMB HAEMOST,12,1,1,1,2,0,1,0,1,0,2,3
1160,2.865,J VESTIBUL RES-EQUIL,12,0,0,1,0,3,0,0,1,0,0,7
1161,0.803,J VET MED SCI,12,0,0,1,0,0,1,1,1,0,2,6
1162,5.071,MICROSYST NANOENG,12,0,0,0,0,1,1,1,0,2,0,7
1163,10.217,MOL BIOL EVOL,12,0,0,1,0,1,1,0,1,0,1,7
1164,1.541,MULTIMED TOOLS APPL,12,0,0,0,0,1,1,1,3,0,0,6
1165,41.982,NAT REV IMMUNOL,12,0,0,1,0,4,1,0,0,2,0,4
1166,,NEURODEGENER DIS MAN,12,0,3,0,1,2,1,0,0,0,1,4
1167,3.072,NEUROL CLIN,12,0,0,1,1,1,1,0,0,2,0,6
1168,0.453,NEUROQUANTOLOGY,12,0,1,0,1,1,0,1,1,1,0,6
1169,1.842,NOISE HEALTH,12,0,1,0,0,0,1,1,0,1,0,8
1170,1.012,ORL J OTO-RHINO-LARY,12,0,1,1,0,1,1,2,1,2,2,1
1171,0.804,PAK J PHARM SCI,12,0,0,0,0,0,0,1,1,0,0,10
1172,2.782,PHYSIOL GENOMICS,12,0,0,2,0,1,0,1,0,0,2,6
1173,2.006,PHYSIOL MEAS,12,0,0,2,0,1,0,0,1,0,0,8
1174,2.410,PROTEIN SCI,12,0,1,1,1,2,1,1,1,0,0,4
1175,,PSYCH J,12,0,0,0,0,0,0,1,1,0,0,10
1176,5.245,RHEUMATOLOGY,12,0,0,0,0,1,0,2,1,1,1,6
1177,4.490,RNA,12,0,0,1,0,2,2,1,1,1,0,4
1178,0.519,RUSS J DEV BIOL+,12,0,0,0,0,0,0,0,1,3,0,8
1179,3.138,SAUDI J BIOL SCI,12,0,0,0,0,0,1,1,0,0,0,10
1180,3.085,SCI CHINA LIFE SCI,12,0,0,0,0,1,0,1,2,1,0,7
1181,9.598,SMALL,12,0,0,0,0,1,1,1,0,0,1,8
1182,,SUB-CELL BIOCHEM,12,0,0,0,0,1,0,2,0,3,0,6
1183,,TEXTS APPL MATH,12,0,0,0,0,0,1,0,0,0,0,11
1184,2.067,TRIALS,12,0,1,0,0,1,0,1,2,2,2,3
1185,,2017 IEEE 14 INT SXB,11,0,2,1,1,3,0,0,1,0,0,3
1186,,2017 MED TECHN NATXB,11,0,0,0,0,0,0,1,1,0,0,9
1187,,ACTA NEUROPSYCHOL,11,0,0,0,0,0,0,0,1,2,0,8
1188,4.914,AIDS,11,0,0,1,1,1,3,0,0,0,0,5
1189,3.480,AM J GERIAT PSYCHIAT,11,0,0,0,4,0,0,0,1,2,2,2
1190,2.288,AM J PRIMATOL,11,0,0,0,1,0,1,1,1,1,0,6
1191,4.265,AM NAT,11,0,1,1,0,1,0,0,1,0,1,6
1192,,AN FAC MED-UNIV REPU,11,0,0,0,2,0,1,0,0,0,3,5
1193,3.405,ANN BIOMED ENG,11,0,0,0,0,1,0,0,0,1,1,8
1194,13.860,ANNU REV ENTOMOL,11,0,0,0,1,3,1,0,2,0,1,3
1195,3.077,ARCH PHYS MED REHAB,11,0,0,0,1,1,1,1,0,2,1,4
1196,,BILING-LANG COGN,11,0,0,0,0,4,0,1,3,0,0,3
1197,0.872,BIO-MED MATER ENG,11,0,1,0,1,0,0,0,2,0,0,7
1198,1.492,BRAZ J MED BIOL RES,11,1,0,0,1,0,1,0,0,1,1,6
1199,7.551,CELL MOL IMMUNOL,11,0,0,0,2,2,1,1,1,0,1,3
1200,4.936,CELL PROLIFERAT,11,0,0,0,1,2,1,0,0,0,0,7
1201,2.571,CELL STRESS CHAPERON,11,0,0,0,1,0,1,3,0,0,1,5
1202,2.213,CHAOS SOLITON FRACT,11,0,0,0,1,0,0,0,0,0,0,10
1203,2.328,CHEM BIOL DRUG DES,11,0,0,0,2,1,0,1,1,0,1,5
1204,2.766,CHEM PHYS LIPIDS,11,0,0,0,2,2,0,2,0,0,1,4
1205,3.432,CHEM RES TOXICOL,11,0,1,0,0,1,0,0,1,1,0,7
1206,3.009,CHEMMEDCHEM,11,0,0,0,0,0,0,0,0,0,0,11
1207,2.926,CLIN CHIM ACTA,11,0,1,0,0,0,1,1,2,1,0,5
1208,6.754,COCHRANE DB SYST REV,11,0,0,0,0,0,0,1,0,2,1,7
1209,1.684,COMP BIOCHEM PHYS B,11,0,0,0,0,0,2,0,2,0,1,6
1210,2.426,COMP BIOCHEM PHYS C,11,0,0,0,0,0,2,0,0,0,0,9
1211,7.572,CURR OPIN CHEM BIOL,11,0,2,2,3,0,0,2,0,0,1,1
1212,,CURR PSYCHIATRY REV,11,0,0,1,0,0,0,1,0,1,0,8
1213,3.993,CYTOTHERAPY,11,0,0,1,0,0,2,0,2,2,1,3
1214,2.042,DISABIL REHABIL,11,0,0,0,0,1,2,1,1,0,0,6
1215,1.531,DRUG CHEM TOXICOL,11,0,0,0,2,0,0,2,0,0,1,6
1216,7.704,EUR J NUCL MED MOL I,11,0,1,1,0,0,0,0,2,2,0,5
1217,2.608,EXP DERMATOL,11,0,1,0,1,0,0,1,0,0,1,7
1218,3.185,FISH SHELLFISH IMMUN,11,0,0,0,0,0,0,0,0,1,1,9
1219,3.677,FRONT PLANT SCI,11,0,0,0,0,0,1,1,2,0,1,6
1220,3.940,GENOME BIOL EVOL,11,0,0,0,0,1,2,1,1,0,0,6
1221,2.284,INT J MED SCI,11,0,0,2,0,0,0,0,0,0,0,9
1222,0.336,INT J MORPHOL,11,0,0,0,0,0,0,0,1,0,0,10
1223,0.852,J EYE MOVEMENT RES,11,0,0,0,0,0,3,1,1,1,1,4
1224,1.885,J MOL GRAPH MODEL,11,0,1,1,0,0,1,0,1,0,2,5
1225,1.921,J OCUL PHARMACOL TH,11,0,0,0,0,1,0,1,0,1,0,8
1226,1.538,J ORAL FACIAL PAIN H,11,0,0,1,0,0,1,0,1,0,4,4
1227,2.183,J PERINATOL,11,0,0,0,0,2,1,0,0,1,0,7
1228,5.356,MED IMAGE ANAL,11,0,0,1,2,1,0,1,1,0,1,4
1229,7.344,MOL ASPECTS MED,11,0,0,0,0,1,0,2,0,0,1,7
1230,3.774,MOL GENET METAB,11,0,2,1,1,0,0,0,1,0,0,6
1231,12.080,NANO LETT,11,0,0,0,2,1,0,0,1,1,1,5
1232,15.661,NAT REV RHEUMATOL,11,0,0,1,2,1,0,3,0,2,1,1
1233,1.605,NEUROPEDIATRICS,11,0,0,0,0,1,0,0,5,1,2,2
1234,2.647,NEUROSURG FOCUS,11,0,0,0,1,0,0,1,0,1,0,8
1235,2.370,OMICS,11,0,0,1,0,1,0,1,1,1,0,6
1236,1.499,OPTOMETRY VISION SCI,11,0,0,0,1,0,0,0,0,2,0,8
1237,5.454,OSTEOARTHR CARTILAGE,11,0,0,0,0,1,0,1,0,1,0,8
1238,3.440,PESTIC BIOCHEM PHYS,11,0,0,0,0,0,3,0,0,0,0,8
1239,1.918,PHARM BIOL,11,0,0,1,0,0,1,0,1,1,2,5
1240,14.385,PHYS REV X,11,0,1,0,0,1,1,0,0,0,0,8
1241,,PROG INFLAMM RES SER,11,0,2,1,0,3,1,0,0,0,1,3
1242,1.586,PSYCHIAT GENET,11,0,0,0,0,1,0,1,1,0,0,8
1243,,PSYCHOL LEARN MOTIV,11,0,0,0,0,0,1,1,3,0,2,4
1244,,REV PHILOS PSYCHOL,11,0,0,0,1,1,1,1,2,2,0,3
1245,,SER BIOENG,11,0,1,2,2,0,1,2,0,0,0,3
1246,1.486,SIAM J APPL DYN SYST,11,0,0,0,0,1,0,0,0,0,0,10
1247,,SLAS DISCOV,11,0,0,0,1,0,2,1,0,1,2,4
1248,1.256,SYMMETRY-BASEL,11,1,0,2,0,0,0,0,0,2,1,5
1249,1.423,TOHOKU J EXP MED,11,0,1,0,1,0,2,1,1,1,0,4
1250,,TOP COGN SCI,11,0,0,0,1,1,1,1,1,0,0,6
1251,13.578,TRENDS BIOTECHNOL,11,0,1,0,0,1,0,2,0,2,2,3
1252,3.709,WIRES SYST BIOL MED,11,0,0,0,0,0,1,2,0,1,1,6
1253,1.929,ACTA NEUROCHIR,10,0,0,3,1,0,0,0,0,0,0,6
1254,4.689,ADV GENET,10,0,3,1,0,0,0,1,0,0,0,5
1255,12.441,ADV SCI,10,0,1,0,0,0,2,0,0,1,0,6
1256,2.121,AGING CLIN EXP RES,10,0,0,0,0,0,1,1,1,0,0,7
1257,,AGRO FOOD IND HI TEC,10,0,0,0,0,0,0,0,2,0,0,8
1258,3.822,AM J MED GENET C,10,0,2,1,0,0,0,1,0,0,0,6
1259,4.018,AM J PHYSIOL-ENDOC M,10,0,0,2,0,1,1,0,1,0,0,5
1260,2.609,BBA-PROTEINS PROTEOM,10,0,1,0,0,1,0,0,0,0,2,6
1261,5.481,BIOINFORMATICS,10,0,1,0,0,0,3,0,1,1,1,3
1262,1.311,BIOL PHILOS,10,0,0,1,1,1,1,1,0,1,0,4
1263,2.518,BIOMED ENVIRON SCI,10,0,1,0,0,0,0,4,0,0,0,5
1264,2.213,BMC BIOINFORMATICS,10,0,2,1,1,0,0,0,2,0,0,4
1265,1.913,BMC MED GENET,10,0,0,0,0,2,0,0,1,0,1,6
1266,2.050,BMC SYST BIOL,10,0,0,0,0,0,0,0,0,0,5,5
1267,1.544,BRAIN DEV-JPN,10,0,2,0,0,1,0,2,1,0,0,4
1268,0.678,BRATISL MED J,10,0,0,0,0,0,0,0,0,0,0,10
1269,22.844,CANCER CELL,10,0,1,0,0,0,2,0,1,1,0,5
1270,1.505,CHEMISTRYSELECT,10,0,1,1,0,1,0,0,0,2,0,5
1271,3.217,CLIN EXP OPHTHALMOL,10,0,0,1,1,1,1,0,1,0,0,5
1272,1.736,CLIN NEUROL NEUROSUR,10,0,0,0,0,0,0,0,1,0,3,6
1273,6.544,CLIN PHARMACOL THER,10,0,0,0,1,0,1,0,2,0,0,6
1274,,CUAD NEUROPSICOL,10,0,2,1,0,2,1,0,1,0,0,3
1275,2.626,CURR CANCER DRUG TAR,10,0,0,0,2,1,0,0,2,1,1,3
1276,2.581,CURR OPIN ANESTHESIO,10,0,1,2,0,2,0,1,0,0,0,4
1277,,CYT EFF FUNCT TISSXB,10,0,0,0,0,2,0,0,0,1,0,7
1278,2.125,DEV GENES EVOL,10,0,0,0,0,0,0,1,1,0,0,8
1279,,DEV PSYCHOL,10,1,0,3,0,1,0,1,0,0,1,3
1280,2.435,DOSE-RESPONSE,10,0,0,1,4,1,0,0,1,0,0,3
1281,15.545,ENDOCR REV,10,0,0,0,1,1,0,0,1,1,0,6
1282,4.358,ENVIRON POLLUT,10,0,0,0,0,0,1,0,1,2,2,4
1283,2.576,EUR J SPORT SCI,10,0,0,0,0,0,1,1,2,1,0,5
1284,2.642,FITOTERAPIA,10,0,0,0,1,1,0,0,1,2,2,3
1285,7.267,GIGASCIENCE,10,0,0,0,0,1,2,1,1,0,0,5
1286,3.664,GLYCOBIOLOGY,10,0,0,0,0,2,0,0,3,0,0,5
1287,,INFORMATION,10,0,0,3,1,0,1,1,1,1,0,2
1288,2.454,INT FORUM ALLERGY RH,10,0,1,0,0,0,0,0,5,0,2,2
1289,,INT J BIPOLAR DISORD,10,0,0,0,0,0,0,0,0,0,0,10
1290,,INT J PHARM SCI RES,10,0,0,1,0,1,1,1,0,0,0,6
1291,3.862,INT J PHARMACEUT,10,0,1,0,1,0,0,0,2,1,1,4
1292,,J ABNORM CHILD PSYCH,10,0,0,1,0,0,4,1,0,1,0,3
1293,4.155,J AM GERIATR SOC,10,0,0,0,0,1,1,1,1,1,0,5
1294,,J BEHAV DECIS MAKING,10,0,0,0,0,1,1,3,1,2,0,2
1295,1.837,J BIOCHEM MOL TOXIC,10,0,0,1,1,0,0,0,1,0,0,7
1296,2.914,J BIOENERG BIOMEMBR,10,0,0,0,0,0,1,1,1,0,0,7
1297,2.082,J BIOMATER APPL,10,0,1,0,0,0,0,0,0,0,1,8
1298,1.982,J CLIN NEUROPHYSIOL,10,0,0,0,0,1,0,1,0,0,0,8
1299,3.408,J DRUG TARGET,10,0,0,1,1,1,0,0,0,1,2,4
1300,,J EXP SOC PSYCHOL,10,0,0,1,1,0,1,1,0,1,0,5
1301,1.493,J MATERN-FETAL NEO M,10,0,0,0,0,1,0,0,0,0,1,8
1302,2.414,J MATH NEUROSCI,10,0,0,1,0,1,1,0,1,0,2,4
1303,5.751,J MED GENET,10,0,0,0,1,1,0,0,1,1,2,4
1304,3.238,J NEUROSURG ANESTH,10,0,0,0,0,1,0,0,0,0,0,9
1305,2.761,J NEUROSURG-SPINE,10,0,0,0,0,0,0,1,1,0,0,8
1306,2.323,J OPTICS-UK,10,0,0,1,0,1,0,1,0,0,1,6
1307,2.736,J PHYSIOL BIOCHEM,10,0,0,2,0,0,0,0,2,0,0,6
1308,2.683,J TISSUE ENG,10,0,0,1,0,0,0,0,2,1,4,2
1309,1.719,J TOXICOL SCI,10,0,0,0,1,0,0,2,0,0,0,7
1310,,LANG LINGUIST COMPAS,10,0,1,0,2,2,0,1,1,0,0,3
1311,1.628,MATH MED BIOL,10,0,0,0,0,0,1,0,1,0,1,7
1312,2.797,MICROCIRCULATION,10,0,0,2,0,1,0,1,0,2,1,3
1313,2.759,MOL BIOSYST,10,0,0,0,0,1,2,0,0,1,0,6
1314,1.430,MOL CELL TOXICOL,10,0,0,1,0,0,2,0,0,0,1,6
1315,4.556,MOL PHARMACEUT,10,0,1,0,2,0,0,0,0,0,0,7
1316,2.238,NEUROIMMUNOMODULAT,10,0,0,0,0,1,0,1,0,0,0,8
1317,3.579,NEW J PHYS,10,0,0,0,1,0,1,1,1,0,1,5
1318,5.515,PEDIATRICS,10,0,0,3,0,0,0,1,1,0,1,4
1319,2.302,PHARMACOGENOMICS,10,1,0,0,1,0,4,0,0,0,0,4
1320,13.783,PHYS LIFE REV,10,0,0,1,0,0,1,0,4,2,0,2
1321,2.437,PROSTAG LEUKOTR ESS,10,0,0,0,1,3,0,0,1,0,1,4
1322,2.457,PROTOPLASMA,10,0,0,0,1,0,0,0,1,0,1,7
1323,,PSYCHIAT CLIN N AM,10,0,0,0,0,0,1,1,1,0,0,7
1324,3.345,SEMIN THROMB HEMOST,10,0,0,0,0,0,1,0,0,0,0,9
