Cited Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
992,5.420,HEART,3,0,0,0,0,0,0,0,0,0,0,3
993,,HEAT TRANSF-ASIAN RE,3,0,0,0,0,0,0,0,0,0,0,3
994,6.823,HYPERTENSION,3,0,0,0,0,0,0,0,0,0,0,3
995,0.962,IBM J RES DEV,3,0,1,0,0,0,0,0,1,0,0,1
996,,IEEE I CONF COMP VIS,3,0,0,1,1,0,0,0,0,0,1,0
997,,IEEE ICCE,3,0,0,1,0,0,1,1,0,0,0,0
998,,IEEE INT C SEMANT CO,3,0,0,0,0,0,0,0,0,1,0,2
999,,IEEE INT CON MULTI,3,0,0,0,0,0,1,1,0,1,0,0
1000,,IEEE INT CONGR BIG,3,0,0,0,1,0,0,1,0,0,0,1
1001,2.962,IEEE MICROW MAG,3,0,0,0,0,0,0,0,0,0,0,3
1002,7.451,IEEE SIGNAL PROC MAG,3,0,0,1,0,0,0,0,1,0,0,1
1003,2.063,IEEE T AERO ELEC SYS,3,0,0,0,0,0,0,0,0,0,1,2
1004,3.558,IEEE T CIRC SYST VID,3,0,0,1,0,0,0,1,0,0,1,0
1005,1.090,IEICE T COMMUN,3,0,0,0,0,0,1,0,1,0,0,1
1006,0.337,IEICE T FUND ELECTR,3,0,0,0,0,0,0,0,0,0,0,3
1007,3.296,IET CONTROL THEORY A,3,0,0,0,0,3,0,0,0,0,0,0
1008,1.837,IET RADAR SONAR NAV,3,0,0,2,1,0,0,0,0,0,0,0
1009,3.141,IND ENG CHEM RES,3,0,0,0,0,1,0,0,0,0,0,2
1010,1.205,IND ROBOT,3,0,0,0,0,1,0,0,0,0,1,1
1011,,INT C BIG DATA,3,0,0,0,1,0,0,0,0,0,1,1
1012,,INT C INFO SCI,3,0,0,0,1,0,1,0,0,0,0,1
1013,,INT C MODEL SIM,3,0,0,0,0,0,0,0,0,0,0,3
1014,,INT C SEMINAR,3,0,0,0,0,0,0,0,0,0,0,3
1015,,INT CARIBB CONF DEVI,3,0,0,0,0,0,0,1,0,0,0,2
1016,,INT CON ADV INFO NET,3,0,0,0,0,0,1,1,0,0,0,1
1017,,INT J ADV APPL SCI,3,0,0,0,0,0,0,0,0,0,0,3
1018,,INT J APPL PATTERN R,3,0,0,0,0,0,0,1,0,0,0,2
1019,5.548,INT J BEHAV NUTR PHY,3,0,0,0,0,0,0,0,1,0,1,1
1020,0.833,INT J CLIN EXP MED,3,0,0,0,1,0,0,0,0,0,0,2
1021,,INT J COGN INFORM NA,3,0,0,0,0,0,1,0,0,0,0,2
1022,,INT J COMPUT SCI ENG,3,0,0,0,1,0,1,0,1,0,0,0
1023,,INT J COMPUT SCI MAT,3,0,0,0,0,0,0,0,0,0,0,3
1024,0.361,INT J DIABETES DEV C,3,0,0,0,0,0,0,0,0,0,0,3
1025,,INT J EMBED SYST,3,0,0,0,0,0,0,0,1,0,0,2
1026,,INT J HEALTHC INF SY,3,0,0,0,0,0,1,0,0,0,0,2
1027,2.316,INT J LEGAL MED,3,0,0,0,0,0,0,1,0,1,0,1
1028,,INT J MODEL IDENTIF,3,0,0,0,1,0,0,0,0,0,1,1
1029,,INT J ONLINE ENG,3,0,0,0,0,0,0,0,1,1,0,1
1030,,INT J SIGNAL IMAGING,3,0,0,0,0,0,0,1,0,0,0,2
1031,,INT J SPORTS PHYS TH,3,0,0,0,0,0,0,0,0,0,0,3
1032,1.726,INT NEUROUROL J,3,0,1,0,2,0,0,0,0,0,0,0
1033,,INTEL SYST REF LIBR,3,0,0,0,1,0,0,0,0,0,1,1
1034,,INTELL DAT CENT SYST,3,0,0,0,0,0,0,0,0,0,0,3
1035,6.224,INVEST RADIOL,3,0,0,0,0,0,0,0,2,0,0,1
1036,1.045,IRISH J MED SCI,3,0,0,0,0,0,1,2,0,0,0,0
1037,,ISSCC DIG TECH PAP I,3,0,0,0,0,0,0,2,0,0,0,1
1038,3.779,J ALLOY COMPD,3,0,0,0,0,1,0,0,0,0,0,2
1039,1.397,J APPL BIOMATER FUNC,3,0,0,0,0,0,0,0,0,0,0,3
1040,1.301,J APPL CLIN MED PHYS,3,0,1,1,0,0,0,0,0,0,0,1
1041,0.982,J BACK MUSCULOSKELET,3,0,0,0,0,0,0,0,0,1,0,2
1042,3.906,J BIOL RHYTHM,3,0,0,0,0,0,0,0,0,0,0,3
1043,3.231,J BIOMED MATER RES A,3,0,0,0,0,1,0,0,1,0,0,1
1044,1.195,J CARDIOVASC SURG,3,1,1,0,0,1,0,0,0,0,0,0
1045,0.761,J CENT SOUTH UNIV,3,0,0,0,0,1,0,0,0,0,0,2
1046,0.595,J CIRCUIT SYST COMP,3,0,0,0,0,0,0,0,0,0,1,2
1047,3.662,J ELECTROCHEM SOC,3,0,1,0,0,0,0,0,0,0,0,2
1048,2.038,J ENDOUROL,3,0,0,0,1,1,0,0,0,0,0,1
1049,1.602,J HEAT TRANS-T ASME,3,0,0,0,1,0,0,0,0,0,1,1
1050,1.258,J INSTRUM,3,0,0,0,0,0,0,0,0,0,0,3
1051,0.758,J INT ADV OTOL,3,0,0,0,0,0,0,0,0,0,0,3
1052,3.667,J INTELL MANUF,3,0,0,0,0,0,0,1,0,0,1,1
1053,2.586,J MAGN RESON,3,0,0,0,1,1,0,0,1,0,0,0
1054,5.976,J MATER CHEM C,3,0,0,0,0,0,1,1,0,0,0,1
1055,2.448,J MATER SCI-MATER M,3,0,0,0,0,0,1,0,0,0,1,1
1056,4.671,J MED INTERNET RES,3,0,0,0,0,0,1,0,1,0,0,1
1057,1.513,J MOTOR BEHAV,3,0,0,0,0,0,0,0,1,0,0,2
1058,1.140,J MULTIMODAL USER IN,3,0,0,0,0,0,0,0,1,0,0,2
1059,1.069,J NANOELECTRON OPTOE,3,0,0,0,0,0,0,1,0,0,0,2
1060,2.127,J NANOPART RES,3,0,1,2,0,0,0,0,0,0,0,0
1061,0.744,J ORGAN END USER COM,3,0,0,0,0,1,0,0,2,0,0,0
1062,2.645,J PAIN RES,3,1,0,0,0,0,0,0,0,0,0,2
1063,1.487,J PHYSIOL ANTHROPOL,3,0,0,0,0,0,0,0,0,1,1,1
1064,1.023,J POWER ELECTRON,3,0,1,0,0,0,0,0,1,0,0,1
1065,1.574,J REAL-TIME IMAGE PR,3,0,0,0,0,0,2,0,0,1,0,0
1066,3.929,J SCI MED SPORT,3,0,0,0,0,0,0,2,0,0,0,1
1067,2.190,J VERTEBR PALEONTOL,3,0,0,0,0,0,0,0,0,1,0,2
1068,2.865,J VESTIBUL RES-EQUIL,3,0,0,0,0,0,0,0,0,0,0,3
1069,1.554,J VET BEHAV,3,0,0,0,0,0,0,0,0,0,0,3
1070,2.388,JAMA FACIAL PLAST SU,3,0,0,0,0,0,0,2,1,0,0,0
1071,6.669,JAMA OPHTHALMOL,3,0,0,0,0,2,0,0,0,0,0,1
1072,0.158,KLIN NEUROPHYSIOL,3,0,0,0,1,0,0,0,0,0,0,2
1073,53.254,LANCET,3,0,0,0,0,0,1,0,0,0,0,2
1074,,LECT NOTE NETW SYST,3,0,0,0,0,0,0,0,0,1,1,1
1075,1.045,LOGOP PHONIATR VOCO,3,0,0,0,0,0,0,0,0,0,0,3
1076,1.248,MATER PLAST,3,0,0,0,0,0,0,1,0,0,1,1
1077,1.345,MEAS SCI REV,3,0,0,0,0,0,1,0,1,1,0,0
1078,,METHOD MOL BIOL,3,0,0,0,1,0,0,0,0,0,0,2
1079,1.523,METROL MEAS SYST,3,0,1,1,0,0,0,0,0,0,0,1
1080,0.841,MICRO NANO LETT,3,0,0,0,0,1,0,0,0,0,0,2
1081,2.797,MICROCIRCULATION,3,0,0,0,0,0,0,0,0,0,0,3
1082,2.384,MICROFLUID NANOFLUID,3,0,1,0,0,0,0,0,1,0,1,0
1083,0.782,MIL MED,3,0,0,0,0,1,0,0,0,0,1,1
1084,0.957,MOTOR CONTROL,3,0,1,0,0,0,0,0,0,0,0,2
1085,3.008,MRS COMMUN,3,0,0,0,0,0,0,0,0,0,0,3
1086,1.703,MULTIMEDIA SYST,3,0,2,0,0,1,0,0,0,0,0,0
1087,,NANO STR MED,3,0,0,0,0,0,0,0,0,0,0,3
1088,3.504,NANOMATERIALS-BASEL,3,0,0,0,0,1,0,0,0,0,0,2
1089,6.500,NANOMED-NANOTECHNOL,3,0,0,0,0,0,0,0,1,0,0,2
1090,7.233,NANOSCALE,3,0,1,1,0,0,0,0,0,0,0,1
1091,,NAT HUM BEHAV,3,0,0,1,0,0,0,0,1,0,0,1
1092,51.941,NAT REV MATER,3,0,0,0,1,0,0,0,0,0,0,2
1093,3.161,NEURAL PLAST,3,0,0,0,0,0,0,1,1,0,0,1
1094,1.787,NEURAL PROCESS LETT,3,0,0,0,0,1,0,0,0,0,0,2
1095,4.249,NEUROPHARMACOLOGY,3,0,0,1,1,0,0,0,1,0,0,0
1096,1.336,NUCL INSTRUM METH A,3,0,0,0,0,0,0,0,0,0,1,2
1097,1.085,NUCL SCI TECH,3,0,1,2,0,0,0,0,0,0,0,0
1098,,OCEAN SYST ENG,3,0,0,0,0,0,0,0,0,1,0,2
1099,2.262,OPHTHAL PHYSL OPT,3,0,0,0,0,0,0,0,0,0,1,2
1100,1.614,OPTIM CONTR APPL MET,3,0,0,0,0,0,1,0,0,0,0,2
1101,,ORTHOP J SPORTS MED,3,0,0,0,0,0,0,0,0,0,0,3
1102,2.444,OTOLARYNG HEAD NECK,3,0,0,0,0,1,0,1,0,0,0,1
1103,,P ASM 12 INT MANXB,3,0,0,0,0,2,1,0,0,0,0,0
1104,,P ASM 26 ANN C INFXB,3,0,1,0,0,2,0,0,0,0,0,0
1105,5.559,PAIN,3,0,0,0,0,0,0,0,0,0,0,3
1106,2.102,PANMINERVA MED,3,0,0,0,0,0,0,0,0,0,1,2
1107,1.621,PHYS BIOL,3,0,0,0,0,0,0,0,0,1,0,2
1108,1.960,PHYSICA D,3,0,0,0,0,0,0,1,0,0,0,2
1109,1.324,PHYSIOL RES,3,0,0,0,0,0,0,0,0,0,0,3
1110,,PROC CIRP,3,0,0,0,1,0,0,0,0,0,1,1
1111,,PROC IEEE INT SYMP,3,0,0,0,0,2,0,0,0,0,0,1
1112,,PROC IUTAM,3,0,0,0,0,0,0,0,0,0,1,2
1113,,PROC NAECON IEEE NAT,3,0,0,0,1,0,1,0,0,0,1,0
1114,,PROCEDIA ENGINEER,3,0,0,0,0,0,0,0,0,0,1,2
1115,,PROCEDIA MANUF,3,0,0,0,0,0,0,0,2,0,0,1
1116,0.288,PROG BIOCHEM BIOPHYS,3,1,0,0,0,0,0,0,0,0,0,2
1117,4.185,PROG NEURO-PSYCHOPH,3,0,0,0,0,0,0,1,0,0,0,2
1118,11.653,PROG RETIN EYE RES,3,0,0,1,0,0,0,1,0,0,0,1
1119,,PSYCHON B REV,3,0,0,0,0,0,0,0,1,0,0,2
1120,3.406,REMOTE SENS-BASEL,3,1,0,0,0,0,0,0,1,0,1,0
1121,14.257,REP PROG PHYS,3,0,0,0,0,0,0,0,0,0,0,3
1122,2.590,REV NEUROSCIENCE,3,0,1,0,0,1,0,0,0,0,0,1
1123,0.592,SADHANA-ACAD P ENG S,3,0,0,0,0,0,0,0,0,0,0,3
1124,3.138,SAUDI J BIOL SCI,3,0,1,0,0,1,0,0,0,0,0,1
1125,3.623,SCAND J MED SCI SPOR,3,0,0,0,0,0,0,0,0,0,0,3
1126,4.318,SCI CHINA MATER,3,0,1,0,0,0,1,0,0,0,0,1
1127,2.280,SEMICOND SCI TECH,3,0,0,0,0,0,0,0,0,0,0,3
1128,0.971,SEMIN INTERVENT RAD,3,0,0,0,0,0,0,0,0,0,0,3
1129,2.073,SIGNAL PROCESS-IMAGE,3,0,0,1,0,0,0,1,0,0,0,1
1130,,SIGNALS COMMUN TECHN,3,0,0,0,0,0,0,1,0,0,0,2
1131,3.828,SKELET MUSCLE,3,0,1,0,0,0,0,0,0,0,0,2
1132,,SLAS TECHNOL,3,0,1,0,1,1,0,0,0,0,0,0
1133,10.602,SLEEP MED REV,3,0,0,1,1,0,0,0,0,0,0,1
1134,,SOMNOLOGIE,3,0,0,0,1,0,0,0,0,0,0,2
1135,3.119,SPINE J,3,0,0,0,0,1,0,1,0,0,0,1
1136,1.141,SPORT BIOMECH,3,0,0,0,0,1,0,0,0,0,0,2
1137,3.798,STRUCT HEALTH MONIT,3,0,0,0,0,0,0,0,0,0,0,3
1138,,STUD BIG DATA,3,0,0,0,1,1,0,1,0,0,0,0
1139,1.549,SURG INNOV,3,0,0,1,0,1,0,0,0,0,0,1
1140,,T KOREAN SOC MEC ENG,3,0,0,1,0,0,0,0,0,1,0,1
1141,3.508,TISSUE ENG,3,0,0,0,0,2,0,1,0,0,0,0
1142,,TOMOGRAPHY,3,0,0,0,2,0,0,0,0,0,0,1
1143,2.193,TRANSL VIS SCI TECHN,3,0,0,0,0,0,1,2,0,0,0,0
1144,1.021,ULTRASOUND Q,3,0,0,0,0,0,0,0,0,0,0,3
1145,,VISNYK NTUU KPI SER-,3,0,0,0,1,0,0,0,0,0,0,2
1146,,2017 1 INT C INTXB,2,0,0,0,0,0,0,0,0,0,0,2
1147,,2017 2 INT C IM VIXB,2,0,0,1,0,0,0,0,0,0,0,1
1148,,2017 26 INT SCIENTXB,2,0,0,0,0,0,0,0,0,0,0,2
1149,,2017 27 INT C RADXB,2,1,0,0,0,0,0,0,0,0,0,1
1150,,2017 3 INT C CONTRXB,2,1,0,0,0,0,1,0,0,0,0,0
1151,,2017 4 INT SCIENT XB,2,0,0,0,0,0,0,0,0,0,0,2
1152,,2017 51 ANN C INFXB,2,0,0,0,0,0,0,2,0,0,0,0
1153,,2017 GLOB WIR SUMMXB,2,0,0,1,1,0,0,0,0,0,0,0
1154,,2017 IEEE 42 C LOCXB,2,0,0,0,1,0,0,0,0,0,0,1
1155,,2017 IEEE 5 PORT MXB,2,1,0,0,0,1,0,0,0,0,0,0
1156,,2017 IEEE INT C IMXB,2,0,0,0,0,0,0,0,0,0,0,2
1157,,2017 IEEE PELSXB,2,0,0,0,0,0,0,0,0,0,0,2
1158,,2017 IEEE S COMPXB,2,0,0,0,0,0,0,1,1,0,0,0
1159,,2017 INT APPL COMPXB,2,0,1,0,1,0,0,0,0,0,0,0
1160,,2017 INT C INF COMXB,2,0,0,0,0,0,0,0,0,0,0,2
1161,,2017 INT C NASCXB,2,0,1,0,0,0,0,0,0,0,0,1
1162,,2017 INT C PLATFXB,2,0,0,0,0,0,0,0,0,0,0,2
1163,,2017 INT MULT ENGXB,2,0,1,1,0,0,0,0,0,0,0,0
1164,,2017 INT S ANT PROXB,2,0,0,0,0,0,0,0,0,0,0,2
1165,,2017 SBMOIEEE MTTSXB,2,0,0,0,1,0,0,0,0,0,0,1
1166,3.804,AAPS J,2,0,0,0,0,0,1,0,0,0,1,0
1167,2.110,ACAD RADIOL,2,0,1,0,0,0,0,0,0,0,0,1
1168,,ACM T ACCESS COMPUT,2,0,0,0,0,0,0,0,0,0,0,2
1169,4.384,ACM T GRAPHIC,2,0,0,0,0,0,0,0,0,0,0,2
1170,2.905,ACM T MATH SOFTWARE,2,0,0,0,0,0,0,0,0,0,0,2
1171,0.735,ACOUST AUST,2,0,0,0,0,0,0,0,0,0,0,2
1172,5.316,ACS SYNTH BIOL,2,0,0,0,0,0,0,0,0,0,1,1
1173,1.129,ACTA ACUST UNITED AC,2,0,0,0,0,0,0,0,0,0,0,2
1174,1.545,ACTA MECH SINICA-PRC,2,0,0,0,0,0,0,0,0,0,0,2
1175,3.126,ACTA NEUROL SCAND,2,0,0,0,0,0,0,0,0,0,0,2
1176,2.580,ACTA PAEDIATR,2,0,0,0,0,0,0,0,0,0,0,2
1177,0.875,ACTA PHYS POL B,2,0,0,0,0,0,0,0,1,0,0,1
1178,1.823,ACTA RADIOL,2,0,0,0,0,0,0,0,0,0,0,2
1179,,ACTUATORS,2,0,0,0,0,0,1,0,0,0,0,1
1180,5.578,ADDICT BIOL,2,0,0,0,0,0,0,0,0,0,2,0
1181,,ADJ P 2017 IEEE INXB,2,0,0,0,1,0,0,0,0,1,0,0
1182,,ADV BUS STRATEGY COM,2,0,0,0,0,0,0,0,0,0,0,2
1183,,ADV COMPUT VIS PATT,2,0,0,0,0,0,0,1,0,0,0,1
1184,,ADV WIREL TECHNOL TE,2,0,0,0,0,0,1,0,0,0,0,1
1185,5.200,ADV WOUND CARE,2,0,0,0,0,0,0,0,0,0,0,2
1186,,AGRI,2,0,0,0,0,0,0,0,0,0,0,2
1187,4.847,AM J BIOETHICS,2,0,0,2,0,0,0,0,0,0,0,0
1188,3.171,AM J CARDIOL,2,0,0,0,0,0,0,0,0,0,0,2
1189,3.082,AM J PHYSIOL-REG I,2,0,0,0,0,0,0,0,0,0,0,2
1190,3.125,AM J ROENTGENOL,2,0,0,0,0,0,0,1,0,0,0,1
1191,3.061,AM J TRANSL RES,2,0,0,0,0,0,0,1,0,0,1,0
1192,1.719,AMB EXPRESS,2,0,0,0,0,0,0,0,0,0,0,2
1193,2.275,ANAL BIOCHEM,2,0,2,0,0,0,0,0,0,0,0,0
1194,12.102,ANGEW CHEM INT EDIT,2,0,0,0,1,0,0,0,0,1,0,0
1195,3.771,ANN INTENSIVE CARE,2,0,0,0,0,0,0,1,0,0,0,1
1196,1.656,ANN NUCL MED,2,0,0,0,0,1,0,0,0,0,1,0
1197,4.277,ANN NY ACAD SCI,2,0,0,0,0,2,0,0,0,0,0,0
1198,13.930,ANN ONCOL,2,0,0,0,1,0,0,0,1,0,0,0
1199,,ANN TRANSL MED,2,1,0,0,0,0,0,0,0,0,0,1
1200,1.363,ANN VASC SURG,2,0,0,0,0,0,0,0,0,0,1,1
1201,3.290,ANNU REV STAT APPL,2,0,0,0,0,0,0,0,0,0,0,2
1202,1.138,APPL CLIN INFORM,2,0,0,0,0,1,1,0,0,0,0,0
1203,2.826,APPL SPECTROSC REV,2,0,0,0,0,0,1,1,0,0,0,0
1204,6.086,ARTERIOSCL THROM VAS,2,0,0,0,1,0,0,0,0,0,0,1
1205,1.143,ARTERY RES,2,0,0,0,0,0,0,0,0,0,0,2
1206,4.269,ARTHRITIS RES THER,2,0,0,0,0,0,1,0,0,0,0,1
1207,4.330,ARTHROSCOPY,2,0,0,1,0,0,1,0,0,0,0,0
1208,0.897,ARTIF LIFE,2,0,0,0,0,0,0,0,0,0,0,2
1209,1.059,AUST J CHEM,2,0,0,0,0,0,0,0,0,0,0,2
1210,,BEHAV RES THER,2,0,0,0,0,0,0,0,0,0,0,2
1211,,BIOCOMPUTING,2,0,0,0,0,0,1,0,1,0,0,0
1212,1.639,BIOENGINEERED,2,0,0,1,0,0,1,0,0,0,0,0
1213,2.455,BIOINTERPHASES,2,0,1,0,0,0,0,0,0,0,1,0
1214,11.984,BIOL PSYCHIAT,2,0,0,0,0,0,0,0,0,0,0,2
1215,5.738,BIOMACROMOLECULES,2,0,0,0,0,1,0,0,0,1,0,0
1216,5.831,BIOMATER SCI-UK,2,0,0,0,0,1,1,0,0,0,0,0
1217,,BIOMED INFORM INSIGH,2,0,0,0,0,0,0,0,0,0,0,2
1218,3.457,BIOMED PHARMACOTHER,2,0,0,0,0,0,0,0,0,0,0,2
1219,4.876,BJOG-INT J OBSTET GY,2,0,0,0,0,0,0,0,1,0,1,0
1220,2.134,BMC MED INFORM DECIS,2,0,0,0,1,0,0,0,0,0,1,0
1221,1.998,BMC MUSCULOSKEL DIS,2,0,0,0,0,0,0,0,0,0,0,2
1222,2.419,BMC PSYCHIATRY,2,0,0,0,0,0,0,0,1,1,0,0
1223,,BMC SPORTS SCI MED R,2,0,0,0,0,0,0,0,0,0,0,2
1224,2.050,BMC SYST BIOL,2,0,0,0,0,0,0,0,0,0,0,2
1225,6.306,BRAIN BEHAV IMMUN,2,0,0,0,0,0,0,0,0,0,0,2
1226,2.061,BRAIN INJURY,2,0,0,0,0,0,0,0,0,0,0,2
1227,,BRAIN-BROAD RES ARTI,2,0,0,0,0,0,0,1,0,0,1,0
1228,,C P 2017 3 IEEE INXB,2,0,0,0,0,0,1,0,0,0,1,0
1229,,C PROC SOC EXP MECH,2,0,1,0,0,0,0,0,0,0,0,1
1230,2.006,CAN J NEUROL SCI,2,0,0,1,0,0,0,0,0,0,0,1
1231,6.290,CARDIOVASC RES,2,0,0,0,0,0,1,0,0,0,0,1
1232,5.638,CELL DEATH DIS,2,0,0,0,2,0,0,0,0,0,0,0
1233,6.721,CELL MOL LIFE SCI,2,0,0,0,0,0,0,0,1,0,0,1
1234,3.199,CEREBELLUM,2,0,0,0,0,0,0,0,0,0,0,2
1235,3.306,CHEM ENG SCI,2,0,0,0,0,0,0,0,0,0,0,2
1236,5.160,CHEM-EUR J,2,0,0,0,0,0,0,0,0,0,0,2
1237,,CHEMOSENSORS,2,0,0,1,0,0,0,0,0,0,0,1
1238,1.235,CHILD NERV SYST,2,0,0,0,0,0,1,0,0,0,0,1
1239,0.650,CHINESE J ELECTRON,2,0,0,0,0,1,0,0,0,0,0,1
1240,0.847,CHINESE PHYS LETT,2,0,0,0,0,0,0,0,0,0,0,2
1241,2.895,CIRC J,2,0,0,0,0,0,0,1,0,1,0,0
1242,1.635,CLIN AUTON RES,2,0,0,0,0,0,0,0,0,1,0,1
1243,3.217,CLIN EXP OPHTHALMOL,2,0,0,0,0,0,0,0,0,0,0,2
1244,,CLIN TRANSL IMAGING,2,0,0,0,1,1,0,0,0,0,0,0
1245,3.997,COLLOID SURFACE B,2,1,0,0,0,0,0,0,0,0,0,1
1246,1.762,COMMUN COMPUT PHYS,2,0,0,0,0,0,0,1,1,0,0,0
1247,0.697,COMPUT ANIMAT VIRT W,2,0,0,0,0,0,0,0,0,0,0,2
1248,2.427,COMPUT ELECTRON AGR,2,0,0,0,0,0,0,0,1,1,0,0
1249,0.410,COMPUT INFORM,2,0,0,0,0,0,0,0,0,0,0,2
1250,1.776,COMPUT SPEECH LANG,2,0,0,0,0,0,0,0,1,1,0,0
1251,2.887,COMPUT STRUCT,2,1,0,0,0,0,0,0,0,0,0,1
1252,,COMPUT-AIDED CHEM EN,2,0,0,0,0,0,0,0,0,0,0,2
1253,5.475,COMPUT-AIDED CIV INF,2,0,0,0,0,0,0,0,0,0,1,1
1254,2.050,CRYOBIOLOGY,2,0,1,0,0,0,0,0,0,0,1,0
1255,1.958,CURR CARDIOL REP,2,0,0,1,0,0,0,0,0,0,0,1
1256,3.568,CURR DIABETES REP,2,1,0,0,1,0,0,0,0,0,0,0
1257,2.078,CURR DRUG DELIV,2,0,0,0,0,0,0,0,0,0,0,2
1258,2.655,CURR DRUG METAB,2,0,1,1,0,0,0,0,0,0,0,0
1259,3.782,CURR OPIN INFECT DIS,2,0,1,0,0,0,0,1,0,0,0,0
1260,6.313,CURR OPIN PHARMACOL,2,0,0,0,0,0,1,0,0,0,0,1
1261,,DEEP IM TISS BIOMXB,2,0,0,0,0,0,0,0,0,0,0,2
1262,4.039,DENT MATER,2,0,0,0,0,0,0,0,0,0,0,2
1263,1.205,DENT MATER J,2,0,0,0,0,0,0,0,0,0,0,2
1264,1.848,DENTOMAXILLOFAC RAD,2,0,0,0,0,1,0,1,0,0,0,0
1265,,DESTECH T ENVIR,2,0,0,0,0,0,0,0,0,0,0,2
1266,2.507,DEV DYNAM,2,0,0,0,0,0,0,0,0,0,1,1
1267,7.273,DIABETES,2,0,1,0,0,0,0,0,0,0,0,1
1268,5.980,DIABETES OBES METAB,2,0,1,0,0,0,1,0,0,0,0,0
1269,,DIFFER EQUAT DYN SYS,2,0,0,0,0,0,0,0,0,0,0,2
1270,0.359,DYNAM SYST APPL,2,0,0,0,0,0,0,0,0,0,0,2
1271,0.680,E ASIAN J APPL MATH,2,0,0,0,0,0,0,0,0,0,0,2
1272,1.808,ECS J SOLID STATE SC,2,0,0,0,0,0,0,0,1,0,0,1
1273,,EDUC PSYCHOL-US,2,0,0,0,0,0,1,1,0,0,0,0
1274,,EL PACKAG TECH CONF,2,0,0,0,1,0,0,0,0,1,0,0
1275,1.269,ELECTR ENG,2,0,0,0,0,0,1,0,0,1,0,0
1276,2.856,ELECTR POW SYST RES,2,0,0,0,0,0,1,0,0,0,0,1
1277,1.074,ELECTROCHEMISTRY,2,0,0,0,0,0,0,0,0,0,0,2
1278,3.179,ENDOCRINE,2,0,0,0,0,0,0,0,0,0,0,2
1279,4.376,ENVIRON HEALTH-GLOB,2,0,0,0,0,0,0,0,0,0,0,2
1280,4.732,ENVIRON RES,2,0,0,0,0,0,0,0,0,0,1,1
1281,1.834,EPL-EUROPHYS LETT,2,0,1,0,1,0,0,0,0,0,0,0
1282,2.954,EUR J CLIN NUTR,2,0,0,0,1,0,0,0,0,0,0,1
1283,10.683,EUR J HEART FAIL,2,0,0,0,0,0,0,0,1,0,1,0
1284,0.698,EUR J INTEGR MED,2,0,0,0,0,0,0,0,0,0,0,2
1285,3.040,EUR J PHARMACOL,2,0,0,0,0,0,0,1,0,0,0,1
1286,,EUR J PHYSIOTHER,2,0,0,0,0,0,0,0,0,1,0,1
1287,,EUR J TRANSL MYOL,2,0,0,0,0,1,0,0,0,0,0,1
1288,,EXP AT INT C,2,0,0,0,0,0,0,0,0,0,0,2
1289,3.152,EXP EYE RES,2,0,0,0,0,0,0,1,0,0,0,1
1290,2.195,EXP FLUIDS,2,0,0,0,0,0,0,0,0,0,0,2
1291,1.353,FIBER POLYM,2,0,0,0,0,0,2,0,0,0,0,0
1292,,FOUND TRENDS SIGNAL,2,0,0,0,0,0,0,0,1,0,0,1
1293,4.300,FRONT CELL NEUROSCI,2,0,0,0,1,0,0,0,0,0,0,1
1294,,FRONT INTEGR NEUROSC,2,0,0,0,0,0,0,0,0,0,0,2
1295,,FRONT MED,2,0,0,1,0,0,0,0,0,0,0,1
1296,3.902,FRONT MOL NEUROSCI,2,0,0,0,0,0,0,0,0,0,0,2
1297,4.639,FUTURE GENER COMP SY,2,0,0,0,0,0,0,0,0,1,0,1
1298,7.204,GASTROINTEST ENDOSC,2,0,0,0,0,0,1,0,0,0,1,0
1299,2.656,GERIATR GERONTOL INT,2,0,0,1,0,0,0,0,1,0,0,0
1300,3.532,GERONTOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
1301,1.906,GLOBAL HEALTH ACTION,2,0,0,0,0,1,0,0,1,0,0,0
1302,1.767,GOLD BULL,2,0,0,0,0,0,1,1,0,0,0,0
1303,3.264,HARVARD REV PSYCHIAT,2,0,1,1,0,0,0,0,0,0,0,0
1304,4.513,HEALTH TECHNOL ASSES,2,0,0,0,0,2,0,0,0,0,0,0
1305,,HEALTHC INFORM RES,2,0,0,0,0,0,0,0,1,0,0,1
1306,,HEALTHCARE,2,0,0,1,0,0,0,1,0,0,0,0
1307,,HELIX,2,0,0,0,0,0,0,0,0,0,0,2
1308,1.500,HEPATOB PANCREAT DIS,2,0,0,0,0,0,0,2,0,0,0,0
1309,2.371,HUM FACTORS,2,0,0,0,0,0,0,0,0,0,0,2
1310,,I C OPT COMMUN NETW,2,0,0,0,0,2,0,0,0,0,0,0
1311,,I NAVIG SAT DIV INT,2,0,0,0,0,0,0,0,2,0,0,0
1312,,IC 2017 P 2017 INTXB,2,0,0,0,0,1,0,0,0,0,0,1
1313,3.110,IEEE ACM T NETWORK,2,0,0,0,0,0,0,0,0,0,1,1
1314,,IEEE CUST INTEGR CIR,2,0,0,0,0,0,0,0,0,0,0,2
1315,,IEEE I C CONS ELECT,2,0,0,0,0,0,1,0,0,0,0,1
1316,,IEEE INFOCOM SER,2,0,0,0,1,0,0,0,0,0,0,1
1317,2.777,IEEE J-STARS,2,0,0,1,0,0,0,0,0,0,1,0
