Cited Journal Data: NEUROIMAGE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
997,,SOC COGNITION,7,0,0,0,0,0,1,0,0,0,1,5
998,1.932,STAT MED,7,0,0,0,0,1,0,1,1,2,0,2
999,,TRENDS NEUROSCI EDUC,7,0,0,1,1,0,1,1,0,0,0,3
1000,0.580,TURK J ELECTR ENG CO,7,0,0,1,1,0,0,0,0,0,1,4
1001,,WORLD FAM MED,7,1,0,0,0,1,2,0,1,0,0,2
1002,,2017 2 INT C ADVXB,6,0,0,1,0,0,1,0,0,0,0,4
1003,,2017 IEEE EMBS INTXB,6,0,0,1,1,0,2,0,1,0,0,1
1004,2.110,ACAD RADIOL,6,0,0,0,0,0,0,1,0,0,0,5
1005,0.878,ACTAS ESP PSIQUIATRI,6,0,0,0,0,0,0,1,0,2,1,2
1006,,ADV BIOMED ENG,6,0,0,0,0,0,1,0,1,0,3,1
1007,,ADV EXP SOC PSYCHOL,6,0,0,0,1,0,0,0,0,0,1,4
1008,13.325,ADV FUNCT MATER,6,0,0,0,1,2,0,3,0,0,0,0
1009,0.961,ADV ROBOTICS,6,0,0,0,0,1,1,1,0,1,0,2
1010,,AGGRESS VIOLENT BEH,6,0,0,1,1,0,0,0,1,0,1,2
1011,,AIMS BIOPHYS,6,0,0,0,1,0,0,1,0,0,3,1
1012,,AKTUEL NEUROL,6,0,1,1,0,0,0,0,0,0,2,2
1013,2.264,AM J MED GENET A,6,0,0,0,0,0,0,0,0,0,1,5
1014,3.569,AM J PHYSIOL-HEART C,6,0,0,0,1,1,0,1,1,1,0,1
1015,0.546,B EXP BIOL MED+,6,0,0,0,0,0,3,1,0,1,1,0
1016,0.787,BIOL INSPIR COGN ARC,6,0,1,0,0,0,1,1,0,1,0,2
1017,3.457,BIOMED PHARMACOTHER,6,0,0,0,1,0,0,1,0,0,1,3
1018,4.688,BJU INT,6,0,0,0,0,0,0,0,0,1,1,4
1019,4.455,BONE,6,0,1,0,1,0,1,0,1,0,0,2
1020,6.810,BRIT J PHARMACOL,6,0,0,0,0,0,1,1,1,2,0,1
1021,7.867,BRIT J SPORT MED,6,0,0,0,0,0,2,2,0,0,0,2
1022,,C HUM SYST INTERACT,6,0,0,1,1,0,0,0,0,0,0,4
1023,,CESK PSYCHOL,6,0,0,1,1,1,0,0,1,1,0,1
1024,2.386,CLIN ORAL INVEST,6,0,0,0,0,0,0,0,0,0,0,6
1025,2.600,CLIN PHYSIOL FUNCT I,6,0,0,1,1,0,1,1,0,0,0,2
1026,4.206,CNS DRUGS,6,0,0,1,0,0,2,0,0,0,0,3
1027,,COGENT BUS MANAG,6,0,0,0,0,0,0,0,0,1,1,4
1028,3.479,COGN COMPUT,6,0,2,0,0,0,0,0,1,0,0,3
1029,2.046,COMPUT GRAPH FORUM,6,0,0,0,0,0,1,2,0,0,0,3
1030,,CUAD NEUROPSICOL,6,0,0,0,0,1,0,1,0,0,2,2
1031,3.234,CURR HYPERTENS REP,6,0,0,1,0,0,0,1,2,0,1,1
1032,2.949,DIS MARKERS,6,0,0,0,4,0,1,1,0,0,0,0
1033,0.261,ELECTR COMMUN JPN,6,0,0,0,0,0,1,0,0,0,0,5
1034,3.900,EPMA J,6,0,0,0,0,0,1,0,0,1,1,3
1035,2.679,EUR J CLIN PHARMACOL,6,0,0,0,0,0,0,0,0,0,0,6
1036,1.562,EUR NEUROL,6,0,1,0,0,1,1,1,0,1,0,1
1037,1.947,EUR PHYS J-SPEC TOP,6,0,0,0,0,0,0,1,1,2,0,2
1038,2.732,EXP PHYSIOL,6,0,0,1,1,0,1,0,0,0,0,3
1039,,FRONT PUBLIC HEALTH,6,0,0,0,0,1,1,1,0,1,0,2
1040,1.479,GEN PHYSIOL BIOPHYS,6,0,1,0,0,0,0,0,0,1,2,2
1041,5.846,GLIA,6,0,0,1,1,0,2,0,1,0,0,1
1042,,IEEE COMPUT SOC CONF,6,0,0,1,0,1,0,0,0,2,0,2
1043,,IEEE INT SYMP CIRC S,6,0,0,0,0,0,1,0,1,0,0,4
1044,2.563,IEEE T HUM-MACH SYST,6,0,1,0,0,1,2,1,0,0,0,1
1045,2.704,IEEE T ULTRASON FERR,6,0,2,0,2,0,0,1,0,0,0,1
1046,,IEEE WINT CONF APPL,6,0,0,1,1,0,0,0,0,1,0,3
1047,0.829,IETE J RES,6,0,1,0,0,0,1,0,0,1,0,3
1048,,INFANCY,6,0,0,1,0,2,2,0,0,0,0,1
1049,,INT C INTELL COMP CO,6,0,0,1,0,0,0,1,0,1,0,3
1050,,INT J BILINGUAL,6,0,0,0,3,0,1,0,0,0,0,2
1051,,INT J BIOMED ENG TEC,6,0,1,0,2,0,1,1,0,0,0,1
1052,,INT J CLIN EXP HYP,6,0,0,1,0,1,1,0,0,1,0,2
1053,2.784,INT J MOL MED,6,0,0,0,1,0,0,1,0,3,0,1
1054,4.370,INT J NANOMED,6,0,0,0,0,0,2,3,0,0,0,1
1055,1.305,INT J PEDIATR OTORHI,6,0,0,1,1,0,0,0,1,1,0,2
1056,1.946,INVERSE PROBL,6,0,0,0,0,0,1,0,0,0,0,5
1057,,J ANXIETY DISORD,6,0,0,0,0,0,0,0,1,1,0,4
1058,,J BEHAV DECIS MAKING,6,0,0,0,1,1,0,2,0,0,0,2
1059,,J BIOMED RES,6,0,0,0,1,1,0,0,1,1,0,2
1060,,J BUS RES,6,0,0,1,0,0,0,1,0,0,0,4
1061,,J CHILD LANG,6,0,0,1,0,0,1,1,0,0,1,2
1062,,J CONSULT CLIN PSYCH,6,0,1,1,0,0,0,2,1,0,0,1
1063,2.792,J DIABETES COMPLICAT,6,0,0,0,0,0,2,0,0,1,1,2
1064,2.452,J FORMOS MED ASSOC,6,0,0,1,0,0,0,0,0,1,0,4
1065,1.426,J INTELL FUZZY SYST,6,0,0,1,0,0,3,0,0,0,0,2
1066,1.588,J KOREAN MED SCI,6,0,0,1,0,0,1,0,4,0,0,0
1067,1.426,J MANIP PHYSIOL THER,6,0,1,1,0,0,0,0,0,0,1,3
1068,2.868,J NUTR HEALTH AGING,6,0,0,0,0,0,0,2,1,0,0,3
1069,,J SERB SOC COMPUT ME,6,0,0,0,1,1,1,0,0,0,1,2
1070,1.804,J THORAC DIS,6,1,0,0,0,0,2,0,1,0,0,2
1071,,LANG SCI,6,0,0,0,1,0,0,0,3,0,0,2
1072,1.740,MAGN RESON IMAGING C,6,0,0,1,3,1,0,0,0,0,0,1
1073,,MALAYS J MED SCI,6,0,0,0,0,0,0,1,1,2,0,2
1074,1.236,MICROELECTRON RELIAB,6,0,0,0,1,0,1,1,0,1,0,2
1075,,MIND LANG,6,0,0,0,0,2,1,0,1,0,1,1
1076,1.414,MOL IMAGING,6,0,0,0,0,2,0,1,1,0,1,1
1077,3.205,MOL PAIN,6,0,0,1,0,1,1,1,0,1,0,1
1078,3.697,NEUROEPIDEMIOLOGY,6,0,0,0,0,0,0,1,1,0,0,4
1079,,NURT NAT ATT CHILDXB,6,0,0,1,3,1,0,0,0,0,0,1
1080,1.670,OPER NEUROSURG,6,0,0,0,2,0,0,0,0,0,0,4
1081,0.842,OPHTHALMOLOGE,6,0,0,0,1,0,0,0,0,1,0,4
1082,5.347,P NUTR SOC,6,0,0,1,0,0,0,2,2,0,1,0
1083,1.867,PHYS MED REH CLIN N,6,0,0,0,0,1,2,0,0,0,0,3
1084,6.000,PROG NUCL MAG RES SP,6,0,0,1,2,1,2,0,0,0,0,0
1085,,PSYCHIATR REHABIL J,6,0,0,0,3,0,0,0,1,1,0,1
1086,,PSYCHOANAL STUD CHIL,6,0,0,0,0,0,1,2,0,1,0,2
1087,,PSYCHOL INJ LAW,6,0,0,0,1,0,1,1,0,0,0,3
1088,,REV INT EDUC MUSICAL,6,0,0,0,0,0,0,0,0,0,1,5
1089,,SAL NETW HUM BRAINXB,6,0,1,0,0,1,2,1,1,0,0,0
1090,4.356,SEMIN ARTHRITIS RHEU,6,0,0,0,2,0,1,1,1,0,1,0
1091,,SER BIOENG,6,0,0,1,0,0,0,1,1,0,0,3
1092,,SIBGRAPI,6,0,1,0,0,0,2,0,1,1,0,1
1093,,SIG P ALGO ARCH ARR,6,0,0,0,0,0,2,0,0,1,0,3
1094,2.367,SOFT COMPUT,6,0,1,1,1,0,0,0,0,0,0,3
1095,,SPEECH LANG HEARING,6,0,1,0,0,0,0,0,1,1,3,0
1096,3.047,STRESS,6,0,0,0,0,1,0,1,0,2,1,1
1097,,STUD COMPUT INTELL,6,0,0,0,1,0,2,0,1,0,0,2
1098,,STUD HIST PHI PART C,6,0,0,0,0,1,2,1,1,0,1,0
1099,4.750,THER ADV NEUROL DISO,6,1,1,0,0,0,3,1,0,0,0,0
1100,,UNDERST COMPLEX SYST,6,0,0,0,0,0,0,2,2,0,0,2
1101,1.564,YONSEI MED J,6,0,0,0,1,0,0,1,1,0,1,2
1102,,2017 16 IEEEAC INTXB,5,0,0,0,0,0,2,2,0,0,0,1
1103,,2017 IEEE 2 INT CXB,5,0,0,0,0,0,0,0,0,1,1,3
1104,,2017 IEEE INT C CYXB,5,1,0,0,0,0,1,1,0,0,0,2
1105,,2017 JOINT 17 WORLXB,5,0,0,0,0,0,0,1,1,0,0,3
1106,,ACCIDENT ANAL PREV,5,0,0,0,0,1,1,0,0,0,0,3
1107,3.127,ACTA DERM-VENEREOL,5,0,0,0,1,0,2,0,0,0,0,2
1108,1.161,ACTA OTO-LARYNGOL,5,0,0,0,0,0,0,0,1,1,0,3
1109,,ACTA RADIOL OPEN,5,0,1,0,0,0,2,0,1,0,1,0
1110,2.275,ACUPUNCT MED,5,0,0,0,0,0,0,0,0,2,0,3
1111,4.914,AIDS,5,0,0,0,2,0,0,1,0,0,0,2
1112,,AIMS MED SCI,5,0,0,0,0,0,1,0,0,0,1,3
1113,1.653,AIP ADV,5,0,0,0,0,1,1,1,2,0,0,0
1114,4.045,ALLERGOL INT,5,0,0,0,0,1,1,0,0,0,0,3
1115,,AM J PLAY,5,0,1,0,0,0,1,0,1,0,0,2
1116,2.073,ANAL METHODS-UK,5,0,0,0,0,0,0,1,2,0,0,2
1117,3.432,ANN PHYS REHABIL MED,5,0,0,0,0,1,0,0,0,0,1,3
1118,1.605,ANTHROZOOS,5,0,0,0,1,0,0,0,0,0,0,4
1119,2.241,ARCH GERONTOL GERIAT,5,0,0,1,1,0,1,1,0,0,0,1
1120,2.559,BIOCHEM BIOPH RES CO,5,0,1,1,0,0,1,1,1,0,0,0
1121,1.087,BIOMED PAP,5,0,0,0,0,0,0,0,1,0,0,4
1122,1.524,BIOMETRICS,5,0,0,0,0,2,1,0,1,0,0,1
1123,2.881,BIOORGAN MED CHEM,5,0,0,0,0,0,0,2,0,0,1,2
1124,4.524,CAN J CARDIOL,5,0,0,1,1,0,0,0,1,0,1,1
1125,,CAN J EXP PSYCHOL,5,0,0,0,2,0,0,0,2,0,0,1
1126,8.122,CANCER TREAT REV,5,0,0,0,0,0,1,0,3,0,1,0
1127,40.182,CHEM SOC REV,5,0,0,0,0,3,1,1,0,0,0,0
1128,3.009,CHEMMEDCHEM,5,0,0,0,0,0,4,0,0,0,0,1
1129,,CHILD ABUSE NEGLECT,5,1,0,0,0,0,0,1,2,1,0,0
1130,2.033,CHILD ADOL PSYCH MEN,5,0,0,0,0,1,0,0,0,0,0,4
1131,10.199,CLIN CANCER RES,5,0,0,0,0,2,1,0,0,0,0,2
1132,,CLIN PSYCHOL-SCI PR,5,0,0,0,1,0,0,0,1,1,0,2
1133,1.260,COGN TECHNOL WORK,5,0,0,0,1,0,4,0,0,0,0,0
1134,2.128,COMPR PSYCHIAT,5,0,0,2,1,1,0,0,0,1,0,0
1135,4.148,COMPUT STRUCT BIOTEC,5,0,0,0,1,1,1,1,0,0,0,1
1136,,CONTRIB STAT,5,0,0,0,0,0,1,0,1,1,1,1
1137,4.495,CRIT REV ONCOL HEMAT,5,0,0,0,1,1,0,2,1,0,0,0
1138,3.734,CURR OPIN FOOD SCI,5,0,1,2,0,0,0,0,1,0,0,1
1139,,CURR PERSPECT SOC BE,5,0,0,0,1,0,0,3,0,0,0,1
1140,0.883,CURR SCI INDIA,5,0,2,0,0,0,0,0,0,0,0,3
1141,,DEV REV,5,0,0,0,1,1,1,0,1,0,1,0
1142,3.340,DIABETES VASC DIS RE,5,0,0,0,0,0,1,0,0,1,0,3
1143,3.890,DTSCH ARZTEBL INT,5,0,0,0,0,0,0,1,1,0,1,2
1144,10.293,EMBO MOL MED,5,0,0,0,0,0,0,0,0,1,0,4
1145,9.333,EPILEPSY CURR,5,1,1,1,0,0,2,0,0,0,0,0
1146,,EUR J PERSONALITY,5,0,1,1,1,1,0,0,0,0,0,1
1147,,EUR J PSYCHOL,5,0,0,0,0,0,0,2,2,0,0,1
1148,2.576,EUR J SPORT SCI,5,0,0,0,0,0,0,0,1,2,0,2
1149,2.634,EUR SPINE J,5,0,0,0,1,0,1,0,0,0,1,2
1150,1.639,EURASIP J ADV SIG PR,5,0,0,0,0,2,0,0,0,0,0,3
1151,1.813,FETAL DIAGN THER,5,0,0,0,1,0,1,0,1,0,1,1
1152,6.020,FREE RADICAL BIO MED,5,0,0,0,2,1,0,0,0,0,1,1
1153,,FRONT SOC PSYCHOL,5,0,0,0,0,0,1,1,0,2,1,0
1154,,FRONT SURG,5,0,0,0,1,1,0,1,0,1,0,1
1155,9.462,GENE DEV,5,0,1,0,0,0,0,0,0,0,2,2
1156,,IC 2017 P 2017 INTXB,5,0,1,0,0,0,1,0,1,0,0,2
1157,,ICPR P 6 INT C PATXB,5,0,0,0,0,0,2,1,0,0,0,2
1158,3.933,IEEE CIRC SYST MAG,5,0,0,0,2,0,1,1,0,0,0,1
1159,,IEEE SYST MAN CYBERN,5,0,0,0,1,1,0,2,0,0,0,1
1160,,INT J BEHAV DEV,5,0,0,0,0,0,1,1,0,0,0,3
1161,0.652,INT J DATA MIN BIOIN,5,0,0,0,1,0,0,2,2,0,0,0
1162,3.897,INT J EAT DISORDER,5,0,1,0,1,0,0,0,0,0,0,3
1163,2.396,INT J FUZZY SYST,5,0,0,0,0,0,0,1,0,0,0,4
1164,2.500,INT J METH PSYCH RES,5,0,0,0,0,1,0,0,0,0,0,4
1165,,J ADOLESCENCE,5,0,0,0,0,1,0,1,2,1,0,0
1166,,J ADVERTISING,5,0,0,0,0,1,0,1,0,1,0,2
1167,,J AM ACAD PSYCHIATRY,5,0,0,0,0,0,1,2,0,1,0,1
1168,2.431,J BIOMECH,5,0,0,0,1,0,2,0,0,0,0,2
1169,3.466,J BIOMED SCI,5,0,1,0,2,0,1,0,0,0,0,1
1170,,J CHILD SEX ABUS,5,0,0,0,0,0,2,0,0,0,0,3
1171,1.790,J COMPUT GRAPH STAT,5,0,0,0,1,0,1,1,2,0,0,0
1172,,J CONSUM BEHAV,5,0,0,0,0,0,1,0,0,0,1,3
1173,0.772,J CRANIOFAC SURG,5,0,0,1,0,0,1,0,0,0,2,1
1174,1.650,J ELASTICITY,5,0,0,0,3,0,0,0,1,0,1,0
1175,,J FORENSIC RADIOL IM,5,0,0,1,0,0,0,1,0,1,0,2
1176,,J PERS DISORD,5,0,0,0,1,0,1,1,0,0,0,2
1177,2.757,J PHYSIOL SCI,5,0,0,0,0,0,0,0,0,1,1,3
1178,1.574,J REAL-TIME IMAGE PR,5,0,0,0,0,0,0,2,0,1,0,2
1179,,J RES ADOLESCENCE,5,0,0,0,0,0,0,0,3,0,0,2
1180,0.882,KLIN MONATSBL AUGENH,5,1,0,2,0,1,0,0,0,0,1,0
1181,15.233,LANCET PSYCHIAT,5,0,2,0,0,0,1,0,0,0,0,2
1182,1.235,LANG SPEECH,5,0,0,0,0,0,1,1,0,0,0,3
1183,2.442,LARYNGOSCOPE,5,0,0,0,0,1,0,0,0,0,0,4
1184,,LARYNSCOPE INVEST,5,0,0,0,1,0,0,1,1,0,0,2
1185,,LECT NOTES ARTIF INT,5,0,1,0,0,1,0,2,0,0,1,0
1186,3.234,LIFE SCI,5,0,0,0,0,0,0,2,0,1,0,2
1187,1.101,MATH MODEL NAT PHENO,5,0,0,0,0,1,1,0,2,0,0,1
1188,4.069,METALLOMICS,5,0,3,0,0,0,0,1,0,0,0,1
1189,6.426,MOL NEURODEGENER,5,0,1,0,0,1,0,1,1,1,0,0
1190,,MOTIV EMOTION,5,0,0,1,0,0,1,0,1,0,1,1
1191,1.787,NEURAL PROCESS LETT,5,0,1,1,1,0,0,1,1,0,0,0
1192,3.072,NEUROL CLIN,5,0,1,0,0,0,1,0,0,1,0,2
1193,1.403,NEUROL MED-CHIR,5,0,0,0,0,0,1,1,0,0,0,3
1194,6.059,NEUROPATH APPL NEURO,5,0,0,0,0,0,1,1,0,1,0,2
1195,0.453,NEUROQUANTOLOGY,5,0,1,0,1,0,0,1,0,0,1,1
1196,,NUTR BULL,5,0,0,0,1,0,1,1,0,0,1,1
1197,2.182,OTOL NEUROTOL,5,0,1,0,2,1,0,0,0,0,0,1
1198,,P ASM 10 ANN DYNXB,5,0,0,1,0,0,0,0,0,0,1,3
1199,1.771,P JPN ACAD B-PHYS,5,0,0,0,1,0,0,0,0,0,0,4
1200,3.172,PEDIATR DIABETES,5,0,0,0,0,0,0,0,0,0,0,5
1201,,PEERJ COMPUT SCI,5,0,0,0,0,0,0,0,0,0,1,4
1202,,PERS SOC PSYCHOL REV,5,0,0,0,0,0,1,1,0,0,0,3
1203,2.730,PITUITARY,5,0,0,0,0,0,1,0,0,1,0,3
1204,,PROCEDIA COMPUT SCI,5,0,0,0,2,0,1,0,0,0,1,1
1205,3.427,PROG BIOPHYS MOL BIO,5,0,0,1,2,0,0,0,0,0,0,2
1206,1.209,PSYCHOGERIATRICS,5,0,0,0,0,1,0,0,1,0,1,2
1207,,PSYCHOL ADDICT BEHAV,5,0,0,0,0,0,1,0,0,0,0,4
1208,0.376,RADIOLOGE,5,1,2,0,0,0,0,0,0,2,0,0
1209,,REGUL MECH BIOSYST,5,0,2,0,0,0,0,0,0,0,0,3
1210,,RES LANG SOC INTERAC,5,0,2,0,0,0,0,1,0,0,0,2
1211,,RIC PSICOL,5,0,0,0,0,0,1,0,0,1,0,3
1212,,RSC METALLOBIO SER,5,0,0,0,0,1,2,1,0,0,1,0
1213,1.567,SKELETAL RADIOL,5,0,0,0,0,0,0,0,0,1,0,4
1214,,SLEEP MED CLIN,5,0,0,0,0,0,0,0,0,0,0,5
1215,,SPRINGER PROC PHYS,5,0,0,1,0,0,4,0,0,0,0,0
1216,0.812,STAT APPL GENET MOL,5,0,0,0,0,0,3,1,1,0,0,0
1217,4.963,STEM CELL RES THER,5,0,0,0,0,1,0,0,0,1,0,3
1218,4.929,STEM CELL TRANSL MED,5,0,0,0,0,0,0,2,0,2,0,1
1219,3.989,STEM CELLS INT,5,0,0,0,0,0,0,0,2,0,0,3
1220,3.531,STRUCT EQU MODELING,5,0,0,0,1,2,1,0,1,0,0,0
1221,1.003,SURG RADIOL ANAT,5,0,0,0,0,1,1,0,0,1,1,1
1222,1.928,SWISS MED WKLY,5,0,0,0,0,0,1,0,1,0,0,3
1223,,TECHNOLOGIES,5,0,0,0,0,0,0,1,0,1,0,3
1224,13.578,TRENDS BIOTECHNOL,5,0,2,1,0,0,0,1,0,0,0,1
1225,,VISUAL PHENOMENOLOXB,5,0,0,0,0,0,0,0,0,0,0,5
1226,,Z EPILEPTOL,5,0,0,0,1,0,1,1,0,0,0,2
1227,,2017 22 INT C METHXB,4,0,0,0,2,0,0,0,1,0,0,1
1228,,2017 3 INT C FRONTXB,4,0,0,0,1,1,1,0,0,0,0,1
1229,,2017 INT C SEC PATXB,4,0,0,0,0,1,1,0,0,0,0,2
1230,,2017 MED TECHN NATXB,4,0,0,0,0,0,1,0,0,1,0,2
1231,3.804,AAPS J,4,1,0,0,0,0,1,0,1,0,0,1
1232,13.709,ACS NANO,4,0,0,0,0,0,3,1,0,0,0,0
1233,3.473,ACTA ONCOL,4,0,0,0,0,0,0,0,0,1,0,3
1234,0.909,ACTA POLYTECH HUNG,4,0,0,0,0,0,0,1,0,0,0,3
1235,1.497,ACTA VET SCAND,4,0,0,0,0,0,1,1,1,1,0,0
1236,,ADV AUTISM,4,0,0,0,0,0,1,0,1,0,0,2
1237,0.889,AEROSP MED HUM PERF,4,0,0,1,0,0,0,0,0,1,0,2
1238,2.805,ANIM COGN,4,0,0,0,0,0,1,0,1,0,0,2
1239,9.203,ANN SURG,4,0,0,0,0,1,0,0,0,1,1,1
1240,7.900,APPL ENERG,4,1,0,0,0,0,0,0,1,0,0,2
1241,1.791,APPL OPTICS,4,0,0,0,0,0,0,2,0,1,0,1
1242,6.605,ARCH COMPUT METHOD E,4,0,0,0,0,0,0,0,1,1,0,2
1243,3.953,ARCH DIS CHILD-FETAL,4,0,0,0,2,0,0,0,0,0,1,1
1244,0.295,ARCH PEDIATRIE,4,0,0,0,0,0,0,1,0,0,1,2
1245,,ATTACH HUM DEV,4,0,0,0,0,0,0,1,0,1,0,2
1246,,AUTOM CONTROL COMPUT,4,0,0,0,0,0,0,0,1,0,1,2
1247,5.108,BBA-MOL BASIS DIS,4,0,0,1,0,0,1,1,0,0,0,1
1248,,BEHAV ANALYST,4,0,1,0,0,0,0,1,0,0,0,2
1249,2.997,BIOCHEMISTRY-US,4,0,0,0,0,0,2,1,0,1,0,0
1250,1.311,BIOL PHILOS,4,0,0,0,0,0,0,0,1,0,0,3
1251,2.346,BIOMARK MED,4,0,1,0,0,0,0,0,2,0,0,1
1252,5.831,BIOMATER SCI-UK,4,0,0,0,0,1,1,0,0,0,0,2
1253,,BIOMED ENG-APP BAS C,4,0,0,0,0,0,0,0,0,1,0,3
1254,1.669,BIOMETRIKA,4,0,0,0,0,0,1,0,2,0,0,1
1255,2.442,BIOORG MED CHEM LETT,4,0,1,0,1,0,0,0,0,0,0,2
1256,,BIOSOCIETIES,4,0,0,0,0,1,0,0,0,0,0,3
1257,2.027,BMC ENDOCR DISORD,4,0,0,0,0,0,0,0,2,1,1,0
1258,1.998,BMC MUSCULOSKEL DIS,4,0,1,1,0,0,0,0,1,0,1,0
1259,,BRIT J EDUC TECHNOL,4,0,0,0,0,0,1,0,0,1,0,2
1260,1.214,BRIT J MATH STAT PSY,4,0,0,0,0,1,1,1,1,0,0,0
1261,,CASE REP NEUROL MED,4,0,0,0,1,0,0,0,0,0,0,3
1262,5.500,CELL PHYSIOL BIOCHEM,4,0,0,0,0,0,1,1,0,0,2,0
1263,2.885,CELL TRANSPLANT,4,0,0,0,0,0,0,1,1,2,0,0
1264,1.596,CHINESE MED J-PEKING,4,0,1,0,0,1,0,1,0,0,1,0
1265,3.455,CLIN EXP METASTAS,4,0,0,0,0,0,0,0,0,0,0,4
1266,1.352,CLIN NEPHROL,4,0,0,0,0,0,0,0,0,0,0,4
1267,,CLIN PSYCHOL PSYCHOT,4,0,0,0,0,1,0,0,2,0,0,1
1268,3.504,CNS SPECTRUMS,4,0,0,0,2,1,0,0,0,0,0,1
1269,,COMM COM INF SC,4,0,0,0,0,1,0,0,0,0,0,3
1270,0.489,COMPUT ASSIST SURG,4,0,0,0,1,0,1,0,0,0,0,2
1271,2.391,COMPUT VIS IMAGE UND,4,0,0,0,0,0,0,1,1,1,1,0
1272,,CREATIVITY RES J,4,0,0,1,0,0,0,0,1,0,0,2
1273,,CROSS CULT STRATEG M,4,0,0,0,1,0,0,0,0,2,0,1
1274,9.247,CSH PERSPECT BIOL,4,0,0,2,0,0,1,0,0,0,0,1
1275,3.112,CURR DRUG TARGETS,4,0,0,0,2,0,1,0,0,0,1,0
1276,3.469,CURR MED CHEM,4,0,0,0,0,1,0,0,0,0,0,3
1277,,CURR PSYCHOL,4,0,0,0,0,0,1,0,0,0,0,3
1278,,CURR RADIOPHARM,4,1,0,0,2,0,0,0,0,0,0,1
1279,,EDUC PSYCHOL-UK,4,0,0,0,0,1,0,0,0,0,1,2
1280,,EGYPT J RADIOL NUC M,4,0,0,0,0,0,0,0,1,1,0,2
1281,7.297,ENVIRON INT,4,0,1,0,0,0,0,0,1,0,0,2
1282,,EPILEPSY BEHAV CASE,4,0,0,0,0,0,1,0,2,1,0,0
1283,,ES 2017 P 2017 11XB,4,0,0,0,0,0,0,1,0,0,2,1
1284,7.191,EUR J CANCER,4,0,0,0,1,0,0,0,2,0,0,1
1285,3.091,EUR REV AGING PHYS A,4,0,1,1,0,1,0,0,0,0,0,1
1286,1.737,EURASIP J IMAGE VIDE,4,0,0,0,0,1,0,0,0,0,0,3
1287,2.608,EXP DERMATOL,4,0,0,0,0,0,1,0,1,1,0,1
1288,,FRONT ARCHIT RES,4,0,0,0,0,0,0,0,1,0,0,3
1289,4.151,FRONT GENET,4,0,0,0,0,0,0,1,1,1,0,1
1290,,FRONT ROBOT AI,4,0,2,0,0,0,0,1,0,0,0,1
1291,2.048,GENES CELLS,4,0,0,0,0,1,0,0,0,0,2,1
1292,4.075,GENETICS,4,1,0,1,1,0,0,0,1,0,0,0
1293,2.249,GRAEF ARCH CLIN EXP,4,0,0,0,0,0,0,0,1,0,1,2
1294,1.019,GRAPH MODELS,4,0,0,1,1,0,0,0,0,1,0,1
1295,11.852,HUM REPROD UPDATE,4,0,0,0,0,0,0,0,1,0,1,2
1296,7.451,IEEE SIGNAL PROC MAG,4,0,1,0,0,0,1,1,0,0,0,1
1297,8.415,IEEE T FUZZY SYST,4,0,0,0,1,1,1,0,0,0,0,1
1298,5.824,IEEE T INF FOREN SEC,4,0,0,1,0,0,0,0,1,0,0,2
1299,2.794,IEEE T INSTRUM MEAS,4,0,0,0,0,0,0,1,0,1,0,2
1300,,INFANT CHILD DEV,4,0,0,0,0,0,0,0,0,0,0,4
1301,,INFANT MENT HEALTH J,4,0,0,0,0,1,0,1,1,0,0,1
1302,,INT C SYST SIGNAL,4,0,0,0,0,0,0,0,0,1,0,3
1303,,INT J BIOMED IMAGING,4,0,0,0,0,0,0,1,0,1,0,2
1304,,INT J DIGIT CRIME FO,4,0,0,0,1,0,2,1,0,0,0,0
1305,4.848,INT J HYG ENVIR HEAL,4,0,0,1,1,0,0,0,0,1,0,1
1306,0.336,INT J MORPHOL,4,0,0,0,0,0,0,0,0,0,1,3
1307,,INT J PHYSIOTHER,4,0,0,0,0,0,1,0,0,1,0,2
1308,,INT J RES MARK,4,0,0,0,0,0,1,0,0,0,0,3
1309,,INTEGR PSYCHOL BEHAV,4,0,1,0,3,0,0,0,0,0,0,0
1310,0.817,INTERNAL MED,4,0,0,0,0,0,0,0,0,0,0,4
1311,0.825,ISSUES MENT HEALTH N,4,0,0,0,0,1,0,1,0,0,1,1
1312,2.038,J AGING PHYS ACTIV,4,0,0,0,0,0,2,0,0,1,1,0
1313,,J APPL BIOBEHAV RES,4,0,0,0,1,0,0,1,1,0,0,1
1314,4.011,J BIOL CHEM,4,0,0,0,0,0,2,1,0,0,0,1
1315,6.314,J BONE MINER RES,4,0,0,0,0,0,0,1,0,0,0,3
1316,,J CHILD FAM STUD,4,0,0,0,0,1,2,0,0,1,0,0
1317,,J COGN EDUC PSYCHOL,4,0,0,0,0,1,0,1,1,0,0,1
1318,,J COMPLEX NETW,4,0,0,0,0,0,0,2,2,0,0,0
1319,,J CREATIVE BEHAV,4,0,0,0,2,0,1,0,1,0,0,0
1320,2.010,J EXP ANAL BEHAV,4,0,1,0,0,0,0,0,2,1,0,0
1321,1.727,J FLUENCY DISORD,4,0,0,0,0,0,0,1,0,1,1,1
1322,4.505,J LIPID RES,4,0,0,0,2,1,0,0,0,1,0,0
1323,0.875,J MECH MED BIOL,4,0,0,0,0,0,2,0,1,0,0,1
1324,,J MED IMAGING RADIAT,4,0,1,0,0,0,1,0,0,0,0,2
